rep,id,b01,b11,b21,a1,b02,b12,b03,b13,b06,b16,b07,b17,p1,g1,p2,g2,alpha11,alpha12,alpha13,alpha16,alpha17,alpha21,alpha22,alpha23,alpha26,alpha27
1,1,6.26727220432206,-0.0287482032291496,-0.135836623656254,27.2108263527919,7.41509007458622,-0.00283604283583439,5.33232290853948,0.0630345107070384,4.87515121013782,-0.0226307268989669,374.557695952637,-0.937414813391451,0.0221395063271505,0.158202566150748,0.768175939798337,0.16356584680209,0.267634765897905,-10.1395274152376,0.86100100585496,-3.72287073233265e-16,9.76833665842805e-12,-0.149690793313749,1.40638452302923e-13,-0.260553062233314,8.613498376064e-06,-0.000648197175577267
2,1,4.7453883082865,0.0873387329547912,-0.100795396480129,10.7934750925168,7.40424995426326,0.00708600795534377,3.66875359816588,0.340228842723421,5.01373307429636,-0.0198263180685948,311.496825749976,1.05128322351428,0.0221395063271505,0.158202566150748,0.768175939798337,0.16356584680209,0.267634765897905,-10.1395274152376,0.86100100585496,-3.72287073233265e-16,9.76833665842805e-12,-0.149690793313749,1.40638452302923e-13,-0.260553062233314,8.613498376064e-06,-0.000648197175577267
3,1,7.71109337317603,-0.0483024321403407,-0.186909090792703,5.35526513997547,7.42451658062679,-0.00130532027278076,5.69331945454225,0.124916028796455,5.53563131751041,-0.0240800336129829,342.543886731983,-6.47554880949255,0.0221395063271505,0.158202566150748,0.768175939798337,0.16356584680209,0.267634765897905,-10.1395274152376,0.86100100585496,-3.72287073233265e-16,9.76833665842805e-12,-0.149690793313749,1.40638452302923e-13,-0.260553062233314,8.613498376064e-06,-0.000648197175577267
1,2,5.66621754120504,0.000655246364438519,-0.183295287230625,20.0331206622152,7.43639987644155,-0.00397173769261128,4.04742462688935,0.0227770905433842,4.44551575666324,-0.185214902123715,218.291713039188,1.08186710058084,0.0221395063271505,0.158202566150748,0.768175939798337,0.16356584680209,0.267634765897905,-10.1395274152376,0.86100100585496,-3.72287073233265e-16,9.76833665842805e-12,-0.149690793313749,1.40638452302923e-13,-0.260553062233314,8.613498376064e-06,-0.000648197175577267
2,2,5.88457313493296,-0.00718752622067396,-0.144714567853047,26.375864450291,7.41767861942379,-0.00109724936814275,4.56040911547175,-0.0233974193406146,4.35724083802724,-0.156756104626993,256.953955720612,-9.84495343831365,0.0221395063271505,0.158202566150748,0.768175939798337,0.16356584680209,0.267634765897905,-10.1395274152376,0.86100100585496,-3.72287073233265e-16,9.76833665842805e-12,-0.149690793313749,1.40638452302923e-13,-0.260553062233314,8.613498376064e-06,-0.000648197175577267
3,2,3.44944772528295,0.059644161486965,-0.213211287990465,17.7229287756746,7.43014362292369,0.00104152475829562,3.87525824378806,-0.148293681317939,4.49548556364861,-0.118742739733203,334.631556049768,-14.5270858595757,0.0221395063271505,0.158202566150748,0.768175939798337,0.16356584680209,0.267634765897905,-10.1395274152376,0.86100100585496,-3.72287073233265e-16,9.76833665842805e-12,-0.149690793313749,1.40638452302923e-13,-0.260553062233314,8.613498376064e-06,-0.000648197175577267
1,3,6.92829077185316,-0.237959968649978,-0.159341993892772,9.72989667483615,7.356315251661,0.00561952257672313,4.95357548522819,0.0640372233847719,4.66947562943312,-0.0573815595689607,505.902200637725,-9.87443767604101,0.0221395063271505,0.158202566150748,0.768175939798337,0.16356584680209,0.267634765897905,-10.1395274152376,0.86100100585496,-3.72287073233265e-16,9.76833665842805e-12,-0.149690793313749,1.40638452302923e-13,-0.260553062233314,8.613498376064e-06,-0.000648197175577267
2,3,6.94926461369534,-0.168827249787603,-0.151918539873184,13.3484946414894,7.33945393907701,0.00171529005907006,4.71032479661941,-0.278929738197624,4.90930470903152,-0.128026922337424,435.217383804918,-1.0197086973879,0.0221395063271505,0.158202566150748,0.768175939798337,0.16356584680209,0.267634765897905,-10.1395274152376,0.86100100585496,-3.72287073233265e-16,9.76833665842805e-12,-0.149690793313749,1.40638452302923e-13,-0.260553062233314,8.613498376064e-06,-0.000648197175577267
3,3,6.09889457704637,-0.10219715129455,-0.16598146388311,2.94641625840876,7.36274221870661,-0.000818898068427805,3.79141173416336,0.11793123419031,4.94492202500065,-0.146279165638746,521.750436124877,0.656176990415208,0.0221395063271505,0.158202566150748,0.768175939798337,0.16356584680209,0.267634765897905,-10.1395274152376,0.86100100585496,-3.72287073233265e-16,9.76833665842805e-12,-0.149690793313749,1.40638452302923e-13,-0.260553062233314,8.613498376064e-06,-0.000648197175577267
1,4,3.41547506832816,-0.290527135961092,-0.154693836169019,2.40769409700154,7.41058042879744,0.00438055341362645,5.46735585148205,-0.669924419438025,4.26601670580109,-0.140236854513154,194.094110491569,-3.86933477935118,0.0221395063271505,0.158202566150748,0.768175939798337,0.16356584680209,0.267634765897905,-10.1395274152376,0.86100100585496,-3.72287073233265e-16,9.76833665842805e-12,-0.149690793313749,1.40638452302923e-13,-0.260553062233314,8.613498376064e-06,-0.000648197175577267
2,4,4.388842246627,-0.200542984926305,-0.172129435465696,8.55236000300304,7.378589141558,-0.00199856993230461,4.57265620858461,0.0904070683818101,3.76890648914693,0.0942113604744098,175.701083251543,-8.071293562076,0.0221395063271505,0.158202566150748,0.768175939798337,0.16356584680209,0.267634765897905,-10.1395274152376,0.86100100585496,-3.72287073233265e-16,9.76833665842805e-12,-0.149690793313749,1.40638452302923e-13,-0.260553062233314,8.613498376064e-06,-0.000648197175577267
3,4,6.68212017249348,-0.194519777543446,-0.0954066220619805,22.320098517701,7.43106401532727,-0.00493518770197384,4.52823676248651,-0.0470813701157153,3.64306265011242,0.0103322558353601,214.057081820537,2.39576193294829,0.0221395063271505,0.158202566150748,0.768175939798337,0.16356584680209,0.267634765897905,-10.1395274152376,0.86100100585496,-3.72287073233265e-16,9.76833665842805e-12,-0.149690793313749,1.40638452302923e-13,-0.260553062233314,8.613498376064e-06,-0.000648197175577267
1,5,5.88588555629774,-0.0438305059394031,-0.109071111238558,2.91267061172603,7.4034177690684,-0.0100083149649775,3.95066040352176,-0.0899235032930737,4.85132102629515,-0.0393738695878034,321.151789710951,-7.25299014205164,0.0221395063271505,0.158202566150748,0.768175939798337,0.16356584680209,0.267634765897905,-10.1395274152376,0.86100100585496,-3.72287073233265e-16,9.76833665842805e-12,-0.149690793313749,1.40638452302923e-13,-0.260553062233314,8.613498376064e-06,-0.000648197175577267
2,5,7.37370078348165,-0.159833035992362,-0.108737806044779,2.50811300082844,7.38357560121805,-0.00745147831777696,4.19250800647143,-0.118677911709951,5.08329304179464,-0.0818327288693572,349.474859137973,-7.44493309963956,0.0221395063271505,0.158202566150748,0.768175939798337,0.16356584680209,0.267634765897905,-10.1395274152376,0.86100100585496,-3.72287073233265e-16,9.76833665842805e-12,-0.149690793313749,1.40638452302923e-13,-0.260553062233314,8.613498376064e-06,-0.000648197175577267
3,5,5.62824951927234,-0.0933589136599981,-0.13013438456712,11.0679298107187,7.39643005025103,-0.00884290905433755,4.7842991155686,-0.173526762641973,4.90511159364315,-0.0827907235868103,350.078980923236,-7.12925874004332,0.0221395063271505,0.158202566150748,0.768175939798337,0.16356584680209,0.267634765897905,-10.1395274152376,0.86100100585496,-3.72287073233265e-16,9.76833665842805e-12,-0.149690793313749,1.40638452302923e-13,-0.260553062233314,8.613498376064e-06,-0.000648197175577267
1,6,2.11608659832744,-0.21987132118212,-0.0734274315730613,5.50602377485661,7.36155107909102,-0.000144066812213147,3.20315926948708,-0.343325857844341,5.41985171522645,-0.0200238984507923,288.177661878888,0.119835860649928,0.0221395063271505,0.158202566150748,0.768175939798337,0.16356584680209,0.267634765897905,-10.1395274152376,0.86100100585496,-3.72287073233265e-16,9.76833665842805e-12,-0.149690793313749,1.40638452302923e-13,-0.260553062233314,8.613498376064e-06,-0.000648197175577267
2,6,2.0865624510132,-0.173647535022388,-0.089592166792929,8.71572509824129,7.38531373543823,0.00407145744119525,2.7372371276715,-0.308741667304079,5.27227360378346,0.0470309848558625,335.744072502047,-8.09968470850353,0.0221395063271505,0.158202566150748,0.768175939798337,0.16356584680209,0.267634765897905,-10.1395274152376,0.86100100585496,-3.72287073233265e-16,9.76833665842805e-12,-0.149690793313749,1.40638452302923e-13,-0.260553062233314,8.613498376064e-06,-0.000648197175577267
