b0_pop,1,-0.15792,0.12437,-0.13692,0.004217,-0.015211,-0.0079238,-0.15059,-0.0070467,0.033504,0.31936,0.13028,-0.026019,0.09566,-0.072947
b1_pop,-0.15792,1,0.20007,-0.37441,-0.0020923,0.011819,0.0038486,0.074117,0.0034876,-0.013529,-0.016697,-0.3656,0.080883,0.25929,0.034334
b2_pop,0.12437,0.20007,1,0.27076,0.0016055,-0.010037,-0.0024218,-0.047606,-0.0024986,0.010551,0.14021,-0.44197,-0.43081,-0.13542,-0.068614
a_pop,-0.13692,-0.37441,0.27076,1,0.00066271,-0.0071799,-0.00076987,-0.016266,-0.00097586,0.003829,-0.066168,-0.18282,-0.19778,-0.80373,-0.085795
h1_pop,0.004217,-0.0020923,0.0016055,0.00066271,1,-0.0053456,0.022593,-0.0282,-0.93185,0.0093445,0.0074399,0.0016245,-0.00092491,-0.0033033,-0.00060443
h2_pop,-0.015211,0.011819,-0.010037,-0.0071799,-0.0053456,1,0.00045125,0.11849,0.0075207,-0.84641,-0.030456,0.0037458,0.0067874,0.016251,-0.00021064
alpha1_pop,-0.0079238,0.0038486,-0.0024218,-0.00076987,0.022593,0.00045125,1,0.052637,-0.021869,-0.007492,-0.013857,-0.0038827,0.001349,0.0059253,0.0011681
alpha2_pop,-0.15059,0.074117,-0.047606,-0.016266,-0.0282,0.11849,0.052637,1,0.047026,-0.23161,-0.26355,-0.071752,0.027125,0.11367,0.022043
beta_hcov1_score4C,-0.0070467,0.0034876,-0.0024986,-0.00097586,-0.93185,0.0075207,-0.021869,0.047026,1,-0.013664,-0.012401,-0.0029727,0.0014364,0.0054485,0.0010211
beta_hcov2_score4C,0.033504,-0.013529,0.010551,0.003829,0.0093445,-0.84641,-0.007492,-0.23161,-0.013664,1,0.060347,0.019227,-0.0075428,-0.024354,-0.0051664
omega_b0,0.31936,-0.016697,0.14021,-0.066168,0.0074399,-0.030456,-0.013857,-0.26355,-0.012401,0.060347,1,0.018754,-0.078464,-0.009166,-0.16192
omega_b1,0.13028,-0.3656,-0.44197,-0.18282,0.0016245,0.0037458,-0.0038827,-0.071752,-0.0029727,0.019227,0.018754,1,0.13657,0.10505,-0.050216
omega_b2,-0.026019,0.080883,-0.43081,-0.19778,-0.00092491,0.0067874,0.001349,0.027125,0.0014364,-0.0075428,-0.078464,0.13657,1,0.054379,0.012048
omega_a,0.09566,0.25929,-0.13542,-0.80373,-0.0033033,0.016251,0.0059253,0.11367,0.0054485,-0.024354,-0.009166,0.10505,0.054379,1,0.046976
e_b,-0.072947,0.034334,-0.068614,-0.085795,-0.00060443,-0.00021064,0.0011681,0.022043,0.0010211,-0.0051664,-0.16192,-0.050216,0.012048,0.046976,1
