parameter,value,se_sa,rse_sa,pvalue_sa
b0_pop,85.2211546742249,0.364411573513935,0.427606942087292,
b1_pop,-4.49727294810142,0.746750904158301,16.6045270717569,
b2_pop,-3.94576575601383,0.604293472809307,15.3149859919659,
a_pop,6.80118746471679,2.1380273504108,31.4360890874198,
h1_pop,0.00109650932171705,0.000531102405277926,48.4357401035368,
h2_pop,0.107564097724458,0.0133231640318218,12.386255557083,
alpha1_pop,0.00685089712270481,0.00876808641075032,127.984499748094,
alpha2_pop,3.66101357469093e-05,0.000196594149633315,536.993774053164,
hcov1_pop,0,,,
beta_hcov1_score4C,0.231807279237372,0.0548713532918446,23.67110880744,2.3940893598251e-05
hcov2_pop,0,,,
beta_hcov2_score4C,-0.126241656361993,0.0191474079465627,15.1672660976962,4.30602220546916e-11
omega_b0,6.17205173440318,0.267797351150235,4.33887081110363,
omega_b1,1.75664412882227,0.340255817281251,19.3696498737836,
omega_b2,1.92463663552144,0.320889904243987,16.6727525768546,
omega_a,0.824481290550761,0.250651038025505,30.4010583257829,
e_b,0.0227239065130161,0.000447880804429002,1.97096746623411,
