rep,id,eta_b01,eta_b11,eta_b21,eta_a1,eta_b02,eta_b12,eta_b03,eta_b13,eta_b07,eta_b17,eta_p1,eta_g1,eta_p2,eta_g2,eta_alpha11,eta_alpha12,eta_alpha13,eta_alpha17,eta_alpha21,eta_alpha22,eta_alpha23,eta_alpha27
1,1,-2.4149743325897,0.0457847354691697,-0.00686287710047903,0.219428310792149,-0.0657034806577972,0.0108954433110571,-0.746133553773087,-0.12204001603121,61.2814399447165,-1.7168971293778,0,0,0,0,0,0,0,0,0,0,0,0
2,1,-2.0449875963858,-0.11725468541472,-0.0470377454947725,0.457229003621112,0.00299651616856611,-0.000746802900737888,0.623910352945021,0.000492681714729742,13.628828663288,-2.47212599087847,0,0,0,0,0,0,0,0,0,0,0,0
3,1,-3.15238771881288,0.0680262306643631,-0.00411236038439267,-0.229019262476002,-0.00563697361825888,-0.00635826394102603,0.81601159385315,-0.0398051622411202,34.0463082064616,3.98256006218106,0,0,0,0,0,0,0,0,0,0,0,0
1,2,-3.15224513423505,0.0169226835942516,0.0393908483971298,0.366437944134786,-0.0549983930542437,0.00503610004028713,0.213273904461757,0.217835363885485,-38.7346983025889,-5.30757170145939,0,0,0,0,0,0,0,0,0,0,0,0
2,2,-3.27711331974669,-0.0127237285602425,-0.0488966361050017,-0.394154713661728,-0.0525292515324347,-0.00454284830178825,1.01256784668018,0.0890296094404152,-29.8029989170053,6.00983193259253,0,0,0,0,0,0,0,0,0,0,0,0
3,2,-2.98831579084709,0.166479590860194,0.034955618646385,-0.592590134584548,-0.0770310299009935,0.00530864182188298,1.06739779246732,0.0239111004581113,52.7903919550098,4.60261112532131,0,0,0,0,0,0,0,0,0,0,0,0
1,3,0.899218347575622,0.150129463061484,0.033407546927553,0.916772476159293,-0.0669990814454176,-0.000964096744899969,-1.36441917716515,0.154967701557791,-106.420638181413,9.1495608807923,0,0,0,0,0,0,0,0,0,0,0,0
2,3,0.538426040734615,0.125722347879786,0.00361153470861444,1.39180009804919,-0.0454600947588117,-0.00233330406961528,0.20484539013477,0.0767138357935281,-51.6438751557015,6.0643994998274,0,0,0,0,0,0,0,0,0,0,0,0
3,3,-0.378506880566301,0.15689023565448,-0.176672204778028,0.800462968558057,-0.0787560611582849,0.000851391621716442,-0.854017413369761,0.146013191952382,-99.6626681195236,8.16900340095469,0,0,0,0,0,0,0,0,0,0,0,0
1,4,3.54228288094888,-0.0511919937837518,0.00378054433477076,-1.50984731368532,0.0459503046468432,-0.00247169717141058,-0.140440436662034,0.155444491535644,-137.72326824101,9.01272844511464,0,0,0,0,0,0,0,0,0,0,0,0
