b03_pop,0.0037318,-0.00011346,5.9777e-05,-9.0243e-05,-1.9185e-05,1.3222e-05,1.5931e-05,-9.0099e-06,-7.8679e-05,1.818e-06,2.1241e-06
b13_pop,-0.00011346,0.00016094,-5.519e-05,6.3075e-05,2.2386e-05,-9.1066e-06,-2.5004e-05,1.8138e-05,3.4198e-06,-4.8955e-06,-3.4031e-07
p1_pop,5.9777e-05,-5.519e-05,0.00087821,-0.00067729,-4.2556e-05,7.3911e-05,-0.0011391,-0.00022956,2.0184e-06,-2.0219e-05,3.3593e-06
g1_pop,-9.0243e-05,6.3075e-05,-0.00067729,0.00091277,0.0001585,-4.9399e-05,0.00027588,9.8605e-05,-1.0771e-05,3.4983e-05,-5.5104e-06
p2_pop,-1.9185e-05,2.2386e-05,-4.2556e-05,0.0001585,0.00077961,-6.9114e-05,-9.8029e-05,0.00014698,-4.2004e-06,6.8776e-06,-1.0737e-06
g2_pop,1.3222e-05,-9.1066e-06,7.3911e-05,-4.9399e-05,-6.9114e-05,0.00016561,-0.00017384,-0.00024193,1.8714e-06,8.6832e-07,2.8414e-07
alpha13_pop,1.5931e-05,-2.5004e-05,-0.0011391,0.00027588,-9.8029e-05,-0.00017384,0.0056846,0.00071641,-5.81e-06,-6.1088e-05,1.425e-05
alpha23_pop,-9.0099e-06,1.8138e-05,-0.00022956,9.8605e-05,0.00014698,-0.00024193,0.00071641,0.0011094,-1.0023e-05,-1.0007e-05,-4.727e-07
omega_b03,-7.8679e-05,3.4198e-06,2.0184e-06,-1.0771e-05,-4.2004e-06,1.8714e-06,-5.81e-06,-1.0023e-05,0.0024574,-9.4394e-06,-5.1667e-05
omega_b13,1.818e-06,-4.8955e-06,-2.0219e-05,3.4983e-05,6.8776e-06,8.6832e-07,-6.1088e-05,-1.0007e-05,-9.4394e-06,9.2488e-05,-5.0629e-06
a_3,2.1241e-06,-3.4031e-07,3.3593e-06,-5.5104e-06,-1.0737e-06,2.8414e-07,1.425e-05,-4.727e-07,-5.1667e-05,-5.0629e-06,0.00017089
