b0_pop,1,-0.074308,0.47215,-0.83079,0.38914,-0.45377,-0.0063432,0.16072,0.51194,0.15192,-0.55404
b1_pop,-0.074308,1,0.20253,-0.070661,0.21764,0.30086,-0.12254,-0.32141,-0.020487,0.63005,-0.020426
h1_pop,0.47215,0.20253,1,-0.50923,0.69714,-0.056317,-0.7882,0.067075,0.20171,-0.064682,-0.29086
h2_pop,-0.83079,-0.070661,-0.50923,1,-0.33347,0.26946,0.15015,-0.49228,-0.37911,-0.1858,0.48261
alpha1_pop,0.38914,0.21764,0.69714,-0.33347,1,-0.43029,-0.43602,0.018201,0.62611,0.12966,-0.23503
alpha2_pop,-0.45377,0.30086,-0.056317,0.26946,-0.43029,1,-0.071476,-0.32959,-0.80114,-0.0088011,0.25721
beta_hcov1_score4C,-0.0063432,-0.12254,-0.7882,0.15015,-0.43602,-0.071476,1,-0.16185,-0.036032,0.1805,0.0069287
beta_hcov2_score4C,0.16072,-0.32141,0.067075,-0.49228,0.018201,-0.32959,-0.16185,1,0.17571,-0.19713,-0.059546
omega_b0,0.51194,-0.020487,0.20171,-0.37911,0.62611,-0.80114,-0.036032,0.17571,1,0.1779,-0.28165
omega_b1,0.15192,0.63005,-0.064682,-0.1858,0.12966,-0.0088011,0.1805,-0.19713,0.1779,1,-0.12782
e_b,-0.55404,-0.020426,-0.29086,0.48261,-0.23503,0.25721,0.0069287,-0.059546,-0.28165,-0.12782,1
