rep,id,b01,b11,b21,a1,b02,b12,b03,b13,b07,b17,p1,g1,p2,g2,alpha11,alpha12,alpha13,alpha17,alpha21,alpha22,alpha23,alpha27
1,1,0.87859056591486,-0.0491168661990239,-0.126735047280846,10.179221923105,7.36203299481948,0.000583153448933455,4.32949511114835,-0.194542679153407,302.509463967503,-5.83107061643231,0.0599823943281623,0.113988520980793,0.806955493574,0.0961814183712401,0.13680868132788,-7.06163128429691,0.53755119103187,0.00278664739423386,-0.104387037670317,-6.85894027506487e-14,-1.65897910010743e-05,-0.00137560361833579
2,1,2.7776104028954,-0.151827554476481,-0.198427100576123,4.20678261246326,7.34987516524589,-0.000804900021823089,4.45866560399041,-0.150301132444255,319.62873428986,-10.2130140722451,0.0599823943281623,0.113988520980793,0.806955493574,0.0961814183712401,0.13680868132788,-7.06163128429691,0.53755119103187,0.00278664739423386,-0.104387037670317,-6.85894027506487e-14,-1.65897910010743e-05,-0.00137560361833579
3,1,1.23045956615836,-0.0567899376034985,-0.270472943347727,3.86596417017906,7.35841715132393,0.00857067800061617,4.49734207347656,-0.138489069741035,340.216249931663,-0.46208769315278,0.0599823943281623,0.113988520980793,0.806955493574,0.0961814183712401,0.13680868132788,-7.06163128429691,0.53755119103187,0.00278664739423386,-0.104387037670317,-6.85894027506487e-14,-1.65897910010743e-05,-0.00137560361833579
1,2,6.91147863561213,-0.194641040921557,-0.149653121150438,56.8839131744147,7.3680768673997,-0.00634525804443847,5.60627701280184,-0.202286601577559,470.279271464004,-3.86399455862207,0.0599823943281623,0.113988520980793,0.806955493574,0.0961814183712401,0.13680868132788,-7.06163128429691,0.53755119103187,0.00278664739423386,-0.104387037670317,-6.85894027506487e-14,-1.65897910010743e-05,-0.00137560361833579
2,2,6.07658521422882,-0.341915662900005,-0.102460541047541,11.2536180856727,7.42464186477067,-0.00793909242033159,5.22604176871388,-0.169817284158365,438.190885826388,-1.18137767229912,0.0599823943281623,0.113988520980793,0.806955493574,0.0961814183712401,0.13680868132788,-7.06163128429691,0.53755119103187,0.00278664739423386,-0.104387037670317,-6.85894027506487e-14,-1.65897910010743e-05,-0.00137560361833579
3,2,6.65942008596694,-0.356526038167728,-0.0781254525460849,7.91249273465405,7.33949145242307,-0.00493823713675349,5.06999840831146,-0.169903485904993,437.013612728267,0.140183764163112,0.0599823943281623,0.113988520980793,0.806955493574,0.0961814183712401,0.13680868132788,-7.06163128429691,0.53755119103187,0.00278664739423386,-0.104387037670317,-6.85894027506487e-14,-1.65897910010743e-05,-0.00137560361833579
1,3,7.41437746645212,-0.096277564873895,-0.200696872834298,8.86014239085503,7.37093332870477,0.00938691378722141,4.6583260547254,-0.286311596835011,483.230482864815,6.07180468897216,0.0599823943281623,0.113988520980793,0.806955493574,0.0961814183712401,0.13680868132788,-7.06163128429691,0.53755119103187,0.00278664739423386,-0.104387037670317,-6.85894027506487e-14,-1.65897910010743e-05,-0.00137560361833579
2,3,5.19101870767149,-0.110376047584478,-0.20754911471947,27.174256696703,7.40693046687538,-0.00507499102864508,4.39634299694396,-0.204528168270287,496.604765989496,-8.97044715794319,0.0599823943281623,0.113988520980793,0.806955493574,0.0961814183712401,0.13680868132788,-7.06163128429691,0.53755119103187,0.00278664739423386,-0.104387037670317,-6.85894027506487e-14,-1.65897910010743e-05,-0.00137560361833579
3,3,4.76550314261374,0.0579506889092748,-0.254761594393172,8.61892023092585,7.37533891064301,0.00327062501423192,4.53228894792671,-0.254412519793899,505.532989830314,-2.65039953204778,0.0599823943281623,0.113988520980793,0.806955493574,0.0961814183712401,0.13680868132788,-7.06163128429691,0.53755119103187,0.00278664739423386,-0.104387037670317,-6.85894027506487e-14,-1.65897910010743e-05,-0.00137560361833579
1,4,6.81922943873464,-0.0824469326369019,-0.190707314576,3.70537149330486,7.36334708394118,0.0048243130415295,2.00960847212408,-0.1985890899133,387.941868340475,-1.23894486096304,0.0599823943281623,0.113988520980793,0.806955493574,0.0961814183712401,0.13680868132788,-7.06163128429691,0.53755119103187,0.00278664739423386,-0.104387037670317,-6.85894027506487e-14,-1.65897910010743e-05,-0.00137560361833579
