rep,id,b02,b12,b03,b13,b04,b14,p1,g1,p2,g2,alpha12,alpha13,alpha14,alpha22,alpha23,alpha24
1,1,7.3857915354112,0.00347804715096119,4.34710495552489,-0.164600951993743,4.08947573607279,-0.0331467549191767,0.084894771980502,0.127367700311368,0.726715080443781,0.134335051086,-6.07832078496384,0.363289098641842,-0.0662461782193692,-3.32961316843125e-11,-0.137829607252992,0.0769887221667516
2,1,7.37709342335927,0.00466213281845985,4.6038836003144,-0.178048371846806,4.77341481452791,-0.0802840433721063,0.084894771980502,0.127367700311368,0.726715080443781,0.134335051086,-6.07832078496384,0.363289098641842,-0.0662461782193692,-3.32961316843125e-11,-0.137829607252992,0.0769887221667516
3,1,7.40003605928298,0.00100677072452311,4.60586055960528,-0.156633465547408,4.21470491231507,-0.0578257375860416,0.084894771980502,0.127367700311368,0.726715080443781,0.134335051086,-6.07832078496384,0.363289098641842,-0.0662461782193692,-3.32961316843125e-11,-0.137829607252992,0.0769887221667516
1,2,7.34434078610442,-0.000187561191888442,4.7601584045401,-0.473597505758993,3.20485323561397,-0.0202559165816234,0.084894771980502,0.127367700311368,0.726715080443781,0.134335051086,-6.07832078496384,0.363289098641842,-0.0662461782193692,-3.32961316843125e-11,-0.137829607252992,0.0769887221667516
2,2,7.31323785946953,0.00158252635904502,3.86375894738715,-0.430542560375242,4.20413914932921,-0.0824914444430941,0.084894771980502,0.127367700311368,0.726715080443781,0.134335051086,-6.07832078496384,0.363289098641842,-0.0662461782193692,-3.32961316843125e-11,-0.137829607252992,0.0769887221667516
3,2,7.32968186203795,0.000723598974390131,4.69811670880253,-0.467489695359644,3.66171715990132,-0.0505275861801316,0.084894771980502,0.127367700311368,0.726715080443781,0.134335051086,-6.07832078496384,0.363289098641842,-0.0662461782193692,-3.32961316843125e-11,-0.137829607252992,0.0769887221667516
1,3,7.46444935876872,0.00617859873742596,3.29479368737498,-0.293878260602154,8.79339192307451,-0.0464203740990503,0.084894771980502,0.127367700311368,0.726715080443781,0.134335051086,-6.07832078496384,0.363289098641842,-0.0662461782193692,-3.32961316843125e-11,-0.137829607252992,0.0769887221667516
2,3,7.42031356303454,0.00763786281695561,3.01441768342484,-0.301667154552678,7.03912861913594,0.0713536200869641,0.084894771980502,0.127367700311368,0.726715080443781,0.134335051086,-6.07832078496384,0.363289098641842,-0.0662461782193692,-3.32961316843125e-11,-0.137829607252992,0.0769887221667516
3,3,7.48509413484488,0.00149870506496005,3.47720750088737,-0.342096520962718,8.59254200632641,-0.00154485791341788,0.084894771980502,0.127367700311368,0.726715080443781,0.134335051086,-6.07832078496384,0.363289098641842,-0.0662461782193692,-3.32961316843125e-11,-0.137829607252992,0.0769887221667516
1,4,7.40498508734563,0.000907109415905459,3.99448287900005,-0.1074394872711,5.39455686886714,0.119130515993351,0.084894771980502,0.127367700311368,0.726715080443781,0.134335051086,-6.07832078496384,0.363289098641842,-0.0662461782193692,-3.32961316843125e-11,-0.137829607252992,0.0769887221667516
