parameter,value,se_sa,rse_sa,pvalue_sa
b0_pop,1.69109347439954,0.0428411360644658,2.53333932825195,
b1_pop,-1.56849873755607,nan,nan,
b2_pop,-1.25856945381632,0.519645011152082,41.2885446708068,
a_pop,0.139654718941755,0.239985459542273,171.841998151429,
h1_pop,0.00105256806796653,0.000583515811999935,55.4373469762612,
h2_pop,0.107607901621687,0.0132975047298333,12.3573683060774,
alpha1_pop,-1.22436335478064,0.60706710742711,49.5822669844505,
alpha2_pop,2.51211706252771e-12,6.30472532304778e-11,2509.725926826,
hcov1_pop,0,,,
beta_hcov1_score4C,0.229306220321489,0.0584870603346472,25.5060941010009,8.83171688614848e-05
hcov2_pop,0,,,
beta_hcov2_score4C,-0.126402369128916,0.0189393785757222,14.9834047464776,2.48838727401335e-11
omega_b0,0.265729765395085,0.0285211814453027,10.7331526834781,
omega_b1,0.489421279387711,0.280824452514902,57.3788808010609,
omega_b2,0.428721293807595,0.155155972366088,36.1904049570535,
omega_a,2.09679350113346,0.868437737048692,41.4174183857039,
e_b,0.680004695786961,0.0161621373508823,2.37676849160255,
