b02_pop,8.45e-06,-3.4205e-07,1.049e-06,2.2181e-06,3.5317e-08,-7.06e-07,0.00013982,4.7512e-05,-1.8375e-07,9.3048e-09,-2.7361e-09
b12_pop,-3.4205e-07,2.2617e-07,4.697e-07,-7.9871e-07,-9.3521e-07,3.4203e-07,-3.8818e-05,3.4692e-05,-2.484e-08,-1.0796e-09,8.3448e-09
p1_pop,1.049e-06,4.697e-07,0.00059492,-6.0137e-05,5.1845e-06,1.7781e-05,0.029175,0.0061071,-6.8595e-07,8.6946e-08,8.9652e-09
g1_pop,2.2181e-06,-7.9871e-07,-6.0137e-05,0.00041156,3.6398e-06,-5.2003e-06,0.005633,-0.00087355,-3.6846e-07,3.5956e-07,-1.1278e-07
p2_pop,3.5317e-08,-9.3521e-07,5.1845e-06,3.6398e-06,0.00087175,-9.9801e-05,-0.0033297,-0.011142,5.6165e-07,3.1209e-08,-1.7059e-07
g2_pop,-7.06e-07,3.4203e-07,1.7781e-05,-5.2003e-06,-9.9801e-05,0.00014157,0.0031267,0.0095948,-4.7532e-07,3.2441e-08,1.6445e-07
alpha12_pop,0.00013982,-3.8818e-05,0.029175,0.005633,-0.0033297,0.0031267,4.8445,0.93401,-5.7153e-05,5.4163e-05,-1.7135e-05
alpha22_pop,4.7512e-05,3.4692e-05,0.0061071,-0.00087355,-0.011142,0.0095948,0.93401,2.4793,-9.3933e-05,1.1691e-05,4.0232e-05
omega_b02,-1.8375e-07,-2.484e-08,-6.8595e-07,-3.6846e-07,5.6165e-07,-4.7532e-07,-5.7153e-05,-9.3933e-05,6.2073e-06,-7.2629e-08,-1.988e-07
omega_b12,9.3048e-09,-1.0796e-09,8.6946e-08,3.5956e-07,3.1209e-08,3.2441e-08,5.4163e-05,1.1691e-05,-7.2629e-08,1.4389e-07,-6.4932e-09
a_2,-2.7361e-09,8.3448e-09,8.9652e-09,-1.1278e-07,-1.7059e-07,1.6445e-07,-1.7135e-05,4.0232e-05,-1.988e-07,-6.4932e-09,6.3599e-07
