rep,id,eta_b01,eta_b11,eta_b21,eta_a1,eta_b02,eta_b12,eta_b03,eta_b13,eta_p1,eta_g1,eta_p2,eta_g2,eta_alpha11,eta_alpha12,eta_alpha13,eta_alpha21,eta_alpha22,eta_alpha23
1,1,0.652327485085454,-0.076960674977896,-0.0051997489547367,-0.629598118618921,-0.0285449496563155,0.00225970337311311,-0.221273250493083,-0.109835592588816,0,0,0,0,0,0,0,0,0,0
2,1,-0.597542599763129,0.0533907539265391,0.0490171327252397,0.751828058037274,0.0215764643019352,-0.0100114128560281,0.605226744834112,-0.225860389787066,0,0,0,0,0,0,0,0,0,0
3,1,-0.439400269619943,-0.0263223105979756,-0.00610318199895829,0.35100640455883,0.0407940806377773,-0.00591723512590347,0.371142162020336,0.00521966071422045,0,0,0,0,0,0,0,0,0,0
1,2,-1.70542811681253,0.0411724118524493,-0.0336315320384534,-0.492196268589314,0.0374495982681982,-0.00308403221640109,0.0907948289733849,0.223092897723986,0,0,0,0,0,0,0,0,0,0
2,2,-1.26864226050245,-0.144441340493942,0.0195884052221201,-1.29139453586939,0.0235823680480394,-0.00844084517169748,1.23149307038883,-0.0619822558759713,0,0,0,0,0,0,0,0,0,0
3,2,-1.41948363550516,0.0139480455658592,-0.0709789656057379,-1.44461210312072,0.00994039725286733,0.0013935533160365,0.697613415906986,0.0204715926444697,0,0,0,0,0,0,0,0,0,0
1,3,-0.709540540815967,0.0356629066651253,-0.0383479611433704,-0.669383098594259,-0.0103984695343557,0.0101400858787177,0.0561453022326841,-0.264150490328171,0,0,0,0,0,0,0,0,0,0
2,3,0.290797760599459,-0.0535972738375605,0.00471672036938149,-0.387881045885149,0.0410579619053362,0.0071246401417694,-0.121506918045044,-0.134565882059386,0,0,0,0,0,0,0,0,0,0
3,3,-0.0140843944563942,0.0223537542038499,-0.0116961052220508,0.420444702002323,-0.0360413687804249,0.00114998070477398,-0.228348869960117,0.263504876719321,0,0,0,0,0,0,0,0,0,0
1,4,-4.38342952464388,-0.0818648261700765,0.0633973887676048,-1.61330742342973,0.0407888986668929,0.00498812748705775,-1.72078668361101,0.131900709413368,0,0,0,0,0,0,0,0,0,0
2,4,-4.4870098434983,-0.0342016799012286,-0.0395257189979143,0.283606828449318,0.00210778531138089,-0.00797022392632549,-0.915531074998029,-0.0963362824001013,0,0,0,0,0,0,0,0,0,0
3,4,-4.3015794901296,-0.0971148865359337,-0.0423293087781234,-0.367494234059755,0.000989345037813116,0.00816767593696188,-1.39635372845513,-0.0688754956166632,0,0,0,0,0,0,0,0,0,0
1,5,3.30936420720406,-0.0182996176811841,0.0295572835512028,-0.801615400185136,-0.0736669007886714,-0.00399601834366572,0.821394759727863,-0.269148225836886,0,0,0,0,0,0,0,0,0,0
2,5,2.00307703641708,0.0312949345934908,-0.0659666918036478,-0.268484216823644,-0.0565455067647216,-0.00601141889506407,0.338449590938742,-0.218630407659798,0,0,0,0,0,0,0,0,0,0
3,5,3.88800230466002,-0.00494305250747754,-0.046151042823896,0.28788982138056,-0.0914930728365029,-0.00217843887899742,0.133065452082183,-0.219234407502542,0,0,0,0,0,0,0,0,0,0
1,6,-0.380069018604565,0.167887695369904,-0.0398193860604241,-0.313734377904873,-0.00502788595165882,0.00256433133029332,-2.43289330172229,-0.116934409366919,0,0,0,0,0,0,0,0,0,0
2,6,0.614020923345176,-0.0912501377848,-0.0688828286509091,-0.148433711155121,0.0124568253822446,0.00198805202857081,-1.30689479480893,-0.0484031687539836,0,0,0,0,0,0,0,0,0,0
