b0_pop,1,-0.16136,0.11527,-0.24596,0.055332,0.28837,-0.055296,0.049217,0.18302,-0.049892,0.045155
b1_pop,-0.16136,1,0.070157,-0.064812,-0.063172,0.070083,-0.022038,-0.12464,0.12829,0.54286,-0.14202
h1_pop,0.11527,0.070157,1,-0.08078,0.4572,0.059799,-0.87843,0.006575,-0.10784,-0.056215,-0.01265
h2_pop,-0.24596,-0.064812,-0.08078,1,0.042077,-0.25479,0.086061,-0.80119,-0.144,-0.0017363,-0.012322
alpha1_pop,0.055332,-0.063172,0.4572,0.042077,1,-0.1599,-0.13307,-0.057084,-0.16653,-0.027348,-0.091934
alpha2_pop,0.28837,0.070083,0.059799,-0.25479,-0.1599,1,-0.069732,0.020753,0.073045,-0.040705,0.1212
beta_hcov1_score4C,-0.055296,-0.022038,-0.87843,0.086061,-0.13307,-0.069732,1,-0.056791,0.017098,0.072749,-0.011998
beta_hcov2_score4C,0.049217,-0.12464,0.006575,-0.80119,-0.057084,0.020753,-0.056791,1,0.045971,-0.10359,0.029548
omega_b0,0.18302,0.12829,-0.10784,-0.144,-0.16653,0.073045,0.017098,0.045971,1,0.064297,-0.040118
omega_b1,-0.049892,0.54286,-0.056215,-0.0017363,-0.027348,-0.040705,0.072749,-0.10359,0.064297,1,-0.22206
e_a,0.045155,-0.14202,-0.01265,-0.012322,-0.091934,0.1212,-0.011998,0.029548,-0.040118,-0.22206,1
