parameter,value,se_sa,rse_sa,pvalue_sa
b0_pop,4.25676214305584,0.062420002097717,1.46637279697538,
b1_pop,-0.0278404059836458,0.00735342246137629,26.412770222158,
b2_pop,0.0131870739012022,0.00315327352071563,23.9118514413433,
a_pop,3.97804642679365,0.587921284848631,14.7791458865025,
h1_pop,0.000800126163452166,0.000360876521449012,45.1024523297677,
h2_pop,0.109511946566764,0.0136599517686637,12.4734809277962,
alpha1_pop,0.459017010679131,0.0584000762643012,12.7228566492332,
alpha2_pop,-0.14420227511028,0.0264947932574798,18.373353150786,
hcov1_pop,0,,,
beta_hcov1_score4C,0.279975023639284,0.048240755738939,17.2303783072778,6.48660947177859e-09
hcov2_pop,0,,,
beta_hcov2_score4C,-0.142910991962974,0.0195208233577972,13.6594275147532,2.4624746686186e-13
omega_b0,0.97166567051881,0.048420255161142,4.98322176343727,
omega_b1,0.0307962762977005,0.00616247829698075,20.0104656725686,
omega_b2,0.0242927701106585,0.00463436314376362,19.0771292143841,
omega_a,0.162237566089973,0.105527490836418,65.0450406645618,
e_a,0.693420698302504,0.0129863150929605,1.87279023033939,
