rep,id,b01,b11,b21,a1,b02,b12,b03,b13,b07,b17,p1,g1,p2,g2,alpha11,alpha12,alpha13,alpha17,alpha21,alpha22,alpha23,alpha27,eta_b01,eta_b11,eta_b21,eta_a1,eta_b02,eta_b12,eta_b03,eta_b13,eta_b07,eta_b17,eta_p1,eta_g1,eta_p2,eta_g2,eta_alpha11,eta_alpha12,eta_alpha13,eta_alpha17,eta_alpha21,eta_alpha22,eta_alpha23,eta_alpha27
1,1,4.39238250389608,-0.0105285003854886,-0.145034886608818,7.40956149525374,7.37224922288959,-0.00487207089633377,5.49066064340012,-0.227384335835876,394.930337365384,-11.5924797606129,0.0505728210421761,0.10880129074149,0.698816677542025,0.123474486927107,0.145250098617983,-7.74999157464678,0.6139622520902,-9.31849258739632e-09,4.34248255917775e-13,1.07572235917091e-08,-0.195598723094245,-4.51595559195504e-05,-0.14498797071084,0.10973703656627,-0.0224731103593643,0.376487883802643,-0.0265312522743546,-0.00758526425232697,1.30297103730348,-0.072116250672579,59.7442673090853,-5.92213681724364,0,0,0,0,0,0,0,0,0,0,0,0
2,1,3.65579179147885,-0.100146687545071,-0.182313430413629,2.9615164883196,7.38347953767034,-0.00671255596152933,4.16375066021655,-0.0251231191558604,362.206536222634,-7.60611457468364,0.0505728210421761,0.10880129074149,0.698816677542025,0.123474486927107,0.145250098617983,-7.74999157464678,0.6139622520902,-9.31849258739632e-09,4.34248255917775e-13,1.07572235917091e-08,-0.195598723094245,-4.51595559195504e-05,-0.881578683128067,0.0201188494066876,-0.059751654164175,-0.540581912049423,-0.0153009374936079,-0.00942574931752253,-0.0239389458800856,0.130144966007436,27.0204661663355,-1.93577163131442,0,0,0,0,0,0,0,0,0,0,0,0
3,1,4.18008514492792,-0.220865822009368,-0.0541782749652347,1.18720776388104,7.36996392967005,0.00207581791698628,5.43636217956707,-0.0452299223214619,317.675110028863,1.40707874569562,0.0505728210421761,0.10880129074149,0.698816677542025,0.123474486927107,0.145250098617983,-7.74999157464678,0.6139622520902,-9.31849258739632e-09,4.34248255917775e-13,1.07572235917091e-08,-0.195598723094245,-4.51595559195504e-05,-0.357285329678999,-0.100600285057609,0.068383501284219,-1.45467924325885,-0.0288165454938953,-0.000637375439006921,1.24867257347043,0.110038162841835,-17.5109600274353,7.07742168906485,0,0,0,0,0,0,0,0,0,0,0,0
1,2,5.70324137206736,-0.109600315879793,-0.0351276229430528,6.04256548828788,7.36925910753286,0.00711709282965963,3.92921487165966,-0.18379457846477,290.048331761303,-3.03353596915004,0.0505728210421761,0.10880129074149,0.698816677542025,0.123474486927107,0.145250098617983,-7.74999157464678,0.6139622520902,-9.31849258739632e-09,4.34248255917775e-13,1.07572235917091e-08,-0.195598723094245,-4.51595559195504e-05,1.16587089746044,0.0106652210719656,0.0874341533064009,0.17254529515698,-0.0295213676310855,0.00440389947366643,-0.258474734436978,-0.0285264933014734,-45.1377382949957,2.63680697421918,0,0,0,0,0,0,0,0,0,0,0,0
2,2,6.39959731018152,-0.00902725982742796,-0.1734433850375,6.11626567143267,7.32230490937999,-0.00583671898900738,3.47995497994181,-0.176965195280207,290.420744233556,-9.54519845267616,0.0505728210421761,0.10880129074149,0.698816677542025,0.123474486927107,0.145250098617983,-7.74999157464678,0.6139622520902,-9.31849258739632e-09,4.34248255917775e-13,1.07572235917091e-08,-0.195598723094245,-4.51595559195504e-05,1.8622268355746,0.111238277124331,-0.0508816087880459,0.184668349553886,-0.076475565783956,-0.00854991234500058,-0.707734626154826,-0.0216971101169107,-44.7653258227427,-3.87485550930694,0,0,0,0,0,0,0,0,0,0,0,0
3,2,7.55998742999101,-0.194550538238873,-0.0977201458108989,10.0266073276204,7.31117599679102,0.00489071714529177,4.97593460223577,-0.372861381605986,389.261469608958,-9.01015091127469,0.0505728210421761,0.10880129074149,0.698816677542025,0.123474486927107,0.145250098617983,-7.74999157464678,0.6139622520902,-9.31849258739632e-09,4.34248255917775e-13,1.07572235917091e-08,-0.195598723094245,-4.51595559195504e-05,3.02261695538409,-0.0742850012871137,0.0248416304385548,0.678958915947401,-0.087604478372926,0.00217752378929857,0.788244996139136,-0.217593296442689,54.0753995526595,-3.33980796790547,0,0,0,0,0,0,0,0,0,0,0,0
1,3,5.19722961564347,-0.264580529697664,-0.232490024851891,1.81028735130445,7.40982834489853,-0.00670194371016798,5.40893986473532,-0.00662247683821517,331.083941218786,-2.98071534959702,0.0505728210421761,0.10880129074149,0.698816677542025,0.123474486927107,0.145250098617983,-7.74999157464678,0.6139622520902,-9.31849258739632e-09,4.34248255917775e-13,1.07572235917091e-08,-0.195598723094245,-4.51595559195504e-05,0.659859141036553,-0.144314992745905,-0.109928248602437,-1.03279778602181,0.0110478697345906,-0.00941513706616118,1.22125025863869,0.148645608325081,-4.10212883751257,2.6896275937722,0,0,0,0,0,0,0,0,0,0,0,0
2,3,6.25882483822031,-0.20888507521469,-0.0598866342427313,7.55189838782033,7.43426048906221,-2.52527127234201e-06,5.00558776182626,0.117792856795117,402.427977986453,4.53124050146273,0.0505728210421761,0.10880129074149,0.698816677542025,0.123474486927107,0.145250098617983,-7.74999157464678,0.6139622520902,-9.31849258739632e-09,4.34248255917775e-13,1.07572235917091e-08,-0.195598723094245,-4.51595559195504e-05,1.72145436361339,-0.0886195382629305,0.0626751420067223,0.395515597424422,0.0354800138982716,-0.00271571862726554,0.817898155729621,0.273060941958413,67.2419079301547,10.201583444832,0,0,0,0,0,0,0,0,0,0,0,0
3,3,3.62927769682023,0.0153537634828882,-0.0171915391345071,7.91207663690754,7.41588045056268,0.00208381735266543,4.54582950690723,0.26136853937007,344.780279906478,1.75389458038842,0.0505728210421761,0.10880129074149,0.698816677542025,0.123474486927107,0.145250098617983,-7.74999157464678,0.6139622520902,-9.31849258739632e-09,4.34248255917775e-13,1.07572235917091e-08,-0.195598723094245,-4.51595559195504e-05,-0.908092777786685,0.135619300434647,0.105370237114947,0.442106904109062,0.0170999753987395,-0.00062937600332777,0.358139900810595,0.416636624533366,9.59420985017908,7.42423752375764,0,0,0,0,0,0,0,0,0,0,0,0
1,4,4.18660409705706,-0.0617445159377392,-0.11541771848415,2.53612735833774,7.40925311334644,-0.000686117932839447,3.94410317984599,-0.0974441815125673,399.725509695174,-6.39693085517757,0.0505728210421761,0.10880129074149,0.698816677542025,0.123474486927107,0.145250098617983,-7.74999157464678,0.6139622520902,-9.31849258739632e-09,4.34248255917775e-13,1.07572235917091e-08,-0.195598723094245,-4.51595559195504e-05,-0.350766377549855,0.0585210210140198,0.00714405776530343,-0.695645120846943,0.0104726381824927,-0.00339931128883265,-0.243586426250642,0.0578239036507293,64.5394396388757,-0.726587911808349,0,0,0,0,0,0,0,0,0,0,0,0
