parameter,value,se_sa,rse_sa,pvalue_sa
b0_pop,70.7684240577411,9.68401229016142,13.6840863974307,
b1_pop,0.0154334648607643,0.0824363506345048,534.140268424613,
b2_pop,-12.8279493604166,26.4185029226231,205.944864454666,
a_pop,1.7751702232349,5.40397695085572,304.420211657676,
h1_pop,0.00112698430754948,0.000441605662535926,39.1847215243091,
h2_pop,0.107594146802116,0.0130846725949366,12.1611379278851,
alpha1_pop,-0.000726510931695606,0.000411755395714986,56.6757329795422,
alpha2_pop,-1.45496454575638e-13,3.33470892422102e-13,229.195201625166,
hcov1_pop,0,,,
beta_hcov1_score4C,0.230711770627605,0.0430284172214554,18.650291272268,8.23755021972516e-08
hcov2_pop,0,,,
beta_hcov2_score4C,-0.126387580614696,0.0186872433905902,14.7856643031723,1.34876554369612e-11
omega_b0,24.3080481833112,7.10988013006014,29.2490786444197,
omega_b1,0.120457464336518,0.0227955136166564,18.9241187685749,
omega_b2,5.60162459357472,11.6243048656861,207.516670771184,
omega_a,2.27746154419579,1.51444555437135,66.4970856799307,
e_b,0.179762132890645,0.00500812499001694,2.78597328006981,
