parameter,value,se_sa,rse_sa,pvalue_sa
b0_pop,5.88571635221723,10.1935473429469,173.191277542739,
b1_pop,-0.0173260612916694,0.00717265791464428,41.3980869275406,
b2_pop,-8.9847236326368,3.53959142753372,39.3956628190124,
a_pop,830.957184999869,70.1788567207928,8.44554424555626,
h1_pop,0.00108641612222609,0.000427969617644109,39.3927896400497,
h2_pop,0.10784048146638,0.0133598148644336,12.3884970493188,
alpha1_pop,-5.27516526822366e-17,nan,nan,
alpha2_pop,-1.49263316812875e-05,1.20834476020173e-05,80.9538998598421,
hcov1_pop,0,,,
beta_hcov1_score4C,0.231834632330275,0.0434474178359013,18.7406934844858,9.5028916069495e-08
hcov2_pop,0,,,
beta_hcov2_score4C,-0.126541980691146,0.0191737246650149,15.1520661841169,4.11823908308406e-11
omega_b0,2.76583880533817,14.301815591087,517.087820283812,
omega_b1,0.0348837975310004,0.0106640001953523,30.5700667648798,
omega_b2,3.22066736479457,1.642686086112,51.0045248406701,
omega_a,0.995886541682092,0.0650186367972407,6.52871929441095,
e_b,0.360042206203799,0.0140021902222631,3.88904133487542,
