parameter,value,se_sa,rse_sa,pvalue_sa
b0_pop,5.52138683438596,0.0840903089180433,1.52299252778935,
b1_pop,-0.866745848228943,0.607305179208484,70.0672729438987,
b2_pop,-1.51070216905356,0.639883835978661,42.3567165710459,
a_pop,0.58233866449418,1.09833343038304,188.60733407373,
h1_pop,0.00108603669718277,0.000431997478408894,39.7774292092997,
h2_pop,0.107823527712236,0.0131606249065714,12.2057079617122,
alpha1_pop,1.19754262426371e-12,5.42260031714028e-12,452.810631310455,
alpha2_pop,-0.00866571003732036,0.00590635286860924,68.1577486804027,
hcov1_pop,0,,,
beta_hcov1_score4C,0.231848388143075,0.0439004633162599,18.9349875010426,1.28320369441326e-07
hcov2_pop,0,,,
beta_hcov2_score4C,-0.126233399336173,0.0187753248594475,14.8735001657104,1.77573511450646e-11
omega_b0,0.378135149713988,0.0811939404358642,21.472201274406,
omega_b1,0.424128666409621,0.240646084660761,56.7389341300375,
omega_b2,0.417545319394358,0.297291741205357,71.199873976931,
omega_a,1.27816227261627,0.937477978011847,73.3457713544403,
e_b,0.207862216342652,0.00651779771250611,3.13563370351146,
