b01_pop,3.498,-0.099335,-0.00079209,0.00019333,6.8074e-05,-4.6739e-05,0.0011873,-7.317e-05,0.0015197,-0.00017538,-0.0043191,-4.167e-05,-4.9694e-06,0.00014629,3.8461e-11,0.0042071,-0.001731,0.0066439,-1.0882e-07,-0.0049695,2.8987e-07,0.00041313,nan,-0.00087963,3.6276e-11,0.0019263,6.1555e-14,-8.3227e-05,-0.0020607,-0.030883,-0.00051392,-0.00041887,-4.0517e-05,-4.4034e-05,-0.003277,-0.00061642,-0.0018371,5.0205e-05,0.018483,0.0019548,0.021501,6.9918e-05,1.3234e-05,0.00046123,2.7729e-05,-0.0019829
b11_pop,-0.099335,0.031946,0.00027405,-5.203e-05,-3.1316e-05,1.2333e-05,-0.00010067,3.751e-05,5.2432e-05,-6.2773e-06,0.00070927,0.00025006,-3.9934e-06,-2.7051e-05,-2.6379e-12,-0.00016685,0.000717,-0.0015087,9.3173e-10,0.0027617,4.0705e-08,0.00043907,nan,-0.00029019,1.1322e-11,-0.00045197,1.792e-14,7.7232e-05,0.0033198,0.01105,7.8463e-05,0.00015157,2.3006e-05,-5.9253e-06,0.0007177,0.0002287,0.00026477,1.579e-05,-0.0056245,-0.00052315,-0.007076,-2.5947e-05,-5.3673e-06,-0.00013215,-1.0932e-05,0.00062205
b02_pop,-0.00079209,0.00027405,0.010963,-0.00061198,-1.178e-05,1.1967e-05,0.001127,-0.00011895,1.9737e-06,-1.0827e-06,-0.002413,0.00021695,-6.4562e-06,-1.1054e-05,8.663e-12,0.0013387,-0.00043708,-0.00031174,-3.5246e-08,-0.00074774,3.5492e-08,-0.00077417,nan,0.0016791,1.3118e-11,-0.00091443,2.4019e-14,-4.767e-05,0.00058022,0.000424,0.00046695,0.00016448,1.2577e-05,4.4116e-06,8.662e-05,-2.326e-05,3.7351e-05,-6.1117e-06,-0.0024847,0.00022437,-0.00013846,-0.00010526,-3.8004e-06,3.4663e-05,7.4941e-07,0.00021538
b12_pop,0.00019333,-5.203e-05,-0.00061198,0.00026072,1.7118e-06,-3.7096e-06,-6.1328e-05,2.2351e-05,-4.0082e-06,1.2718e-06,0.00027909,-0.00013447,-1.1726e-06,5.2782e-05,3.5297e-13,-0.00015899,0.00026207,0.00013396,-4.047e-09,0.00027672,-1.6029e-09,0.001163,nan,-0.00066066,-5.7721e-13,0.00012225,-1.1706e-15,-1.3665e-05,-0.00014839,-0.00010745,-5.6523e-05,-6.8114e-05,-3.7167e-06,-1.9367e-06,-2.9522e-05,-5.4808e-06,-2.0674e-05,6.7668e-07,0.0003353,1.7583e-05,1.877e-05,1.1975e-06,5.6715e-07,-2.1896e-06,1.5566e-07,-1.1484e-05
b03_pop,6.8074e-05,-3.1316e-05,-1.178e-05,1.7118e-06,0.0036416,-0.00011673,-2.2237e-05,-2.9117e-06,-5.6853e-06,-3.1564e-07,-0.00010705,3.0767e-05,2.6441e-07,2.515e-06,-2.8705e-13,-6.4351e-05,-6.2881e-05,8.6288e-05,2.4666e-09,-6.9264e-05,-3.8783e-10,1.4651e-05,nan,-3.0666e-05,-1.4077e-13,8.4287e-06,-2.9994e-16,1.9516e-06,4.2419e-06,-2.6761e-05,1.1946e-05,-1.9451e-06,-3.6039e-05,2.0757e-05,-4.811e-05,-1.5027e-06,1.5137e-07,1.2307e-06,-2.4602e-05,-1.2883e-05,3.2096e-06,4.0411e-07,-4.0165e-06,1.1224e-06,1.2334e-07,3.8366e-06
b13_pop,-4.6739e-05,1.2333e-05,1.1967e-05,-3.7096e-06,-0.00011673,0.00016064,6.9719e-08,5.2024e-07,2.5862e-06,-2.7768e-07,2.8891e-05,-1.181e-05,-4.0557e-07,-2.4675e-06,5.3061e-13,6.884e-05,6.1084e-05,-2.914e-05,-3.2926e-09,3.0288e-05,5.9138e-10,-4.0522e-05,nan,1.8594e-05,2.0215e-13,-1.4562e-05,4.5738e-16,-7.3682e-07,5.5219e-06,6.1124e-06,-8.6994e-06,1.1043e-06,5.9151e-06,-8.2163e-06,1.5698e-05,-3.3785e-09,2.8668e-06,-2.6009e-07,-8.8964e-06,9.7634e-06,9.3666e-08,1.3313e-07,3.9325e-06,-2.1815e-07,-1.0257e-07,8.1212e-07
b04_pop,0.0011873,-0.00010067,0.001127,-6.1328e-05,-2.2237e-05,6.9719e-08,0.02398,-0.0009477,4.863e-05,-6.1033e-06,0.0056654,-0.00048802,1.663e-05,-3.4897e-05,-5.5225e-12,-0.0023296,0.00067027,0.0046927,4.0489e-08,-0.0015435,-7.7948e-08,0.0026863,nan,-0.0015824,-2.868e-11,0.0021521,-5.0071e-14,0.00014564,0.0018466,-0.00028335,8.0256e-05,-5.9068e-05,-6.9757e-07,-1.4253e-05,0.00066627,-0.00010064,-9.9853e-05,1.3844e-05,0.0089891,0.00020924,-5.0253e-08,-4.1864e-06,1.4765e-06,0.00017025,-7.0524e-07,-0.0010333
b14_pop,-7.317e-05,3.751e-05,-0.00011895,2.2351e-05,-2.9117e-06,5.2024e-07,-0.0009477,0.00031684,1.0957e-06,-2.3891e-07,-0.00025278,0.00013275,1.963e-07,-3.2005e-05,-1.3349e-12,0.00015198,-0.00017128,-0.00079454,2.4679e-09,-0.00014273,5.8737e-10,-0.00054799,nan,0.0008384,2.2722e-13,-4.6414e-05,2.8372e-16,-5.0088e-06,-0.00059286,8.8369e-05,-5.1475e-05,2.4795e-05,5.6228e-07,1.0408e-06,0.00017143,5.1057e-05,-2.2324e-05,-2.2458e-06,-0.0005294,-2.0755e-05,-5.5535e-06,-5.0507e-07,-1.1682e-06,-1.4963e-06,8.9802e-07,-3.2789e-06
b05_pop,0.0015197,5.2432e-05,1.9737e-06,-4.0082e-06,-5.6853e-06,2.5862e-06,4.863e-05,1.0957e-06,0.001471,-9.0907e-05,8.6791e-05,-6.3251e-05,-1.2399e-07,-1.0534e-05,-9.5334e-14,0.00011594,-1.8306e-05,-0.00010683,5.7841e-10,-5.0247e-05,1.1279e-09,-0.00012803,nan,-5.2443e-06,3.3885e-13,-2.3755e-05,5.7799e-16,6.1028e-06,-0.00049602,0.0002715,-3.4201e-05,3.7509e-06,3.8446e-06,-4.55e-06,0.00014817,5.7994e-05,7.6517e-05,5.9465e-06,1.5058e-05,6.6994e-05,-2.7375e-06,1.6179e-07,2.3837e-06,-2.7436e-05,-3.009e-05,-2.3084e-05
b15_pop,-0.00017538,-6.2773e-06,-1.0827e-06,1.2718e-06,-3.1564e-07,-2.7768e-07,-6.1033e-06,-2.3891e-07,-9.0907e-05,2.1222e-05,-1.2978e-05,1.3254e-05,2.9624e-08,2.3248e-06,-1.61e-13,-4.2921e-05,9.4729e-06,2.5705e-05,7.5166e-10,1.1717e-05,-3.1507e-10,3.0709e-05,nan,-9.2653e-06,-1.032e-13,7.4382e-06,-2.1409e-16,-4.5269e-07,8.3799e-05,-2.5437e-05,7.6953e-06,-9.0994e-07,-8.412e-07,6.687e-07,-2.183e-05,-7.8207e-06,-1.5055e-05,-8.6971e-07,-3.1737e-06,-1.6653e-05,-1.6004e-07,-2.4819e-07,-3.7853e-07,3.8426e-06,6.3137e-07,4.7833e-06
