id,eta_b01_SAEM,eta_b11_SAEM,eta_b21_SAEM,eta_a1_SAEM,eta_b02_SAEM,eta_b12_SAEM,eta_b03_SAEM,eta_b13_SAEM,eta_p1_SAEM,eta_g1_SAEM,eta_p2_SAEM,eta_g2_SAEM,eta_alpha11_SAEM,eta_alpha12_SAEM,eta_alpha13_SAEM,eta_alpha21_SAEM,eta_alpha22_SAEM,eta_alpha23_SAEM
1,1.28602,0.0429059,-0.00956503,-0.113702,0.0133501,0.000500438,-1.09259,0.144209,0,0,0,0,0,0,0,0,0,0
2,-3.13557,-0.0927652,0.0189867,0.78377,-0.0355537,-0.00695007,0.559995,0.133508,0,0,0,0,0,0,0,0,0,0
3,-0.257584,-0.0121389,0.00141223,-0.0110934,-0.0150158,0.000512162,-0.27307,-0.0149268,0,0,0,0,0,0,0,0,0,0
4,-1.30212,-0.0665134,-0.00499508,-0.247239,-0.0113061,0.000774007,-0.202356,-0.0467114,0,0,0,0,0,0,0,0,0,0
5,1.2954,-0.0153796,0.00568922,-0.0847081,0.028021,-0.00130705,0.532799,0.122121,0,0,0,0,0,0,0,0,0,0
6,-1.42505,-0.0570671,0.0282924,-0.0427427,-0.0751327,0.000332589,0.582095,-0.023813,0,0,0,0,0,0,0,0,0,0
7,-0.393178,-0.0250763,-0.00835235,-0.303462,0.0261027,0.000288234,-0.879248,-0.37179,0,0,0,0,0,0,0,0,0,0
8,0.900429,0.112433,-0.0198575,0.969376,0.0480763,0.0027484,-0.882904,0.0327205,0,0,0,0,0,0,0,0,0,0
9,2.13398,-0.0557437,0.00193162,-0.120353,-0.00632523,0.000739746,-0.254584,0.134588,0,0,0,0,0,0,0,0,0,0
10,-5.39632,-0.156845,0.00967422,0.599955,0.0114604,0.00963416,0.650675,-0.0114667,0,0,0,0,0,0,0,0,0,0
11,0.291787,0.0902897,-0.0190856,0.622381,0.0229582,-0.00196972,-0.0670377,0.101079,0,0,0,0,0,0,0,0,0,0
12,0.553952,-0.0218092,0.000901211,-0.0030089,0.054941,0.000694269,0.13,-0.0261699,0,0,0,0,0,0,0,0,0,0
13,1.46432,-0.0192398,-0.00029613,-0.0149956,0.0182549,0.00021269,0.2195,-0.0238756,0,0,0,0,0,0,0,0,0,0
14,-1.12601,-0.0507158,-0.00495251,-0.488197,-0.0132413,-0.00838973,1.41783,0.0170824,0,0,0,0,0,0,0,0,0,0
15,1.4621,0.0230672,-0.00845831,-0.222896,0.0277065,-0.0020168,0.627638,-0.0426019,0,0,0,0,0,0,0,0,0,0
16,-2.99923,-0.0207792,0.00325684,-0.422348,-0.0177374,-0.00211605,-0.156848,0.0720357,0,0,0,0,0,0,0,0,0,0
17,0.0373814,0.0289473,-0.0118798,0.0190361,-0.0163233,0.000547528,-1.52526,-0.0607664,0,0,0,0,0,0,0,0,0,0
18,1.65406,0.0147809,-0.00372467,-0.144114,-0.0457899,-0.000822035,-0.0460879,-0.0998955,0,0,0,0,0,0,0,0,0,0
19,-0.549011,-0.0136517,0.00633601,0.0355755,-0.0159884,2.47617e-05,-0.257425,-0.0301334,0,0,0,0,0,0,0,0,0,0
20,-0.559891,-0.0273972,-0.000353175,-0.327706,-0.00474886,-0.00675234,0.344282,0.143984,0,0,0,0,0,0,0,0,0,0
21,-1.12897,-0.0212019,0.00332731,-0.00815125,0.00908259,0.000693072,1.19,-0.0418027,0,0,0,0,0,0,0,0,0,0
22,-2.42897,-0.0312767,-0.0106572,-0.439304,-0.00380403,0.00440322,1.44691,-0.104576,0,0,0,0,0,0,0,0,0,0
23,-1.17532,0.00538151,-0.023645,0.071414,-0.0327769,0.00665223,-0.265683,-0.134243,0,0,0,0,0,0,0,0,0,0
24,1.82647,-0.0269075,-0.00194775,-0.277292,-0.0144866,0.000820837,0.17711,-0.0113733,0,0,0,0,0,0,0,0,0,0
25,-0.118919,0.0160827,-0.00686973,-0.150626,-0.0129582,0.00163643,0.400581,-0.0311698,0,0,0,0,0,0,0,0,0,0
26,-1.88045,0.14766,0.0146642,0.231411,0.0245418,0.00262052,0.662742,0.105089,0,0,0,0,0,0,0,0,0,0
27,-2.49476,-0.0153328,0.00227218,-0.0361913,0.00697655,0.000553402,0.459802,-0.0183395,0,0,0,0,0,0,0,0,0,0
28,-2.24706,-0.0935182,-0.00302022,1.19174,0.0149124,-0.00017222,1.34947,-0.0160346,0,0,0,0,0,0,0,0,0,0
29,0.527055,-0.06641,0.00330448,-0.159868,0.0628237,0.00714441,0.0620319,0.0218025,0,0,0,0,0,0,0,0,0,0
