parameter,value,se_sa,rse_sa,pvalue_sa
b0_pop,0.521237726767969,0.0488611127702973,9.37405530356938,
b1_pop,-1.35737538581491,nan,nan,
b2_pop,-1.49735325162139,0.700405455992963,46.7762336799641,
a_pop,0.213717723897917,nan,nan,
h1_pop,0.00108717015903703,0.000426326420304791,39.2143232373498,
h2_pop,0.107614560387178,0.0133987236090877,12.4506605434074,
alpha1_pop,5.35093754225578e-15,6.90793574572103e-09,129097671.037455,
alpha2_pop,-1.15727615052934e-16,0.541551816936854,4.67953838579625e+17,
hcov1_pop,0,,,
beta_hcov1_score4C,0.231801329862417,0.0432322197408179,18.6505486256174,8.24092563078693e-08
hcov2_pop,0,,,
beta_hcov2_score4C,-0.126401095011945,0.0192004231406396,15.1900765882014,4.60289584225393e-11
omega_b0,0.00912436791567548,nan,nan,
omega_b1,0.216029011196442,0.148563333711171,68.7700845772412,
omega_b2,0.358133959800397,0.53437474575482,149.210855639786,
omega_a,0.543417926108546,0.634862127030354,116.827601101908,
e_b,1.92867461759541,0.165779320698917,8.59550487088404,
