b01_pop,1,-0.47955,-0.40359,-0.18167,0.079131,-0.055135,0.042888,-0.046193,-0.015846,0.039715,-0.025294,0.035211,0.059282,-0.035589,0.019465,0.032931,0.0095183,0.045608,-0.018523,0.0089701,0.029749,0.033864,0.012035,nan,-0.00061152,nan,1.2721e-05,-0.055568,nan,-0.03717,0.0076541,-0.00028081,0.00027416,-0.00032002,0.06366,0.47036,0.42202,-0.43066,-0.0016884,0.050753,-0.012342,-0.037217,-0.013319,0.09949,0.064867,0.063987,-0.055125,-0.068522,0.26326,0.12051,-0.26739,-0.039382,-0.0065578,-0.015658,-0.047083,nan,-0.41552
b11_pop,-0.47955,1,0.97055,0.30892,-0.15922,0.10324,-0.088044,0.097299,0.035367,-0.076236,0.057594,-0.082219,-0.12973,0.069559,-0.032422,-0.084684,-0.019497,-0.1035,0.053042,-0.015577,-0.064939,-0.066026,-0.037324,nan,0.0018618,nan,-3.6586e-05,0.13017,nan,0.087148,-0.01593,0.00063353,-0.00060706,0.00070627,0.23438,-0.98422,-0.96765,0.93257,-0.0030666,-0.11157,0.023922,0.074212,0.028397,-0.21116,-0.131,-0.12877,0.12867,0.14667,-0.52972,-0.24315,0.6151,0.088927,0.011601,0.03575,0.085791,nan,0.83037
b21_pop,-0.40359,0.97055,1,0.28713,-0.15637,0.098701,-0.086415,0.097711,0.035626,-0.074005,0.05822,-0.084041,-0.12876,0.066767,-0.030618,-0.083993,-0.01927,-0.097971,0.051154,-0.019285,-0.062958,-0.06543,-0.036131,nan,0.0018059,nan,-3.2131e-05,0.11758,nan,0.085198,-0.015057,0.00060663,-0.00059805,0.00068086,0.25596,-0.96136,-0.97727,0.91949,-0.0034524,-0.10999,0.022838,0.07395,0.028119,-0.20553,-0.12657,-0.12614,0.13031,0.14527,-0.51214,-0.23551,0.62057,0.088555,0.011367,0.035068,0.080975,nan,0.80023
a1_pop,-0.18167,0.30892,0.28713,1,-0.078328,0.064825,-0.013612,-0.00053347,0.02238,-0.044225,0.015724,-0.024843,-0.036764,0.0058159,-0.013338,-0.0047122,-0.0085558,-0.050498,0.019417,0.0041078,0.0027097,-0.01609,-0.0083542,nan,0.00044071,nan,-0.00011893,0.027151,nan,0.024085,-0.014476,0.00040586,-0.00034748,0.00046582,0.054653,-0.35743,-0.34218,0.11935,-0.0043818,-0.010824,0.011233,0.0049152,-0.0017705,-0.048929,-0.027938,-0.049157,0.050952,0.01136,-0.12978,-0.04604,0.17973,0.014046,0.012529,0.018287,0.03528,nan,0.19147
b02_pop,0.079131,-0.15922,-0.15637,-0.078328,1,-0.2708,0.01351,-0.012954,-0.0054323,0.0043502,-0.012146,0.014934,0.02587,-0.018162,0.0041441,0.02015,0.008084,0.050716,-0.0082943,0.0029069,0.019463,0.020526,0.0089206,nan,-0.00043927,nan,5.389e-05,-0.019128,nan,-0.012425,0.014215,-0.00030458,0.00022108,-0.00031904,-0.039286,0.16137,0.15843,-0.14575,0.016034,0.01145,0.0010151,-0.013065,-0.0053321,0.035199,0.018066,0.016563,-0.013749,-0.030855,0.084763,0.043166,-0.094216,-0.022419,-0.0026524,-0.0051263,-0.013834,nan,-0.13937
b12_pop,-0.055135,0.10324,0.098701,0.064825,-0.2708,1,-0.0075761,0.013322,0.0019559,0.0040016,0.0087197,-0.012074,-0.017579,0.016084,-0.0011201,-0.021848,0.07328,-0.069431,0.0059212,-0.0016655,-0.051886,0.043552,-0.045489,nan,0.0020146,nan,-8.5434e-05,0.033503,nan,0.0126,0.0019216,0.00015356,-0.00011565,0.00014836,0.024199,-0.10541,-0.10112,0.08991,-0.0019799,0.0024775,-0.0013742,0.0082175,0.0030246,-0.016586,-0.0097066,-0.011765,0.01158,0.020462,-0.051202,-0.028357,0.058647,0.0051505,-0.0010672,0.003527,0.0087424,nan,0.08734
b03_pop,0.042888,-0.088044,-0.086415,-0.013612,0.01351,-0.0075761,1,-0.16031,-0.0023402,0.0030184,-0.0058499,0.0072656,0.0095967,-0.0028514,0.0021679,0.0087546,-0.0024931,-0.017781,-0.0030926,0.024813,0.00099783,0.0038132,0.007953,nan,-0.0003889,nan,-6.8032e-05,-0.014821,nan,-0.025377,-0.010408,0.00013609,-6.7943e-05,0.00013662,-0.023862,0.087339,0.084719,-0.087815,0.0011671,0.013089,-0.0051757,-0.0042542,-0.0045126,0.021935,0.0093108,0.012221,-0.014353,-0.012123,0.050278,0.031588,-0.053758,-0.007914,0.0021411,-0.001839,-0.0044117,nan,-0.079856
b13_pop,-0.046193,0.097299,0.097711,-0.00053347,-0.012954,0.013322,-0.16031,1,0.0010756,0.0021826,0.0070855,-0.0089344,-0.010506,0.0046331,-0.0024453,-0.0071465,-0.051132,0.054592,0.047121,-0.054733,0.030501,-0.018001,0.010293,nan,-0.00040855,nan,0.00018163,0.025586,nan,0.067496,0.022159,-0.00040183,0.00022602,-0.00042554,0.025052,-0.097596,-0.095826,0.10397,0.0035262,-0.023778,0.0056481,0.0044349,0.0026131,-0.027423,-0.011293,-0.0143,0.018218,0.017199,-0.055794,-0.030622,0.063247,0.0086901,-0.0026214,0.0036265,0.0056396,nan,0.089745
b04_pop,-0.015846,0.035367,0.035626,0.02238,-0.0054323,0.0019559,-0.0023402,0.0010756,1,-0.10992,0.0013468,-0.0021736,-0.0058508,0.0059949,-0.0015732,5.3616e-05,-0.00071888,-0.0046391,0.00061739,-0.0017032,-0.0029234,-0.003503,-0.0012613,nan,7.3595e-05,nan,-2.0358e-05,0.0034876,nan,0.0029357,-0.0032226,7.4989e-05,-6.2997e-05,8.4519e-05,0.0067639,-0.035603,-0.03563,0.028864,0.00079509,-0.00403,-0.00069974,0.00094379,0.0047423,-0.017618,-0.0050349,-0.0056168,0.0062747,0.0087084,-0.014885,-0.0052476,0.024086,0.0027882,0.0013655,0.0061725,0.003308,nan,0.023244
b14_pop,0.039715,-0.076236,-0.074005,-0.044225,0.0043502,0.0040016,0.0030184,0.0021826,-0.10992,1,0.00014766,-0.0017914,0.012833,-0.015625,0.0040701,-0.0065151,0.011318,0.028424,-7.74e-05,-0.0042547,0.012817,0.026899,-0.002057,nan,-7.4394e-05,nan,0.00051358,0.004449,nan,0.016486,0.085732,-0.0014944,0.0010057,-0.0015819,-0.01024,0.078569,0.075957,-0.067686,-0.006678,0.0057861,-0.0022021,-0.010793,0.0089141,0.075401,0.015705,0.01029,-0.0099003,-0.022474,0.037389,0.014066,-0.056396,-0.0062921,-0.00014528,-0.040155,-0.0062106,nan,-0.054394
