parameter,value,se_sa,rse_sa,pvalue_sa
b0_pop,1.73377856974343,0.0568803136503778,3.28071384910446,
b1_pop,0.00734848638624031,0.00651475477189988,88.6543762821478,
h1_pop,0.000735141624128928,0.000446931303926408,60.7952657361742,
h2_pop,0.0993803946144558,0.0132232833888988,13.3057263861733,
alpha1_pop,-3.32020250773294,0.836947366664708,25.2077204542618,
alpha2_pop,0.838736908567563,0.103934633059549,12.3918039134648,
hcov1_pop,0,,,
beta_hcov1_score4C,0.247556375832304,0.0530045339441713,21.4110962668467,3.00503360972648e-06
hcov2_pop,0,,,
beta_hcov2_score4C,-0.12435270832929,0.0203787058630131,16.3878263182251,1.04690034419264e-09
omega_b0,0.56593661017072,0.0383079723032166,6.76895108299508,
omega_b1,0.00437509352177259,0.00370923143857519,84.7806205768231,
e_b,0.718000325473805,0.0176130746716851,2.45307335481531,
