parameter,value,se_sa,rse_sa,pvalue_sa
b0_pop,1.46273015554888,0.0975163807738533,6.66673756631897,
b1_pop,-1.70182227963262,nan,nan,
b2_pop,-1.22892809802424,0.31459627734601,25.599241961494,
a_pop,0.507294173552108,0.709101531782154,139.781130703114,
h1_pop,0.00108783795912636,0.000426547732381134,39.2105946297087,
h2_pop,0.107603261995532,0.0133591295692777,12.4151715491975,
alpha1_pop,-3.31435418085779e-13,9.30840727172365e-09,2808513.14125835,
alpha2_pop,4.24727920959523e-10,nan,nan,
hcov1_pop,0,,,
beta_hcov1_score4C,0.23172138010383,0.0432316628261157,18.6567432002797,8.32254964944212e-08
hcov2_pop,0,,,
beta_hcov2_score4C,-0.126394890119346,0.0192009722503736,15.191256729005,4.61874982704558e-11
omega_b0,0.0263241765032299,nan,nan,
omega_b1,0.32277641349193,0.310285606604253,96.1301983770915,
omega_b2,0.27326580142684,0.18377631069894,67.2518513986615,
omega_a,0.77882855300751,0.616379808377152,79.1419120417389,
e_b,0.696206449198327,0.0449111499912643,6.45083797241162,
