rep,id,eta_b01,eta_b11,eta_b21,eta_a1,eta_b02,eta_b12,eta_b03,eta_b13,eta_b04,eta_b14,eta_b05,eta_b15,eta_b06,eta_b16,eta_b07,eta_b17,eta_p1,eta_g1,eta_p2,eta_g2,eta_alpha11,eta_alpha12,eta_alpha13,eta_alpha14,eta_alpha15,eta_alpha16,eta_alpha17,eta_alpha21,eta_alpha22,eta_alpha23,eta_alpha24,eta_alpha25,eta_alpha26,eta_alpha27
1,1,-1.15591169722377,-0.120828403099104,0.0234378925952903,-1.40222559930524,-0.0132873786615875,-0.00477311279036977,-0.107963750083448,-0.0250875463351638,-0.275030710657841,-0.027930897116786,-0.539684097527323,0.0527097514764738,-0.144425242090166,0.0971294125557204,6.6609426915719,6.32572142739755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,-1.06855632521596,-0.0531384860259057,0.0545955870098516,0.270046016431202,-0.0223584305115034,-0.0118690360638058,-0.46478948491667,0.144676912394436,0.44120800767922,-0.195823567475981,0.72187948354232,-0.0539238905548509,0.591418986864166,-0.0570670223016623,-61.8956233399716,3.20367465669178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,-1.67869937383813,-0.0132295694460299,-0.0314087645943588,-0.408512666909142,-0.0283391661226879,-0.0108758152764446,-0.0958430692528918,0.0453730356096061,-0.450749708260838,0.07822596002787,-0.630626311256665,0.155849275942269,0.184173486079434,0.0527043252523913,2.3781159465139,-7.59300459201156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,-1.17443767102436,-0.042729516658509,-0.0160534681601863,0.225609510846151,-0.0177252055581292,-0.00901469963216238,-1.20277846861,-0.102409232246674,-0.214935938428257,-0.00656050625363412,0.335531355434489,-0.0702235340160337,0.67235046069683,0.0221659460869633,-99.2832921761383,-9.43592494835555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,-0.660354474700742,-0.0134925428965947,-0.0224674058557489,0.111638647664998,0.00886897651377616,-0.000694394396021924,-0.951708216034625,-0.0791830086859703,-0.955327744715009,-0.086090184098746,0.0257984088160397,0.112051403827394,1.24220670091067,0.0160571766893998,-9.43019104638529,1.8465967244293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,0.205972944717986,-0.181482076529071,0.0357767006728331,0.299531322494101,0.00539199065774643,0.00581954101882776,-0.843148453207451,-0.14540261127939,-0.281736865674508,-0.197262333424436,0.660806093313437,0.0378964077826413,1.09753200504805,0.0142083943308373,-66.8088299875732,0.510410414123259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,0.371903154258599,-0.0335789559858207,0.0868367804144637,-0.115309741274524,0.060270744955611,-0.00171199027537988,0.00737367722027304,-0.0655228090122248,-2.51487066587112,0.0864870057148151,0.00789838474743387,0.00131209608195997,-0.0934176006008132,-0.140390862510249,-239.422666898488,3.16123589324509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,3,-1.37356651904625,0.0515642084035707,0.0574107981597713,1.0281559625972,0.110679351736681,-0.00105988448939024,0.721882189164988,-0.196975003859853,-2.03797438893505,-0.0430694034241765,0.407372893574221,-0.0408710062961538,0.262510867728526,-0.196718681252726,-221.045731955932,-3.27454911141548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,-0.783617820027146,-0.0326459969784164,-0.0624181591097219,-0.053789326049495,0.0736674811005535,-0.000910339249305788,0.440231507359994,0.0205426477625304,-1.92791829375507,0.0316411093499922,-1.11078246141523,0.0683245867800292,0.423253065486987,-0.0622288531019177,-216.93321427631,-2.43866202267431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4,0.290575829081625,0.0148974922344708,-0.014296745294991,0.250547164480783,0.0190769613430861,-0.000275578032349622,-0.658274871564456,-0.2350344338035,-0.443302276863621,0.102402433361032,-0.0218518517050121,-0.0149340183376436,0.618984279648037,0.0610459962001254,209.920167962374,-7.09458528678756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,4,0.182453008541991,-0.0112008056950233,0.00434932887138703,-1.06188370353269,-0.0452571712373855,0.00183737895214324,-0.70854157355694,-0.0893189511272915,0.0183002098366947,0.0058360785645028,-0.313685070846667,-0.09312737189746,0.717200310423032,0.012239949582118,104.481482338259,3.72682567823527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,4,-1.29870939392062,-0.0265876071270626,-0.0652520118850952,-0.310261827560963,-0.0474569018965711,0.00269837993597058,-0.911588472164923,0.0714091941731569,-0.951110386973383,0.142014195366671,-1.18880851950525,0.0187230240055402,-0.110963955407083,0.0580325145595744,189.905258973018,4.56366796990616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5,-1.20506776165319,0.0667657137063778,0.0206714133224161,0.00668640836350365,0.0837478551299746,-0.00487227855531421,0.754621351515119,0.108296950666237,-1.51828807492963,-0.0897548592124609,0.0776378449691446,0.178131483184989,-0.742392379510739,-0.0539501118262505,75.9667049242845,4.95968886318351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,5,0.601429769183683,-0.065549210215178,0.00538934236999666,-0.240974947041912,0.0239751635810022,0.00690375306910828,0.675096810117864,0.113589192156295,-0.932183908420023,-0.047295341780697,0.358444062062821,0.149876570428541,-0.595208585235893,-0.0523048558550605,55.8726745183193,-7.35496979006901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,5,0.288770937349708,0.0470461932450744,-0.0838661294644206,-0.525060784394892,0.0429896361254327,0.00554049605502183,0.316597035823981,0.18653656142935,-1.65053707545736,0.0662839909929262,-0.374604021503315,0.2871449082742,-0.548332221534912,0.088381804496428,146.017026320179,-1.15417860632177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,6,3.25368411342321,-0.0504433561136113,0.01751476090058,0.544275242348674,0.106470757412723,0.00555326998292735,-0.292082237849137,0.277695070395106,1.49980248640623,0.0109092178976417,-0.275039295623591,-0.0830025389170214,0.0956774924739614,0.0459502898625852,4.82557414014656,-2.61015242565247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,6,1.695239155476,0.00137539927640985,-0.0109821109666807,0.116460026511869,0.0812543125944494,0.00271320138961793,-0.359332746196523,0.0324956830839822,1.45046964328503,9.85221647602265e-05,-0.955023142412321,0.0109188627956533,0.495131531312377,-0.007375797738539,47.2152083734168,-2.93833742328101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,6,2.58150295172662,0.00480034997902946,0.0398636308108938,1.10258321798149,0.0491477050592772,0.00301731200987236,0.115739712992327,0.0772612624904935,0.573609181581041,0.00376019685168607,-0.489420401965899,0.0321436711199357,0.103867972870801,0.112425626318111,25.1135743779571,-3.15306894591067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,7,1.19605095406027,-0.0777377961399653,-0.000236728079265211,2.59646377584661,-0.0169691863913011,0.00310980305602539,1.21144192531715,-0.098256578063753,-1.51423034933038,0.0419693008701811,-0.802116115973971,0.0888999585671338,-0.153774469991482,-0.0427772258652252,-237.832402498264,0.895277308206198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,7,1.3732989535333,-0.126515797425841,0.0871123518442967,0.923505130277468,0.0525713338564886,-0.00305494853007683,1.8026781634817,0.0637577985605162,-1.16002740952781,-0.0765319910339586,0.468616600661889,0.00463894925152997,-0.478243770934466,0.0743186531108551,-270.486085736365,3.98415516742876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,7,0.664668801635861,0.101533143647008,-0.0403881988002536,-1.45867572349305,-0.00564949314446217,0.00226047801457976,0.52667556965011,0.147754559148072,-1.02661479524435,0.000157798769815729,-0.172910128323959,0.116260359882696,0.314527603337037,-0.0639934223124967,-259.175660631094,-2.36135708197415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,0.965272308845849,-0.00856851567208064,-0.00586392121432298,0.684307640196745,-0.0294011118921862,-0.00369837678537413,0.377095445007065,0.109861686349263,1.7339766238226,-0.060288945050248,0.72269002276141,0.137488651288227,-1.37197864938265,0.0693993118746861,-84.2485421244993,0.787931913558632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,8,-0.311526918023831,0.130321204812022,0.0909702848950015,-1.56898241367276,-0.0234491389188758,-0.000240061435259349,-0.101888857424218,0.310345915353848,2.35457114272242,-0.0560998942040623,0.0174074602761172,-0.0514053667401427,-0.48133740776717,-0.0140528276378658,-92.8121898607588,-0.703730125905029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,8,-0.161666323474966,0.145546524643224,0.0580656359888684,0.912777518676509,-0.0352687697746203,-0.0113229002255085,0.895840778563616,-0.215486086872364,1.78417255278169,0.0776538349957341,0.132014694462318,0.239019673946884,-0.568477150333226,-0.0722674384984082,-39.1505011400699,-5.5703037957613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,9,-0.999614128709339,0.0739921304642076,0.0089323030802925,0.885925289010521,0.0173860858766473,0.00444263700439525,-0.540402175496796,-0.0291114585291415,1.23817403157403,0.0557009926367685,-1.03783069108165,-0.0492017708985067,-0.165217627115952,-0.0516360185945499,111.155148699491,-5.62118600723389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,9,2.10278948317126,0.0898231464688708,0.0482599933651402,-0.0306354785051006,0.0268403719008887,0.00390832094488386,-0.423544940305505,-0.0238560102770501,1.08108173038048,0.067460167877783,-0.961879654516676,-0.0495254011891978,0.148148498894749,-0.0635865943764552,-28.8267835754074,-1.34705335418107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
