parameter,value,se_sa,rse_sa,pvalue_sa
b0_pop,41.3367066782457,4.2946688682048,10.3894799884118,
b1_pop,2.81342902155206,0.509983384811003,18.1267549635805,
h1_pop,0.00130859594614788,0.000545828547305738,41.7110070463306,
h2_pop,0.119869925781532,0.0168562121802895,14.0620861074116,
alpha1_pop,-0.00986874975328027,0.00749902513040369,75.987590301508,
alpha2_pop,-0.0150817821862676,0.00369044114840962,24.46952954784,
hcov1_pop,0,,,
beta_hcov1_score4C,0.231515838419245,0.0437627453871601,18.9027004311953,1.22149667713956e-07
hcov2_pop,0,,,
beta_hcov2_score4C,-0.116784566230845,0.0204059830902085,17.4731848126853,1.04625295094252e-08
omega_b0,22.4489689278097,3.4645658835401,15.4330735397304,
omega_b1,0.568887451575198,0.209896967705402,36.8960445733538,
e_b,0.539926843156914,0.0364006472095988,6.74177394047807,
