rep,id,eta_b01,eta_b11,eta_b21,eta_a1,eta_b02,eta_b12,eta_b03,eta_b13,eta_p1,eta_g1,eta_p2,eta_g2,eta_alpha11,eta_alpha12,eta_alpha13,eta_alpha21,eta_alpha22,eta_alpha23
1,1,2.24104505408199,-0.150132552144465,0.0331946076394234,-0.529962104585075,0.0639290016099423,0.000416530467719256,-0.530394469303393,0.126531616687135,0,0,0,0,0,0,0,0,0,0
2,1,2.02178224872451,-0.0212338621305765,0.0169184735875834,-0.303272417125691,0.0785188440692686,-0.000119282838230479,0.535097211151559,-0.145430521157198,0,0,0,0,0,0,0,0,0,0
3,1,2.65725719771102,0.0427140252967553,-0.0288264887634611,-1.42288507554195,0.0388254087091555,-0.00153152497582484,-0.00123159053700483,-0.00712977400280665,0,0,0,0,0,0,0,0,0,0
1,2,0.991886676071874,-0.112067381549263,-0.0334731920895391,1.11999066593311,0.0785144551346946,-0.00370675204470175,-1.20137646796659,0.0271210700899421,0,0,0,0,0,0,0,0,0,0
2,2,-1.46152235642304,0.225480146492089,-0.0804303820099259,-1.20010153513395,0.0760354983986797,0.00291555843538025,-1.6421465859627,0.288189682552078,0,0,0,0,0,0,0,0,0,0
3,2,-0.607743476668484,-0.168358178808638,-0.00129841637091635,-0.637858378217655,0.100393579259477,-0.00342252285629582,-1.13853167911466,-0.218953745110755,0,0,0,0,0,0,0,0,0,0
1,3,0.71867668968521,-0.121917570977258,-0.00219858450006211,0.127346248881331,-0.0319562242716458,0.00568617110688539,0.194182500568348,-0.0240187221077136,0,0,0,0,0,0,0,0,0,0
2,3,1.00136145157079,-0.0790749731936778,0.031408094105923,-1.15881983354888,-0.0114329755131886,0.0019474350563649,-0.502378167376611,0.0925982259257913,0,0,0,0,0,0,0,0,0,0
3,3,1.08069981983692,-0.279816095233717,0.00280715594023273,0.0510415823319239,0.0495292926163309,-0.00498284165432461,-0.273436684419526,-0.053745908484058,0,0,0,0,0,0,0,0,0,0
1,4,1.80227267577218,0.099277875401934,-0.111871746487998,-0.314663434763433,-0.000204543567031479,-0.00861574600640941,0.213770705804827,0.134086398186895,0,0,0,0,0,0,0,0,0,0
2,4,2.77465009601627,-0.108817446539588,0.0209938163444308,-0.196875413498404,-0.0127648180479749,-0.00495868830921305,-0.151461792542415,0.0261139816209537,0,0,0,0,0,0,0,0,0,0
3,4,3.80335153685589,0.151981637188675,0.11739534612296,-0.618826692275661,-0.0348463141114914,-0.00285063491556064,0.151025195417091,0.0689338948955478,0,0,0,0,0,0,0,0,0,0
1,5,-0.235000078150229,0.187349148432141,0.0940126099233194,1.33084255868701,-0.026906201904314,0.00190265775002182,-0.766150862377407,-0.0215086363192531,0,0,0,0,0,0,0,0,0,0
2,5,2.1760746248229,0.191955455505344,0.0117993042426813,0.753865359518688,-0.0159449273136332,0.000801577414044951,-0.45301809298249,-0.0335654303490444,0,0,0,0,0,0,0,0,0,0
3,5,0.350570100646276,0.209513254988629,0.117549958462903,0.588337953628374,0.00318492222200728,-0.000247895979938417,-0.561438174628917,-0.0482062241445595,0,0,0,0,0,0,0,0,0,0
1,6,-1.83002096531674,-0.10670765588768,0.0250931343044752,-0.173639274905663,-0.00712039851521151,0.000134669225947464,-0.75547729660174,0.0456157582596572,0,0,0,0,0,0,0,0,0,0
2,6,-2.20510789192804,-0.101157288553958,0.0174983594050634,-1.20225014958509,-0.0410074250522596,0.00755515223021056,-0.0796524385675959,0.0170392904504245,0,0,0,0,0,0,0,0,0,0
3,6,-2.2298921235841,-0.0792158393952574,-0.00582740959027095,-1.49968784271382,0.00319470588362503,-0.00296225862240029,-1.28970589439783,0.205932220908312,0,0,0,0,0,0,0,0,0,0
1,7,2.13683745252132,-0.130549700507401,0.134297979139804,-0.257202479506018,-0.00287562246138862,0.00712955053245596,-0.165108764475413,-0.0524688458883331,0,0,0,0,0,0,0,0,0,0
2,7,1.38597327803992,-0.0884728123911348,0.0346301781022696,0.493265669054292,0.0666815238774365,-0.00497219112939068,0.360321785030894,-0.131623881421595,0,0,0,0,0,0,0,0,0,0
3,7,1.18026207411309,-0.100803635968982,-0.0212495068330875,-0.461607512052797,0.0254288794172508,0.00203195635473982,0.711261173953186,-0.154236376507385,0,0,0,0,0,0,0,0,0,0
