rep,id,eta_b0,eta_b1,eta_h1,eta_h2,eta_alpha1,eta_alpha2,eta_hcov1,eta_hcov2,score4C
1,1,-2.90532198840493,-0.0448531753951949,0,0,0,0,0,0,11
2,1,-2.08126495079491,-0.0753603839938501,0,0,0,0,0,0,11
3,1,0.01352640419708,-0.0585638126388773,0,0,0,0,0,0,11
4,1,-0.133708120588428,-0.129910539969494,0,0,0,0,0,0,11
5,1,-0.460449725481586,-0.0373391272543552,0,0,0,0,0,0,11
6,1,-1.85838129335386,-0.0245608696486501,0,0,0,0,0,0,11
7,1,-0.837422491019189,-0.0452011355665273,0,0,0,0,0,0,11
8,1,-1.12021631124274,0.0105348640158482,0,0,0,0,0,0,11
9,1,-1.25892328149478,-0.0326294763150365,0,0,0,0,0,0,11
10,1,0.0756067337688364,-0.00365847554113909,0,0,0,0,0,0,11
1,2,-0.228946538229011,0.0157665978630467,0,0,0,0,0,0,5
2,2,-0.345033129280996,0.011460839152735,0,0,0,0,0,0,5
3,2,0.71583672434772,-0.00671422247759033,0,0,0,0,0,0,5
4,2,-0.441836533455848,-0.0122416847005842,0,0,0,0,0,0,5
5,2,-3.99330809691943,-0.108745251650909,0,0,0,0,0,0,5
6,2,1.62775781762167,0.0660371146025301,0,0,0,0,0,0,5
7,2,0.0547330357646763,0.021191232459702,0,0,0,0,0,0,5
8,2,-0.983560986651439,0.0109677481191607,0,0,0,0,0,0,5
9,2,-2.89154654804293,0.0918410771571914,0,0,0,0,0,0,5
10,2,-0.777048417534793,0.0263766804459317,0,0,0,0,0,0,5
1,3,-1.09135471933526,0.0498170974350894,0,0,0,0,0,0,6
2,3,-1.75653565171403,-0.0684440141146276,0,0,0,0,0,0,6
3,3,-1.20040475441873,-0.136013060206699,0,0,0,0,0,0,6
4,3,-0.816409068916208,0.0230508889800756,0,0,0,0,0,0,6
5,3,-1.76808962070888,-0.101740923313936,0,0,0,0,0,0,6
6,3,0.0154607141378085,0.0202480802326633,0,0,0,0,0,0,6
7,3,-2.98626117048636,0.153583571222505,0,0,0,0,0,0,6
8,3,1.52918828391584,0.0666736419797475,0,0,0,0,0,0,6
9,3,-0.610469994384622,0.0613073431778402,0,0,0,0,0,0,6
10,3,-0.215021158229311,-0.0303403903764935,0,0,0,0,0,0,6
1,4,-1.0024934408049,0.0630114418735532,0,0,0,0,0,0,8
2,4,-1.13753060786997,-0.112457175930168,0,0,0,0,0,0,8
3,4,-0.252935746546405,0.0819757544894516,0,0,0,0,0,0,8
4,4,-1.49990830994251,-0.0104478844253643,0,0,0,0,0,0,8
5,4,-2.12371650476572,-0.0171063865281788,0,0,0,0,0,0,8
