rep,id,b0,b1,h1,h2,alpha1,alpha2,hcov1,hcov2,score4C
1,1,2.73210690088269,-0.0069014250410616,0.000792535577141801,0.102340967704685,0.360607586324897,-0.420381147561185,2.83722510307316,-1.43043720874393,11
2,1,3.55616393849271,-0.0374086336397168,0.000792535577141801,0.102340967704685,0.360607586324897,-0.420381147561185,2.83722510307316,-1.43043720874393,11
3,1,5.6509552934847,-0.020612062284744,0.000792535577141801,0.102340967704685,0.360607586324897,-0.420381147561185,2.83722510307316,-1.43043720874393,11
4,1,5.50372076869919,-0.0919587896153609,0.000792535577141801,0.102340967704685,0.360607586324897,-0.420381147561185,2.83722510307316,-1.43043720874393,11
5,1,5.17697916380604,0.000612623099778088,0.000792535577141801,0.102340967704685,0.360607586324897,-0.420381147561185,2.83722510307316,-1.43043720874393,11
6,1,3.77904759593376,0.0133908807054832,0.000792535577141801,0.102340967704685,0.360607586324897,-0.420381147561185,2.83722510307316,-1.43043720874393,11
7,1,4.80000639826843,-0.00724938521239405,0.000792535577141801,0.102340967704685,0.360607586324897,-0.420381147561185,2.83722510307316,-1.43043720874393,11
8,1,4.51721257804488,0.0484866143699815,0.000792535577141801,0.102340967704685,0.360607586324897,-0.420381147561185,2.83722510307316,-1.43043720874393,11
9,1,4.37850560779284,0.00532227403909681,0.000792535577141801,0.102340967704685,0.360607586324897,-0.420381147561185,2.83722510307316,-1.43043720874393,11
10,1,5.71303562305646,0.0342932748129942,0.000792535577141801,0.102340967704685,0.360607586324897,-0.420381147561185,2.83722510307316,-1.43043720874393,11
1,2,5.40848235105861,0.05371834821718,0.000792535577141801,0.102340967704685,0.360607586324897,-0.420381147561185,1.28964777412416,-0.650198731247243,5
2,2,5.29239576000663,0.0494125895068683,0.000792535577141801,0.102340967704685,0.360607586324897,-0.420381147561185,1.28964777412416,-0.650198731247243,5
3,2,6.35326561363534,0.031237527876543,0.000792535577141801,0.102340967704685,0.360607586324897,-0.420381147561185,1.28964777412416,-0.650198731247243,5
4,2,5.19559235583177,0.0257100656535491,0.000792535577141801,0.102340967704685,0.360607586324897,-0.420381147561185,1.28964777412416,-0.650198731247243,5
5,2,1.64412079236819,-0.0707935012967755,0.000792535577141801,0.102340967704685,0.360607586324897,-0.420381147561185,1.28964777412416,-0.650198731247243,5
6,2,7.26518670690929,0.103988864956663,0.000792535577141801,0.102340967704685,0.360607586324897,-0.420381147561185,1.28964777412416,-0.650198731247243,5
7,2,5.6921619250523,0.0591429828138353,0.000792535577141801,0.102340967704685,0.360607586324897,-0.420381147561185,1.28964777412416,-0.650198731247243,5
8,2,4.65386790263618,0.048919498473294,0.000792535577141801,0.102340967704685,0.360607586324897,-0.420381147561185,1.28964777412416,-0.650198731247243,5
9,2,2.74588234124469,0.129792827511325,0.000792535577141801,0.102340967704685,0.360607586324897,-0.420381147561185,1.28964777412416,-0.650198731247243,5
10,2,4.86038047175283,0.064328430800065,0.000792535577141801,0.102340967704685,0.360607586324897,-0.420381147561185,1.28964777412416,-0.650198731247243,5
1,3,4.54607416995237,0.0877688477892226,0.000792535577141801,0.102340967704685,0.360607586324897,-0.420381147561185,1.547577328949,-0.780238477496692,6
2,3,3.88089323757359,-0.0304922637604943,0.000792535577141801,0.102340967704685,0.360607586324897,-0.420381147561185,1.547577328949,-0.780238477496692,6
3,3,4.43702413486889,-0.0980613098525657,0.000792535577141801,0.102340967704685,0.360607586324897,-0.420381147561185,1.547577328949,-0.780238477496692,6
4,3,4.82101982037141,0.0610026393342089,0.000792535577141801,0.102340967704685,0.360607586324897,-0.420381147561185,1.547577328949,-0.780238477496692,6
5,3,3.86933926857875,-0.0637891729598028,0.000792535577141801,0.102340967704685,0.360607586324897,-0.420381147561185,1.547577328949,-0.780238477496692,6
6,3,5.65288960342543,0.0581998305867966,0.000792535577141801,0.102340967704685,0.360607586324897,-0.420381147561185,1.547577328949,-0.780238477496692,6
7,3,2.65116771880126,0.191535321576638,0.000792535577141801,0.102340967704685,0.360607586324897,-0.420381147561185,1.547577328949,-0.780238477496692,6
8,3,7.16661717320346,0.104625392333881,0.000792535577141801,0.102340967704685,0.360607586324897,-0.420381147561185,1.547577328949,-0.780238477496692,6
9,3,5.026958894903,0.0992590935319735,0.000792535577141801,0.102340967704685,0.360607586324897,-0.420381147561185,1.547577328949,-0.780238477496692,6
10,3,5.42240773105831,0.00761135997763984,0.000792535577141801,0.102340967704685,0.360607586324897,-0.420381147561185,1.547577328949,-0.780238477496692,6
1,4,4.63493544848272,0.100963192227687,0.000792535577141801,0.102340967704685,0.360607586324897,-0.420381147561185,2.06343643859866,-1.04031796999559,8
2,4,4.49989828141765,-0.0745054255760349,0.000792535577141801,0.102340967704685,0.360607586324897,-0.420381147561185,2.06343643859866,-1.04031796999559,8
3,4,5.38449314274122,0.119927504843585,0.000792535577141801,0.102340967704685,0.360607586324897,-0.420381147561185,2.06343643859866,-1.04031796999559,8
4,4,4.13752057934511,0.027503865928769,0.000792535577141801,0.102340967704685,0.360607586324897,-0.420381147561185,2.06343643859866,-1.04031796999559,8
5,4,3.5137123845219,0.0208453638259545,0.000792535577141801,0.102340967704685,0.360607586324897,-0.420381147561185,2.06343643859866,-1.04031796999559,8
6,4,5.46649141524525,0.0653215759816146,0.000792535577141801,0.102340967704685,0.360607586324897,-0.420381147561185,2.06343643859866,-1.04031796999559,8
7,4,3.86605781387962,0.052975127783037,0.000792535577141801,0.102340967704685,0.360607586324897,-0.420381147561185,2.06343643859866,-1.04031796999559,8
8,4,3.90823198054756,-0.00102580979437483,0.000792535577141801,0.102340967704685,0.360607586324897,-0.420381147561185,2.06343643859866,-1.04031796999559,8
9,4,4.64813777287082,-0.0174456679181465,0.000792535577141801,0.102340967704685,0.360607586324897,-0.420381147561185,2.06343643859866,-1.04031796999559,8
10,4,3.73854972591737,0.0150965044876973,0.000792535577141801,0.102340967704685,0.360607586324897,-0.420381147561185,2.06343643859866,-1.04031796999559,8
1,5,6.85942530820869,0.149776721510901,0.000792535577141801,0.102340967704685,0.360607586324897,-0.420381147561185,0.773788664474498,-0.390119238748346,3
2,5,6.2644264565098,0.188048725965132,0.000792535577141801,0.102340967704685,0.360607586324897,-0.420381147561185,0.773788664474498,-0.390119238748346,3
3,5,6.09655040389547,0.203279771372285,0.000792535577141801,0.102340967704685,0.360607586324897,-0.420381147561185,0.773788664474498,-0.390119238748346,3
4,5,6.08486979009423,0.204264899887506,0.000792535577141801,0.102340967704685,0.360607586324897,-0.420381147561185,0.773788664474498,-0.390119238748346,3
5,5,6.4382985978173,0.185387035406814,0.000792535577141801,0.102340967704685,0.360607586324897,-0.420381147561185,0.773788664474498,-0.390119238748346,3
6,5,6.64624329139085,0.167651116062015,0.000792535577141801,0.102340967704685,0.360607586324897,-0.420381147561185,0.773788664474498,-0.390119238748346,3
7,5,6.48956364791125,0.157618331827649,0.000792535577141801,0.102340967704685,0.360607586324897,-0.420381147561185,0.773788664474498,-0.390119238748346,3
8,5,6.07750486444685,0.196537604196333,0.000792535577141801,0.102340967704685,0.360607586324897,-0.420381147561185,0.773788664474498,-0.390119238748346,3
9,5,6.34257276553675,0.149461319273295,0.000792535577141801,0.102340967704685,0.360607586324897,-0.420381147561185,0.773788664474498,-0.390119238748346,3
10,5,6.30748263490729,0.174933602798308,0.000792535577141801,0.102340967704685,0.360607586324897,-0.420381147561185,0.773788664474498,-0.390119238748346,3
1,6,5.18366143563578,-0.0175786986902428,0.000792535577141801,0.102340967704685,0.360607586324897,-0.420381147561185,0.515859109649665,-0.260079492498897,2
2,6,4.98475105991591,0.10391189585594,0.000792535577141801,0.102340967704685,0.360607586324897,-0.420381147561185,0.515859109649665,-0.260079492498897,2
3,6,6.89773543298116,0.0357405456571354,0.000792535577141801,0.102340967704685,0.360607586324897,-0.420381147561185,0.515859109649665,-0.260079492498897,2
4,6,5.27097464318163,-0.0499374777848594,0.000792535577141801,0.102340967704685,0.360607586324897,-0.420381147561185,0.515859109649665,-0.260079492498897,2
