b01_pop,0.019507,-0.0002115,0.00037741,-0.0078821,-9.0807e-07,1.3552e-07,3.8808e-05,-1.1475e-05,-1.5088e-05,4.8012e-06,-5.163e-06,3.5158e-06,0.0012938,-0.00035511,7.3954e-06,-5.584e-05,-1.3418e-05,5.7577e-06,-1.2239e-05,0.0042011,-4.1925e-05,6.9796e-05,1.863e-11,nan,3.7877e-09,-3.8183e-09,-2.4213e-05,9.2469e-06,2.331e-10,1.6936e-10,0.0027445,9.7966e-05,-0.00014305,0.0013856,-2.1561e-06,1.1804e-07,1.7096e-05,4.0243e-06,1.9338e-05,-2.0975e-06,1.7649e-06,1.4673e-06,0.0024532,-0.00022869,-1.7255e-05,4.3821e-07,-4.6869e-06,1.6982e-06,-5.3709e-07,-2.0659e-06
b11_pop,-0.0002115,0.00028852,0.00019888,-0.0021162,-1.0413e-07,5.4464e-08,1.5353e-06,-8.6943e-07,5.8971e-06,-1.0895e-06,3.4059e-06,4.5689e-08,-0.0010571,5.2254e-05,-4.7899e-06,1.2789e-05,3.2689e-06,-2.6225e-06,5.5017e-06,-0.0020464,7.4113e-06,-3.2043e-05,-7.304e-12,nan,-1.5151e-09,8.1834e-09,1.546e-05,-3.8688e-06,-1.0343e-10,-4.4212e-11,-7.0235e-05,-0.00010886,-9.1515e-05,0.00080486,-1.1157e-06,1.1425e-08,4.1402e-06,1.0264e-06,-5.2393e-06,1.4476e-06,2.1343e-06,8.847e-07,-0.00014727,-0.00041864,3.9291e-06,1.2416e-07,-2.3246e-06,5.4807e-07,-4.2597e-07,1.1703e-06
b21_pop,0.00037741,0.00019888,0.00036704,-0.0010553,-6.4004e-07,1.7332e-07,6.163e-06,-2.7128e-06,2.8875e-06,-5.4762e-07,4.0698e-06,-1.4863e-07,-0.0016218,9.1162e-05,4.0991e-06,3.6651e-06,5.6415e-06,-5.1941e-06,-8.2366e-06,-0.0032936,-9.0142e-05,-8.3923e-05,-2.761e-11,nan,-2.4209e-09,-4.2954e-09,3.3344e-05,-9.4381e-07,-1.4222e-10,-4.5758e-10,0.00010521,-9.6748e-05,-0.00017074,0.00063446,-1.6957e-06,6.3551e-08,5.8932e-06,1.1471e-06,-4.2564e-06,1.6273e-06,8.7153e-06,1.3533e-06,-0.00032694,-0.00035829,6.2819e-06,1.7323e-07,-3.2063e-06,2.0247e-06,-6.5223e-07,7.1024e-07
a1_pop,-0.0078821,-0.0021162,-0.0010553,0.61123,-2.8161e-05,1.4044e-05,0.0001848,5.8585e-05,-0.00028759,-8.8675e-05,0.00017071,-7.6751e-05,-0.045507,0.0094767,-0.00033172,-0.00024362,-0.00048439,0.0003819,0.0013549,0.20454,0.0070477,0.0060315,3.3516e-09,nan,5.4783e-07,1.1785e-05,-0.0023304,-0.00010078,2.3021e-08,1.0086e-07,-0.0059135,-0.0025721,-0.0012388,-0.11427,-7.9654e-06,5.387e-06,-0.0002973,-0.00013599,-0.0005231,5.7835e-05,0.00030646,-1.9806e-05,-0.026547,0.012091,-0.00065363,-7.7856e-06,0.00012345,8.5973e-05,8.4273e-06,-3.7072e-05
b02_pop,-9.0807e-07,-1.0413e-07,-6.4004e-07,-2.8161e-05,9.5054e-06,-2.9668e-07,-1.4673e-08,4.3346e-08,1.7203e-07,2.179e-08,-3.2141e-07,3.7419e-08,1.8315e-05,-2.7393e-06,2.8965e-07,2.239e-06,7.6545e-08,4.0633e-08,3.5543e-07,0.00035269,3.2252e-06,5.0905e-07,1.0777e-12,nan,2.5552e-10,7.3469e-09,-4.04e-07,-1.0078e-07,1.0065e-11,4.5852e-11,4.6358e-07,1.8722e-07,5.5346e-07,4.6942e-06,-3.093e-08,-1.7324e-08,2.2287e-07,-4.4202e-08,1.3093e-07,8.0158e-08,2.3914e-07,-3.4464e-09,-2.2808e-05,3.5698e-06,2.6219e-08,9.8001e-09,-1.6755e-08,-2.2228e-08,-1.2019e-08,3.1737e-08
b12_pop,1.3552e-07,5.4464e-08,1.7332e-07,1.4044e-05,-2.9668e-07,1.6882e-07,1.5129e-07,-2.3275e-08,2.7021e-08,1.654e-09,3.5833e-08,-3.8439e-09,-1.0567e-05,1.6546e-06,2.1473e-07,-1.051e-06,-3.6434e-07,2.1255e-07,7.9827e-08,0.00019351,1.7091e-06,3.3444e-06,1.5542e-12,nan,1.503e-10,2.9861e-09,-1.2315e-06,1.2732e-07,6.5858e-12,3.6059e-11,2.4222e-09,-1.2727e-07,-1.4944e-07,-2.6378e-06,-3.014e-08,5.6625e-09,1.007e-07,2.7803e-09,-2.8336e-08,-1.4963e-08,4.3724e-08,2.3743e-08,-4.9069e-06,-2.4502e-07,-1.2599e-08,-1.3581e-09,1.8616e-08,1.2092e-08,-7.2764e-11,-1.3994e-09
b03_pop,3.8808e-05,1.5353e-06,6.163e-06,0.0001848,-1.4673e-08,1.5129e-07,0.004128,-9.8884e-05,3.9122e-06,1.0816e-06,-2.9636e-06,8.4332e-07,0.00085845,8.6715e-05,-1.2705e-05,-0.00010633,-4.6937e-05,3.8072e-05,2.7576e-05,0.015537,0.00040049,0.00043408,1.5874e-10,nan,6.3768e-09,-1.1878e-07,-0.00016176,1.0396e-05,3.961e-10,2.4982e-09,1.9184e-05,-2.5025e-06,-4.0655e-06,-4.3498e-05,-5.4017e-08,7.0437e-08,1.9374e-05,2.645e-07,-5.431e-06,-4.9452e-07,2.3763e-07,-6.3379e-07,0.00030565,5.692e-05,2.3715e-07,-1.5423e-08,3.4055e-06,1.7284e-07,9.2901e-08,-1.6873e-06
b13_pop,-1.1475e-05,-8.6943e-07,-2.7128e-06,5.8585e-05,4.3346e-08,-2.3275e-08,-9.8884e-05,0.00012304,-1.0238e-06,-9.5157e-08,-3.7612e-07,6.3578e-08,-0.0002446,-3.4422e-05,-1.8756e-05,5.2751e-05,2.7655e-05,-8.6692e-06,1.8833e-05,-0.0035125,7.9613e-05,-6.2404e-05,-6.736e-12,nan,3.4529e-09,1.805e-07,2.497e-05,-8.5551e-06,7.1185e-11,5.3466e-10,-4.0998e-06,-6.6898e-08,1.0814e-06,-6.8126e-06,-3.5685e-08,-2.5041e-08,8.2567e-06,-1.0241e-06,2.0368e-08,-1.9029e-07,-1.5424e-06,1.3015e-07,-0.00013503,-9.4143e-06,-2.8128e-07,9.8981e-09,3.4634e-08,-2.5176e-07,6.0478e-08,3.7745e-07
b04_pop,-1.5088e-05,5.8971e-06,2.8875e-06,-0.00028759,1.7203e-07,2.7021e-08,3.9122e-06,-1.0238e-06,0.011803,-8.306e-05,-2.7179e-06,-7.1472e-07,9.3558e-06,8.7933e-05,-1.0431e-05,-2.5614e-05,-2.699e-05,1.2192e-05,2.216e-05,0.0057528,0.00022556,0.00027292,1.0142e-10,nan,7.2682e-09,1.3924e-07,-9.2745e-05,1.9605e-06,3.2736e-10,2.1181e-09,-1.1666e-05,-7.3659e-07,5.6559e-07,7.8506e-05,-1.3978e-07,-3.0601e-08,1.0933e-05,-2.2716e-08,1.0028e-05,-1.9243e-06,-3.1468e-08,-6.4154e-07,-0.00071225,2.7004e-05,-1.7289e-07,4.9208e-09,-1.5633e-06,-3.0599e-06,1.0036e-07,-8.5743e-07
b14_pop,4.8012e-06,-1.0895e-06,-5.4762e-07,-8.8675e-05,2.179e-08,1.654e-09,1.0816e-06,-9.5157e-08,-8.306e-05,5.9705e-05,7.8523e-07,1.8968e-08,0.00017675,-7.0467e-05,-3.8976e-06,1.2295e-06,-8.8206e-06,4.7759e-06,5.7383e-06,0.00072402,5.7101e-05,5.5356e-05,1.6241e-11,nan,1.2694e-10,-3.1562e-08,-2.2066e-05,3.4025e-06,2.8401e-11,1.9068e-10,2.8971e-06,7.3719e-07,-1.3008e-07,2.0117e-05,5.2366e-08,2.5796e-08,-1.508e-06,-2.7483e-07,-1.2693e-06,-1.015e-06,-9.1152e-07,5.8445e-08,0.00015924,-2.3747e-05,2.4988e-07,-7.0038e-09,5.4515e-07,2.5192e-06,-1.7012e-08,2.3027e-07
b05_pop,-5.163e-06,3.4059e-06,4.0698e-06,0.00017071,-3.2141e-07,3.5833e-08,-2.9636e-06,-3.7612e-07,-2.7179e-06,7.8523e-07,0.0030686,-6.1669e-05,-0.00063149,0.00014291,8.3621e-07,2.0722e-06,1.7243e-06,-1.1594e-06,-3.5626e-06,-0.00089888,-2.5205e-05,-2.078e-05,-6.2351e-12,nan,1.0007e-10,1.3047e-08,6.9394e-06,5.5614e-08,-2.8353e-12,-5.6295e-11,2.0676e-06,-8.4717e-07,4.5717e-07,-5.718e-05,3.0183e-08,5.0637e-09,2.1964e-06,1.3663e-06,-8.7956e-07,-7.8236e-07,0.0001292,-7.2009e-06,-0.00084563,0.00015998,-3.0873e-07,-4.8196e-08,7.8203e-07,1.25e-06,-1.6766e-06,-8.0891e-08
b15_pop,3.5158e-06,4.5689e-08,-1.4863e-07,-7.6751e-05,3.7419e-08,-3.8439e-09,8.4332e-07,6.3578e-08,-7.1472e-07,1.8968e-08,-6.1669e-05,5.9212e-05,0.00010094,-2.6214e-05,-7.7195e-08,-5.8107e-07,-1.7425e-07,8.1853e-08,2.3484e-07,0.00015452,3.6337e-06,2.0604e-06,-6.0777e-13,nan,-3.3163e-10,-1.0695e-08,-4.2602e-07,-1.4458e-07,-1.2817e-11,-5.5671e-11,1.3415e-06,4.1845e-07,-4.9446e-08,1.3947e-05,2.3646e-08,-1.0681e-09,1.6035e-06,-4.6702e-07,-8.3008e-07,-7.242e-08,-6.3941e-06,1.782e-06,0.00019545,-4.9757e-05,1.4372e-07,3.4035e-09,-2.3953e-07,-4.68e-08,-5.6248e-08,8.5784e-08
b07_pop,0.0012938,-0.0010571,-0.0016218,-0.045507,1.8315e-05,-1.0567e-05,0.00085845,-0.0002446,9.3558e-06,0.00017675,-0.00063149,0.00010094,44.788,-0.79063,0.00017051,-0.00092572,-0.00047036,0.00027606,-0.00014952,0.16909,0.0018858,0.0036008,6.0852e-09,nan,9.998e-07,3.1766e-05,-0.0014707,7.9602e-05,3.0648e-08,2.438e-07,0.001576,0.00086718,0.00085458,0.010089,4.6247e-05,-7.7809e-06,-0.00028353,-0.00029281,0.001129,-6.4514e-05,-0.00064973,5.1618e-05,5.1358,-0.30333,6.2026e-06,1.2481e-06,-0.00022579,-0.00039199,4.2747e-06,-0.0028708
b17_pop,-0.00035511,5.2254e-05,9.1162e-05,0.0094767,-2.7393e-06,1.6546e-06,8.6715e-05,-3.4422e-05,8.7933e-05,-7.0467e-05,0.00014291,-2.6214e-05,-0.79063,0.28268,-1.8486e-06,6.7958e-05,4.0112e-05,-3.503e-05,2.9581e-06,-0.018326,-0.00038634,-0.00046572,2.7347e-09,nan,5.8918e-07,2.0083e-05,0.0002139,-8.1442e-06,1.7401e-08,1.3348e-07,-6.7491e-05,-7.059e-05,-2.3895e-05,-0.0026691,3.3214e-06,1.4579e-06,2.1071e-06,4.5807e-05,-0.00023706,2.0327e-05,0.0001536,9.7632e-06,-0.31036,0.064184,-1.89e-05,-1.7582e-06,3.5109e-05,5.0246e-05,1.1103e-06,-1.9253e-05
p1_pop,7.3954e-06,-4.7899e-06,4.0991e-06,-0.00033172,2.8965e-07,2.1473e-07,-1.2705e-05,-1.8756e-05,-1.0431e-05,-3.8976e-06,8.3621e-07,-7.7195e-08,0.00017051,-1.8486e-06,0.00022401,-0.00022785,5.0914e-05,-4.8555e-05,-0.00027523,0.00036133,-0.0022187,-0.00098858,-4.271e-10,nan,-3.9599e-08,-9.4893e-07,0.00031266,6.4444e-05,-1.4512e-09,-1.1245e-08,3.4764e-06,1.1043e-06,9.3396e-08,5.2294e-05,-2.3896e-07,-7.1572e-08,8.557e-06,-6.7688e-06,5.2963e-06,1.268e-06,2.7734e-06,4.2842e-07,0.00010098,4.3304e-06,3.9145e-07,2.8076e-08,-6.5905e-06,-1.006e-06,-7.8256e-08,-1.4518e-07
g1_pop,-5.584e-05,1.2789e-05,3.6651e-06,-0.00024362,2.239e-06,-1.051e-06,-0.00010633,5.2751e-05,-2.5614e-05,1.2295e-06,2.0722e-06,-5.8107e-07,-0.00092572,6.7958e-05,-0.00022785,0.0010072,0.00017372,-8.2748e-05,0.00030539,-0.039996,0.00093301,-0.00096187,-2.247e-10,nan,2.1264e-08,1.369e-06,0.00042025,-0.00015725,2.155e-10,1.8218e-09,-4.4897e-05,6.9825e-06,-3.1587e-06,3.6367e-05,-4.7369e-07,8.2271e-08,-8.0076e-05,3.0727e-05,6.9039e-06,1.4877e-06,-5.6298e-07,-9.8953e-08,-0.00012181,6.4595e-05,-2.9649e-07,5.0913e-08,-1.0955e-06,-1.7678e-06,-9.8777e-09,3.9348e-07
p2_pop,-1.3418e-05,3.2689e-06,5.6415e-06,-0.00048439,7.6545e-08,-3.6434e-07,-4.6937e-05,2.7655e-05,-2.699e-05,-8.8206e-06,1.7243e-06,-1.7425e-07,-0.00047036,4.0112e-05,5.0914e-05,0.00017372,0.0008835,-0.00017396,-0.00013041,-0.036452,-0.0014839,-0.0020316,-1.0681e-09,nan,-1.3597e-07,-2.4639e-06,0.0008538,-8.0971e-05,-5.7164e-09,-2.9989e-08,-1.1011e-05,4.7431e-06,-1.1416e-06,8.9162e-05,-1.0436e-07,-1.2951e-07,-8.4115e-06,1.0479e-05,1.2786e-05,2.4701e-06,1.4445e-06,5.2033e-07,-2.4987e-05,2.5197e-05,-3.1119e-07,1.0598e-07,-8.1184e-06,-2.8708e-06,-4.7282e-08,3.5801e-08
g2_pop,5.7577e-06,-2.6225e-06,-5.1941e-06,0.0003819,4.0633e-08,2.1255e-07,3.8072e-05,-8.6692e-06,1.2192e-05,4.7759e-06,-1.1594e-06,8.1853e-08,0.00027606,-3.503e-05,-4.8555e-05,-8.2748e-05,-0.00017396,0.00022868,0.00010194,0.024606,0.0011063,0.0013055,9.1151e-11,nan,-6.5351e-08,-4.1282e-06,-0.00073194,4.9916e-05,-1.0395e-09,-1.1523e-08,6.2126e-06,-2.6704e-06,1.2049e-06,-7.8511e-05,4.2116e-08,8.5246e-08,8.0238e-06,-3.1428e-06,-9.3234e-06,-1.7657e-06,-1.9271e-06,-3.5251e-07,-2.5491e-05,-5.6672e-06,3.5336e-08,-6.8986e-08,6.9255e-06,1.9304e-06,6.5893e-08,-5.6725e-08
alpha11_pop,-1.2239e-05,5.5017e-06,-8.2366e-06,0.0013549,3.5543e-07,7.9827e-08,2.7576e-05,1.8833e-05,2.216e-05,5.7383e-06,-3.5626e-06,2.3484e-07,-0.00014952,2.9581e-06,-0.00027523,0.00030539,-0.00013041,0.00010194,0.00062378,0.04435,0.0033492,0.0019401,9.5254e-10,nan,1.0747e-07,2.503e-06,-0.0006481,-0.00011717,4.2407e-09,2.5946e-08,-4.0691e-06,-1.6182e-05,-2.8196e-06,-0.00021402,9.1843e-08,2.6451e-07,-1.1766e-05,4.9287e-06,-1.1757e-05,-2.4477e-06,-5.3112e-06,-6.0665e-07,-0.00010359,8.4276e-06,1.4943e-06,-1.5584e-07,1.1602e-05,1.9586e-06,4.2101e-08,-2.4741e-08
alpha12_pop,0.0042011,-0.0020464,-0.0032936,0.20454,0.00035269,0.00019351,0.015537,-0.0035125,0.0057528,0.00072402,-0.00089888,0.00015452,0.16909,-0.018326,0.00036133,-0.039996,-0.036452,0.024606,0.04435,26.603,0.4167,0.404,2.0429e-07,nan,2.2055e-05,0.00046052,-0.14907,0.0044693,9.3524e-07,5.1589e-06,0.0060679,-0.0019288,0.0008767,-0.040185,-0.00019599,9.7563e-05,0.0071409,-0.0032231,-0.00227,-0.00065633,-0.00043877,-7.8441e-05,0.025453,-0.0012383,-8.5758e-05,-5.949e-05,0.0020926,0.00040451,3.0729e-05,-5.2963e-05
