parameter,value,se_sa,rse_sa,pvalue_sa
b0_pop,5.99957811603217,0.191620588034962,3.1939010431902,
b1_pop,-1.50157697556711,0.682256279055127,45.4359843122563,
b2_pop,-0.843571645576688,0.286627986365917,33.9779066625657,
a_pop,1.95371648574546,1.41183543205636,72.2640896136811,
h1_pop,0.00108832974721674,0.000452230047171931,41.5526680519804,
h2_pop,0.107585817668599,0.0132661415650694,12.3307531164875,
alpha1_pop,-0.0120125937872735,0.00934891960480119,77.8259863802748,
alpha2_pop,-7.4533054552121e-09,2.35471540666844e-08,315.929009057557,
hcov1_pop,0,,,
beta_hcov1_score4C,0.23134502012562,0.0458932259010535,19.8375680946725,4.63249546944766e-07
hcov2_pop,0,,,
beta_hcov2_score4C,-0.126377109940642,0.0190255897290975,15.0546168827832,3.08446601593459e-11
omega_b0,1.64369638051644,0.106584205592513,6.48442174941245,
omega_b1,0.65583338813413,0.204014456649267,31.1076655047551,
omega_b2,0.288296867295622,0.122104621047895,42.3537800439184,
omega_a,0.965950003378299,0.323130998237523,33.4521452567327,
e_a,1.25425565924331,0.0408592639677865,3.25765035753849,
