parameter,value,se_sa,rse_sa,pvalue_sa
b02_pop,6.13600824259025,0.108326054203499,1.76541572176524,
b12_pop,-0.0365114522747469,0.0154468129300249,42.3067612150521,
b03_pop,4.23816651263968,0.0599454074340467,1.4144184107743,
b13_pop,-0.15123052743552,0.0126398196704322,8.35798160911753,
b06_pop,93.597699233977,0.326195569371886,0.348508106546996,
b16_pop,0.00633165370313002,0.0310162014219885,489.85940918809,
h1_pop,6.2171182227262e-05,9.41848188944358e-05,151.492726244372,
h2_pop,0.0798875003849311,0.0174984371266623,21.9038485900142,
alpha12_pop,0.331508721273221,0.295629642981709,89.1770333662078,
alpha13_pop,0.763312230690146,0.202621201517204,26.5449960541055,
alpha16_pop,0.871996860255348,0.206257181952048,23.6534317212621,
alpha22_pop,7.39353986299614e-11,2.02297948302557e-08,27361.4468916352,
alpha23_pop,-0.143180915518082,0.0324258937229748,22.6467987061305,
alpha26_pop,-0.18495397844757,0.0688656220110683,37.2339230489114,
hcov1_pop,0,,,
beta_hcov1_score4C,0.502765689556341,0.121054543761657,24.0777257231852,3.27834762086088e-05
hcov2_pop,0,,,
beta_hcov2_score4C,-0.142004710208257,0.0225837732788942,15.9035381613567,3.21770610156591e-10
omega_b02,1.12894786955489,0.088092380450523,7.80305121486746,
omega_b12,0.105914655440659,0.015448697779253,14.5859869108562,
omega_b03,0.955742251321216,0.0471772300256598,4.93618755061232,
omega_b13,0.168814726592719,0.00989075594713473,5.85894142458146,
omega_b06,3.15819089033381,0.503577361626864,15.9451210871436,
omega_b16,0.169420587210307,0.0857862485454189,50.6350792179286,
b_2,0.278120930320805,0.00704422297024653,2.53279138758856,
a_3,0.694174711265239,0.0126628238778711,1.82415516906273,
a_6,6.03158939805704,0.136138960175476,2.25709926838406,
