b01_pop,1,-0.26138,0.0044217,-0.13744,0.0019044,-0.0065191,0.0017474,-0.00039433,-0.0045725,0.0061658,0.0032882,0.00020135,-0.00088102,-0.010916,0.00049733,-0.00062078,-0.016837,-0.00053711,0.00045949,-0.0012917,0.0084785,-0.015181,-9.2894e-05,0.0056992,-0.0079854,0.00031084,0.18042,0.24639,0.10916,-0.022388,-0.00048446,0.0013877,0.004446,0.0011264,-0.0073557,-0.002751,-0.0031042,0.0047347,nan,-0.0017512,-0.0022391,0.0061189,-0.0022122
b11_pop,-0.26138,1,0.63648,0.16963,0.00053159,0.021132,-0.0088129,-0.00045427,0.010947,-0.019128,-0.0085016,-0.0091475,0.0011911,0.040095,0.031084,0.011309,0.059071,0.012115,-0.0012066,0.00075303,-0.050699,0.075389,0.00021677,-0.0087596,0.028778,-0.0017269,-0.068395,-0.75542,-0.62105,0.24232,0.0079487,-0.0024776,-0.0045299,0.012281,0.02111,0.0071909,0.0019376,-0.024025,nan,0.0029691,-0.0030623,-0.016952,0.014486
b21_pop,0.0044217,0.63648,1,-0.092631,0.002923,0.016466,-0.0068231,-0.0025119,0.006365,-0.012648,-0.0035449,-0.011365,0.015549,0.0082617,0.0076625,-0.010706,0.0067675,0.011568,-0.013048,-0.00014298,-0.017737,0.015601,-8.0999e-06,0.0022019,0.00048372,-0.00035868,0.03634,-0.46288,-0.67088,0.33419,0.015901,0.0021064,0.0051291,0.017659,0.011555,0.0058955,-0.0042097,-0.018539,nan,-0.0012237,-0.0075599,-0.010331,0.013056
a1_pop,-0.13744,0.16963,-0.092631,1,-0.0062821,0.014368,0.00070639,0.0076494,0.0036283,0.0023776,-0.0019775,-0.0057001,0.0090875,0.012537,0.013354,0.012622,0.039101,0.019428,0.0016845,-0.0015823,-0.029729,0.0074747,2.6022e-05,-0.004189,0.0089967,-0.00025007,-0.051535,-0.43754,-0.19748,-0.61966,-0.0090235,-0.019865,-0.015039,-0.0082631,0.01599,0.010316,0.0042209,-0.018858,nan,0.0090414,0.0057127,-0.015905,0.007578
b02_pop,0.0019044,0.00053159,0.002923,-0.0062821,1,-0.23784,0.0015235,-0.0012871,0.00045006,0.0013119,0.0003777,-0.0014554,-0.0079648,0.045763,0.0030219,0.0071614,0.01937,-0.0095272,0.014997,0.00055484,-0.0069873,0.010088,0.00018578,-0.012757,0.022353,-0.00025814,0.0019166,0.0020767,0.00076152,0.0051357,-0.018311,-0.0010805,-0.0009594,-0.00074007,-0.0008102,-0.00022593,0.000148,0.0017576,nan,3.6537e-05,0.00082442,0.00082883,-0.0015106
b12_pop,-0.0065191,0.021132,0.016466,0.014368,-0.23784,1,-0.001853,0.0086513,-0.00073955,0.00050562,0.00068513,0.0037019,0.11383,-0.11563,-0.005218,-0.027979,-0.089804,0.082409,-0.073657,-0.0023318,0.022192,-0.030406,-0.00061553,0.049701,-0.068836,0.00075798,-0.0018398,-0.02459,-0.018503,0.00060963,0.0019204,0.0062188,0.0029978,0.004005,0.00079186,0.00025674,0.00062842,-0.0049101,nan,-0.0031106,-0.0035002,4.7198e-05,0.0017454
b03_pop,0.0017474,-0.0088129,-0.0068231,0.00070639,0.0015235,-0.001853,1,-0.15609,0.00064135,-0.00089711,-0.00015542,0.00088537,0.002063,-0.023364,-0.0063262,0.025826,-0.010549,0.002087,-0.0040395,0.00064802,0.0035076,-0.0042607,-6.6026e-07,-0.0080056,-0.0058999,0.00013037,-0.00015969,0.0096798,0.0070496,-0.0069937,-0.0015014,0.0012592,-0.016518,0.01939,0.0003509,-0.00046064,-0.0017442,0.0015435,nan,0.00040634,-0.00049257,0.00056585,0.00043894
b13_pop,-0.00039433,-0.00045427,-0.0025119,0.0076494,-0.0012871,0.0086513,-0.15609,1,-0.0014448,0.0040137,0.00014032,-0.0029048,-0.046579,0.070599,0.073579,-0.049461,0.045627,-0.0096412,0.037849,-0.010548,-0.032924,0.017754,-0.00022434,0.039483,0.018471,-0.00081373,-0.00036236,-0.0096599,0.0023646,-0.0075374,-9.0893e-05,-0.00506,0.0010177,-0.029687,-0.00029888,-0.001909,0.0021079,-0.0019182,nan,2.6239e-05,0.0079934,0.00034624,-0.0014626
b05_pop,-0.0045725,0.010947,0.006365,0.0036283,0.00045006,-0.00073955,0.00064135,-0.0014448,1,-0.15011,-2.9346e-05,0.001199,0.0020982,-0.0040294,-0.00088792,-0.0019519,-0.0047757,0.00042048,-0.0021961,-0.00010593,0.0021606,-0.0021264,-5.5158e-05,0.0039879,-0.0068025,5.9807e-05,-0.0011968,-0.013072,-0.0076657,0.0053803,-0.0011262,-0.0020964,0.00064638,0.00028202,0.040051,-0.0010695,0.00012075,0.0011697,nan,0.00056084,-0.00093513,-0.02196,0.00014883
b15_pop,0.0061658,-0.019128,-0.012648,0.0023776,0.0013119,0.00050562,-0.00089711,0.0040137,-0.15011,1,-0.00058611,-0.0025486,-0.010301,0.017584,0.0028289,0.0097762,0.016483,-0.0050461,0.011032,0.00089193,-0.010558,0.011834,0.00028273,-0.019396,0.034134,-0.00031399,0.0020031,0.019158,0.010807,-0.015036,0.0016367,0.0021508,-0.00087664,0.001299,-0.017683,0.016958,-0.0026511,0.00096876,nan,-0.0013068,0.0012227,0.01147,0.00047249
