parameter,value,se_sa,rse_sa,pvalue_sa
b0_pop,8.75457292290603,0.234290005590948,2.67620142814661,
b1_pop,-0.164920654864336,0.0236385449852671,14.3332834839349,
b2_pop,-0.308257655400118,0.0300395283948381,9.74494156709485,
a_pop,2.74258350822789,1.23129183061973,44.8953268670141,
h1_pop,0.00108527663730734,0.000423559471206669,39.0277885514567,
h2_pop,0.112773240092295,0.0142545525441483,12.6400132979084,
alpha1_pop,3.65802890016805e-11,1.63334187578774e-10,446.508740188658,
alpha2_pop,-0.00795023704009462,0.00714519165750129,89.873944908393,
hcov1_pop,0,,,
beta_hcov1_score4C,0.231948485432878,0.0430380076182075,18.5549854045768,7.06983553921958e-08
hcov2_pop,0,,,
beta_hcov2_score4C,-0.129798693744323,0.0200553860960034,15.4511463231737,9.6706642693789e-11
omega_b0,2.75076159236367,0.212567297094898,7.72757979771863,
omega_b1,0.121412565333024,0.0187848105210204,15.4718833833181,
omega_b2,0.101797819053666,0.0188167181592581,18.484402057119,
omega_a,2.23313748276672,0.293574255086913,13.1462687520337,
e_b,0.332767127656353,0.00754518092622202,2.2674057318588,
