rep,id,eta_b01,eta_b11,eta_b21,eta_a1,eta_b02,eta_b12,eta_b03,eta_b13,eta_p1,eta_g1,eta_p2,eta_g2,eta_alpha11,eta_alpha12,eta_alpha13,eta_alpha21,eta_alpha22,eta_alpha23
1,1,-0.712201807780708,-0.00881851669709885,-0.0600272952056362,-0.0286254769895793,-0.0258182759369534,-0.00231062439852293,1.76976603358482,0.227756431858083,0,0,0,0,0,0,0,0,0,0
2,1,0.341677877492462,0.140238563700452,-0.00493512070030427,1.28985846743018,0.0152192009579721,-0.00352268586043124,1.5701469776386,0.0429025511332564,0,0,0,0,0,0,0,0,0,0
3,1,-0.325049386363149,0.150862226818906,0.102208696135346,0.0210407795244054,-0.05272278319711,0.00415849288605615,1.80356179308011,0.20940469750512,0,0,0,0,0,0,0,0,0,0
1,2,0.165501301324693,0.112730806836263,0.0985759349668664,-1.7039180572505,-0.0205011587487132,-0.0133726247479231,-0.837258967235666,-0.170211995939918,0,0,0,0,0,0,0,0,0,0
2,2,-1.69817317461649,0.0540250426303566,-0.0612787730246483,0.378494751413405,-0.0213144350832124,-0.000153024480795592,-1.21741896176588,0.0578549222391532,0,0,0,0,0,0,0,0,0,0
3,2,-2.05809154876514,0.108407863419314,0.0110165027978325,1.46950299336277,-0.0280071313299981,-0.00230793587562714,-1.54738871435153,0.0161456691592227,0,0,0,0,0,0,0,0,0,0
1,3,-0.311599577587904,-0.0346506396452347,-0.0337442903376501,0.639057826580795,0.0405066913127792,0.00382701538265553,0.0456782525635377,0.17756446852781,0,0,0,0,0,0,0,0,0,0
2,3,-0.278814416933045,-0.0167200635376021,-0.0182240634881674,-0.313072653946358,0.00123953295033807,0.00745820201982837,0.615319028089845,0.0619234430732277,0,0,0,0,0,0,0,0,0,0
3,3,0.0461579067668065,0.0315391046727231,0.00523154933559913,-2.45588901378544,0.0314485707888181,-0.000490922543241866,-0.122448009968828,0.185667709801399,0,0,0,0,0,0,0,0,0,0
1,4,4.0788646803751,-0.0107014863238145,-0.0141753533466278,1.55706076455776,0.0198360646712379,0.00492549809812153,-0.716372644546944,0.0316947934162532,0,0,0,0,0,0,0,0,0,0
2,4,3.26988025307764,-0.0116196577775244,-0.0186471289074677,2.0087938177015,0.0181907331878959,0.00980407053984693,-0.732283299534568,-0.0348209309892323,0,0,0,0,0,0,0,0,0,0
3,4,3.35885861408291,-0.130764172813799,0.0362762163162783,-1.8020818539749,0.0291007310366389,0.00932640220386724,0.142545804871383,-0.20103266123358,0,0,0,0,0,0,0,0,0,0
1,5,-0.80959179302759,0.0280603201172715,0.0496260278099209,-0.267598888784653,-0.0137809707646772,0.00275343303953092,0.10079558282065,0.145871963973112,0,0,0,0,0,0,0,0,0,0
2,5,-0.691802530369325,-0.0613656546638809,-0.0635332892691169,-0.983815421295656,0.0133726376713472,-0.00860462733920725,-1.04459966425818,0.275407751764627,0,0,0,0,0,0,0,0,0,0
3,5,-0.528150584330589,0.00252365669602292,0.0538665868675775,-0.94981958589096,-0.0226728806470549,-0.00324500641059163,-0.21826469155654,0.160193998600649,0,0,0,0,0,0,0,0,0,0
1,6,1.42541224636766,0.00332089348200847,-0.0242983570917658,0.592488314255414,-0.0574201286267302,0.000983540915583293,-1.28820836317565,0.171153429058421,0,0,0,0,0,0,0,0,0,0
2,6,1.34917218236316,-0.0599690551223235,-0.0377863435448101,1.51799578211491,-0.0561469104516021,-0.0034994647145663,-1.18097092101718,-0.168752904517377,0,0,0,0,0,0,0,0,0,0
3,6,1.64138947610783,0.0302696865324675,0.0148948432781325,-0.800202635068406,-0.0665323184262823,-0.000903953902247409,-0.870549508415929,-0.287848075538705,0,0,0,0,0,0,0,0,0,0
1,7,-1.22530154531276,0.134948821009373,0.00903219948023176,-0.525469846735485,-0.048148711688035,-0.0059028254531036,1.40689010965728,-0.0667857571626883,0,0,0,0,0,0,0,0,0,0
2,7,-2.28504586813757,-0.0204870445395442,0.0666318632700246,-0.457406476015772,-0.0546973906970969,0.00881128421740838,0.937330765134357,0.14172230288561,0,0,0,0,0,0,0,0,0,0
3,7,-2.30718850167629,-0.0144252089325731,0.0157493509454345,-2.56560963807797,-0.0388402869326798,-0.000642871419325907,1.61992222579702,-0.139604155116587,0,0,0,0,0,0,0,0,0,0
1,8,-1.82865799754082,-0.261260362833533,-0.0510183720326006,0.0080630025686812,-0.0401599404781177,0.00239908028174396,-0.67666143529904,-0.0143240735133627,0,0,0,0,0,0,0,0,0,0
2,8,-1.21647223388932,-0.0676110492582695,0.0790174154880662,0.272556625632536,-0.0265866310984313,0.00624189166252307,-0.904263188883403,-0.379611508289283,0,0,0,0,0,0,0,0,0,0
3,8,-2.12252708646653,-0.0964854369914016,-0.000718254242620647,-0.632934306264026,-0.00795734812166593,-0.00304066625641782,-0.438215976443946,-0.234213353648075,0,0,0,0,0,0,0,0,0,0
1,9,0.146873743168285,0.104283751433775,-0.0641997056271735,-0.421474728181064,-0.0142486063624068,0.0105197913136982,-0.61229128433771,0.164529890550295,0,0,0,0,0,0,0,0,0,0
2,9,-1.94310893735053,0.0219434177913032,-0.0373741342603644,0.433100571348845,0.0245351876379756,0.00797598201059472,0.418164944323586,-0.133022914264428,0,0,0,0,0,0,0,0,0,0
3,9,2.52720089390827,-0.0976018968080814,0.0336499349699454,1.72914231403849,-0.000754173289529092,0.00414986088034518,1.1128258591089,0.079321644777748,0,0,0,0,0,0,0,0,0,0
1,10,-1.79425348965159,-0.0116753157702228,-0.00900213973517941,-0.380884088367823,-0.00527388369514981,0.00158046000400064,0.0750343770079303,0.146431140481184,0,0,0,0,0,0,0,0,0,0
2,10,-1.75751331423422,-0.0492356364296136,-0.0496723621691847,-0.328166047982457,-0.00200323937731373,0.00388353825209235,0.678321737517721,-0.00331309464593466,0,0,0,0,0,0,0,0,0,0
3,10,-1.51584876873282,0.0883152508638329,-0.0376143887185346,-1.83497862308589,-0.0303915225276148,0.003830808215697,-0.0274162954262263,0.290411377907126,0,0,0,0,0,0,0,0,0,0
1,11,-1.95406841488011,0.00641775902422649,0.0101237459916417,-0.0395969958058775,-0.0038429965175748,-0.00566883283687788,0.0293077278646265,0.195898192594428,0,0,0,0,0,0,0,0,0,0
2,11,-1.46106419795799,-0.141001401593606,0.0190667504789075,-4.25945689390927,-0.0165508257651581,-0.00976715506499624,0.46973415657548,0.201554559539559,0,0,0,0,0,0,0,0,0,0
3,11,0.918243210990494,0.0925557941975992,0.0329346321385394,-1.54021459396612,0.0182799401114959,-0.0112625115111243,-0.822195629297516,0.197378819704881,0,0,0,0,0,0,0,0,0,0
1,12,-2.34406796026718,-0.00972367807470714,-0.0257033802333301,-0.0971227620315203,0.0654154518965679,0.0121647380428613,-0.388890331612562,-0.0151237375805304,0,0,0,0,0,0,0,0,0,0
2,12,-2.40457421692335,0.0567279701649192,-0.0537307669713783,-0.480802951591507,0.098922658202178,-0.00152367271624519,-0.348881841005038,-0.189771295986053,0,0,0,0,0,0,0,0,0,0
3,12,-3.55233173655399,0.0547797016453773,-0.0940377055110887,0.391851703987235,0.0107961876805893,0.00837208488245187,-0.13522872566396,0.00905180548409587,0,0,0,0,0,0,0,0,0,0
1,13,1.56149292955796,0.063302877953666,-0.0598033730564301,-0.621301008022608,0.0918145465787514,-0.00112897875701601,-0.586747732319078,0.163302704480583,0,0,0,0,0,0,0,0,0,0
2,13,3.25935413179373,-0.135969716973388,-0.0674093239293012,1.26438952692987,0.147338281677659,-0.00744498240601572,-0.716689326313429,0.202629019891823,0,0,0,0,0,0,0,0,0,0
3,13,1.09981241285062,0.0605199815908198,-0.0451867513272415,-1.86639135860437,0.0917692547794786,-0.00250365867497904,-0.734224943665303,0.203302365213725,0,0,0,0,0,0,0,0,0,0
1,14,-1.71148181401029,-0.0649569484615065,-0.0211330267936518,-0.565374686960106,0.0114171422148157,0.00569163538484335,0.551842328304592,-0.00711241909310578,0,0,0,0,0,0,0,0,0,0
2,14,-2.2332219136422,0.0239913023714086,-0.0116819866885337,-0.954573206360033,0.0137892110191613,0.00579264705732304,0.04952050403221,0.0377129062095242,0,0,0,0,0,0,0,0,0,0
3,14,-1.16690684277029,-0.0749285845196843,0.0357931379462953,-0.182459267159684,0.0383346020581676,0.00441235401059202,0.796657874689457,-0.0150630387360547,0,0,0,0,0,0,0,0,0,0
1,15,3.1744244857088,0.0204147938178816,0.0209972795120996,1.98297500966913,0.0385236451476105,0.00454586198332304,0.0569953310973386,-0.0656124716610359,0,0,0,0,0,0,0,0,0,0
2,15,3.35240854440173,0.0769774740960982,-0.110139178629561,-3.99799513935149,0.0429725474051708,0.00487885039930484,0.116234436676874,-0.0999708264846459,0,0,0,0,0,0,0,0,0,0
3,15,2.19676120639871,-0.0317691330702155,-0.0612179341142471,0.469271325128092,0.0336375407233636,0.00386085679209671,-0.728929808600992,0.0401573332873905,0,0,0,0,0,0,0,0,0,0
1,16,-1.14921834155508,0.0313767651393631,-0.0518626090932142,0.624513698792677,0.0594777344014856,0.00490811363731565,0.928141982925561,0.239503330778459,0,0,0,0,0,0,0,0,0,0
2,16,-0.901550709678424,-0.00145510680625567,-0.0759984297030619,0.962874752440191,0.0689016281536778,0.00410506378051018,-0.581890512529031,0.288855340407188,0,0,0,0,0,0,0,0,0,0
3,16,0.791007558325975,-0.0196762684506047,-0.0354675288341619,1.4088925879043,0.0988490447276869,0.0023141255200453,0.226758061500949,0.271650820020946,0,0,0,0,0,0,0,0,0,0
1,17,-0.645757615328247,0.0669381239603453,0.011582348321709,0.782187598420969,0.0183311461178519,-0.00255064727538691,1.00105349656161,-0.163748047717678,0,0,0,0,0,0,0,0,0,0
2,17,-0.64533108996034,0.153925635124284,-0.0267510700541716,0.0493225509306925,0.0240554335656054,0.000334188603746207,0.417344467464911,-0.135271962106235,0,0,0,0,0,0,0,0,0,0
3,17,-1.19932143466227,0.0873663746395491,-0.015395890331078,0.511788413803632,0.0813112890363534,0.00652181627552369,0.745052786511069,-0.0694591266258515,0,0,0,0,0,0,0,0,0,0
1,18,2.49622297214925,0.103102515455495,0.0188283414320905,0.789901042302002,-0.0139662596814718,0.0113189914646278,0.278087735980216,0.078953948581269,0,0,0,0,0,0,0,0,0,0
2,18,3.64379514119215,0.175860451245274,0.0307837374615411,-0.347026196081794,0.0215818354535395,0.00882175217036902,0.296194375233517,0.104356960687201,0,0,0,0,0,0,0,0,0,0
3,18,1.6498921242475,0.089931825760929,0.033994989486133,1.69590899850223,0.0262932988118374,0.0114866308646826,1.00149639467696,0.0560906902561185,0,0,0,0,0,0,0,0,0,0
1,19,1.64914768214564,-0.0339991533295452,0.0802797662840247,0.539664149824047,0.0444816835735464,-0.00962961524685896,0.21259106231503,-0.0374173264074376,0,0,0,0,0,0,0,0,0,0
2,19,-0.374723652758943,-0.0255746842676562,-0.0618987300331025,-0.152380441617593,-0.0375026084907661,-0.00148317835802637,-0.659555706390223,0.108177776009317,0,0,0,0,0,0,0,0,0,0
3,19,-0.339065247716234,0.0965468671443315,-0.00388457393150912,-0.124543393378837,-0.0404539569595652,0.00231318823046505,-0.102313015375909,0.0569713745688973,0,0,0,0,0,0,0,0,0,0
1,20,-1.90458146175925,0.0709601983320468,-0.00222133653146861,-1.32906369233181,0.0195012846037539,-0.00091322885129983,-0.397378174332806,-0.258199108152251,0,0,0,0,0,0,0,0,0,0
2,20,-1.56508527339785,0.0385849884805397,0.0556248649866701,0.304586265883682,-0.0281396623444357,0.0087823489184487,-0.0605879648244061,-0.117889829918565,0,0,0,0,0,0,0,0,0,0
3,20,-1.24150873391222,0.0758144648301501,0.0127493612974313,0.182100863194558,0.0319511777781143,-0.00707855190698211,-0.228110585897172,-0.294522002893743,0,0,0,0,0,0,0,0,0,0
1,21,-1.35934949308232,-0.0923924587720216,-0.0295580572895556,0.791229294527263,0.00994254082131807,-0.00887397297096487,-0.884827569765846,-0.0414801583607811,0,0,0,0,0,0,0,0,0,0
2,21,-2.20783838266145,0.0690409606792545,0.0411688753145229,-0.913540267167739,0.0179117295333073,0.00908028780145782,-0.311749646957296,0.0997177136982307,0,0,0,0,0,0,0,0,0,0
3,21,-0.102776006673047,-0.0408994984939866,0.0706709833283248,0.916943818528916,0.00475953017594666,-0.0012141565196992,-0.409399867595806,-0.203901065249489,0,0,0,0,0,0,0,0,0,0
1,22,-0.678855540013283,-0.0375645376568982,-0.0847400402930386,-0.0120808625699296,-0.00657727508751282,-0.00199564332131463,-0.891688120384364,-0.255298656243491,0,0,0,0,0,0,0,0,0,0
2,22,0.562560576675657,-0.0722636253268126,-0.0320068435250085,0.0534057103322503,0.00144701487078258,0.00182233418648399,-0.910586421937029,-0.114697601873963,0,0,0,0,0,0,0,0,0,0
3,22,-1.34657445006412,0.0741954102534522,0.0164606972203862,0.101109139101091,-0.0523216477857531,0.0132391345987463,-1.28774240369904,0.00405316490930877,0,0,0,0,0,0,0,0,0,0
1,23,-2.46591262584577,0.024118814238531,0.0186466328457405,0.775212564126319,0.0237945492631555,0.00484955100073371,1.41365926934891,-0.154896188677828,0,0,0,0,0,0,0,0,0,0
2,23,-1.32926247972456,-0.0582687501561123,-0.00503341274039137,0.263079491241433,0.00954769630650176,0.00747279468643802,1.04809855894734,-0.00224487514098756,0,0,0,0,0,0,0,0,0,0
3,23,-1.89894474780775,-0.0556676029109223,-0.0391080876455305,1.29375846547604,-0.0121043275835282,0.00259845439922133,0.412699913979468,-0.185399843821585,0,0,0,0,0,0,0,0,0,0
1,24,0.0802828528722888,-0.00208021027884359,-0.0423638358324302,1.61779299612912,-0.0288091213870247,0.00324578369852494,-1.21407299539859,0.133814499143611,0,0,0,0,0,0,0,0,0,0
2,24,3.26608212309141,-0.106100643709403,-0.0852869445660548,0.401372957155693,-0.0626166863534827,0.00148139059773439,-0.00517690839937046,-0.0227621399399451,0,0,0,0,0,0,0,0,0,0
3,24,1.77289736821422,0.0103882412204914,0.0358096520566981,1.29455884395806,-0.0330587897656578,-0.00128559261429652,-1.75067612847772,0.137559089307019,0,0,0,0,0,0,0,0,0,0
1,25,3.11075420763396,0.125763998872381,0.119844153714591,-0.303030758012366,-0.0339179472002291,-0.00828863223880532,0.7560898464137,0.0432549082532026,0,0,0,0,0,0,0,0,0,0
2,25,0.58807584549622,-0.0698722278063383,-0.00114330721203393,-2.35388337212191,-0.00842063482619437,0.00153790282431026,0.315595839037856,0.227247595517692,0,0,0,0,0,0,0,0,0,0
3,25,-0.732897416591516,0.0757652077875422,-0.103378990577193,-0.0644642221033203,-0.0529890089862208,0.00621054190932854,0.611828512956511,0.0489432567381922,0,0,0,0,0,0,0,0,0,0
1,26,-1.2657291271171,0.0600147101894777,0.0505029202838437,0.270593272179846,-0.0310405711870301,-0.00686083267952238,-0.329424429270544,-0.0924648306090062,0,0,0,0,0,0,0,0,0,0
2,26,-0.666099233097211,0.154317503043442,0.0401175683809763,0.0180398638986243,-0.0689886703060996,-0.00684428385929423,-0.249849649785183,-0.0165005814148703,0,0,0,0,0,0,0,0,0,0
3,26,-1.39965091574078,0.101246223223144,0.0263146043976635,-0.115862033930549,-0.0390003949586841,0.000665896958485298,-0.485581784872828,-0.144439397402308,0,0,0,0,0,0,0,0,0,0
1,27,0.489286779574858,-0.128024264539095,0.0883684811543831,1.28386864600552,-0.00990879457405924,0.00424017006195248,0.140208651304003,0.0792278667945657,0,0,0,0,0,0,0,0,0,0
2,27,-0.820430073799455,-0.0258615355726685,0.0913261815991326,1.38848347316665,0.0444158293999362,0.00204825737094309,0.512319567757093,0.0111550786573126,0,0,0,0,0,0,0,0,0,0
3,27,0.189518136675622,-0.0934963816431635,0.0842967854986191,1.39318848023104,0.0338477507483832,0.00240981058925256,-0.0544017338833722,0.078607203399107,0,0,0,0,0,0,0,0,0,0
1,28,1.77717802730043,-0.0411838546629878,0.0529511436420573,-1.96029711900848,0.0159358814945261,0.00160397189387087,-1.94952043613391,-0.109767217286886,0,0,0,0,0,0,0,0,0,0
2,28,0.861119088986107,-0.113213934333942,0.0650634391370394,-1.34866285289128,0.0566762612984162,0.00270277721272892,-1.77391651649784,0.192852869085938,0,0,0,0,0,0,0,0,0,0
3,28,-0.198317246217494,-0.0208967902463239,-0.0378851474936004,-0.0595800904082424,-0.00208377424898831,0.00625450956096958,-1.10894403751726,0.177990828612883,0,0,0,0,0,0,0,0,0,0
1,29,1.34562652778004,-0.0595654671779063,-0.0424744333875076,0.371106561862764,0.0410591064085599,0.00832284210537741,-0.810672927646572,-0.0260507154445173,0,0,0,0,0,0,0,0,0,0
2,29,3.65994011265361,0.0129922006599012,0.0293436359785709,1.05926814155289,0.0854230245178229,0.00690120085777413,-0.885787815343672,-0.0740873350180251,0,0,0,0,0,0,0,0,0,0
3,29,4.26223282808999,0.0322492974391957,-0.0105647312556925,-1.12575977469786,0.0511821095018377,0.00814989293529255,-1.34670080390535,-0.128860730260337,0,0,0,0,0,0,0,0,0,0
1,30,0.418140226998195,0.12877813483255,-0.0175030602983922,0.334021093265671,-0.0114244746369936,0.00156045998930573,-0.911185595813477,-0.21500338300721,0,0,0,0,0,0,0,0,0,0
2,30,-0.859470655926995,0.135582113439548,0.0266389283954909,0.650811223612532,-0.0166614879769806,-0.00026718860909753,-1.54664476026136,-0.0928113961923826,0,0,0,0,0,0,0,0,0,0
3,30,1.25102220415487,0.0858500525771447,-0.00435635923010763,0.988706844319827,-2.17366091614934e-06,-0.00391985638118867,-1.65887733493682,0.0801636002587231,0,0,0,0,0,0,0,0,0,0
1,31,2.59707520741841,-0.21462851743775,0.00243245950309839,1.39521858761076,0.0360489571526559,-0.00557414594782923,1.01166189643864,-0.0989077431933918,0,0,0,0,0,0,0,0,0,0
2,31,-1.02336132143668,-0.0346366889105068,-0.0636493833588857,-1.14570210142784,0.0526008631633141,-0.00870290562950703,0.113250804782196,-0.119301852819827,0,0,0,0,0,0,0,0,0,0
3,31,-0.779341553275602,-0.210284309243191,-0.026421562517684,-1.04171502505906,0.0351956434749585,-0.00476104519440141,-0.169070128898333,-0.0198990883264024,0,0,0,0,0,0,0,0,0,0
1,32,3.79908242297622,0.0315265878410293,0.0161541763197894,-2.02615079327003,-0.0495755081871341,-0.00450643918932815,0.391860241989973,0.107138918027903,0,0,0,0,0,0,0,0,0,0
