b01_pop,1,-0.12614,0.085003,-0.052351,-0.00052708,-0.0087986,-0.0024844,0.006698,-0.007576,0.010411,0.11178,0.098286,-0.040257,0.045017,-0.01066
b11_pop,-0.12614,1,0.54519,-0.32833,-0.038941,0.03712,0.027948,-0.0075506,0.055042,0.025035,-0.048318,-0.60803,-0.2429,0.35418,0.04788
b21_pop,0.085003,0.54519,1,-0.077572,0.0035388,0.0084194,0.0060675,-0.011933,-0.0073846,0.021745,0.026782,-0.46152,-0.55399,0.1916,0.0070877
a1_pop,-0.052351,-0.32833,-0.077572,1,0.020423,-0.021655,-0.010002,0.009699,-0.042446,-0.002354,0.065648,-0.05216,-0.083808,-0.76797,-0.19069
p1_pop,-0.00052708,-0.038941,0.0035388,0.020423,1,-0.19836,-0.064719,0.019173,-0.43642,0.077937,0.0029944,0.015467,0.0099712,-0.039782,-0.019103
g1_pop,-0.0087986,0.03712,0.0084194,-0.021655,-0.19836,1,0.037548,-0.038419,0.49414,-0.1849,-0.01267,-0.0039687,-0.013131,0.03422,0.029992
p2_pop,-0.0024844,0.027948,0.0060675,-0.010002,-0.064719,0.037548,1,-0.60195,0.091725,-0.17899,-0.0024301,0.013747,-0.017729,0.01916,0.0080825
g2_pop,0.006698,-0.0075506,-0.011933,0.009699,0.019173,-0.038419,-0.60195,1,-0.03732,0.16491,0.0080015,-0.013516,0.014571,-0.014785,-0.011356
alpha11_pop,-0.007576,0.055042,-0.0073846,-0.042446,-0.43642,0.49414,0.091725,-0.03732,1,-0.20121,-0.018278,-0.043993,-0.010953,0.080929,0.061466
alpha21_pop,0.010411,0.025035,0.021745,-0.002354,0.077937,-0.1849,-0.17899,0.16491,-0.20121,1,0.010459,-0.014836,-0.022522,-0.0029303,-0.031782
omega_b01,0.11178,-0.048318,0.026782,0.065648,0.0029944,-0.01267,-0.0024301,0.0080015,-0.018278,0.010459,1,-0.0010146,0.031667,-0.10959,-0.22661
omega_b11,0.098286,-0.60803,-0.46152,-0.05216,0.015467,-0.0039687,0.013747,-0.013516,-0.043993,-0.014836,-0.0010146,1,0.29445,-0.087328,0.008686
omega_b21,-0.040257,-0.2429,-0.55399,-0.083808,0.0099712,-0.013131,-0.017729,0.014571,-0.010953,-0.022522,0.031667,0.29445,1,-0.15021,-0.03312
omega_a1,0.045017,0.35418,0.1916,-0.76797,-0.039782,0.03422,0.01916,-0.014785,0.080929,-0.0029303,-0.10959,-0.087328,-0.15021,1,0.17448
b_1,-0.01066,0.04788,0.0070877,-0.19069,-0.019103,0.029992,0.0080825,-0.011356,0.061466,-0.031782,-0.22661,0.008686,-0.03312,0.17448,1
