parameter,value
b01_pop,4.75727065013489
b11_pop,-0.147585506881554
b21_pop,-0.158939058264716
a1_pop,4.83691288631316
b02_pop,7.39929756025578
b12_pop,0.00339508063119503
b03_pop,4.17828789570254
b13_pop,-0.159966245149806
p1_pop,0.0488422981203241
g1_pop,0.0680038242783521
p2_pop,0.753667383178607
g2_pop,0.151565171019552
alpha11_pop,0.143373440380082
alpha12_pop,-10.5150994923292
alpha13_pop,0.643482286646894
alpha21_pop,-0.0850054958057437
alpha22_pop,4.64357147799098
alpha23_pop,-0.253181618477761
omega_b01,1.96541945984632
omega_b11,0.116767042831186
omega_b21,0.0697659593361727
omega_a1,0.982078992442563
omega_b02,0.0455623347944783
omega_b12,0.00512858605828528
omega_b03,0.841562788337288
omega_b13,0.16388815094777
b_1,0.306512168804845
a_2,0.0498805444740519
a_3,0.715401669796807
