b0_pop,1,0.28262,-0.37466,0.0047739,-0.27441,-0.10452,-0.12901,0.41517,0.04542,0.70713,-0.96696
b1_pop,0.28262,1,-0.10762,0.25293,-0.070679,0.21879,-0.034815,0.22737,0.14982,0.10989,-0.32787
h1_pop,-0.37466,-0.10762,1,-0.14844,0.99305,-0.10835,0.27859,-0.21698,-0.3212,-0.27437,0.43684
h2_pop,0.0047739,0.25293,-0.14844,1,-0.14386,0.99312,-0.007066,0.2093,0.44569,-0.22798,-0.066688
alpha1_pop,-0.27441,-0.070679,0.99305,-0.14386,1,-0.1152,0.31724,-0.18043,-0.31395,-0.2048,0.33968
alpha2_pop,-0.10452,0.21879,-0.10835,0.99312,-0.1152,1,-0.0025858,0.19441,0.44299,-0.30472,0.038492
beta_hcov1_score4C,-0.12901,-0.034815,0.27859,-0.007066,0.31724,-0.0025858,1,-0.27302,-0.082819,-0.13099,0.16413
beta_hcov2_score4C,0.41517,0.22737,-0.21698,0.2093,-0.18043,0.19441,-0.27302,1,0.21027,0.26372,-0.46842
omega_b0,0.04542,0.14982,-0.3212,0.44569,-0.31395,0.44299,-0.082819,0.21027,1,-0.040056,-0.15333
omega_b1,0.70713,0.10989,-0.27437,-0.22798,-0.2048,-0.30472,-0.13099,0.26372,-0.040056,1,-0.70282
e_b,-0.96696,-0.32787,0.43684,-0.066688,0.33968,0.038492,0.16413,-0.46842,-0.15333,-0.70282,1
