rep,id,eta_b01,eta_b11,eta_b21,eta_a1,eta_b02,eta_b12,eta_b03,eta_b13,eta_b05,eta_b15,eta_b06,eta_b16,eta_b07,eta_b17,eta_p1,eta_g1,eta_p2,eta_g2,eta_alpha11,eta_alpha12,eta_alpha13,eta_alpha15,eta_alpha16,eta_alpha17,eta_alpha21,eta_alpha22,eta_alpha23,eta_alpha25,eta_alpha26,eta_alpha27
1,1,-1.42535588973651,0.0055293707452016,0.0199968297529558,-0.371357523515038,0.01415354128478,0.00463798003198356,0.362261174955499,0.0084472050823679,0.0821946512970282,-0.0586769575224388,0.722525679724313,0.214800176792794,14.5672638051482,2.09082171099885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,1.66119100442228,-0.152169713401806,-0.0159373017903463,0.407368073965521,-0.0449737187678814,0.00761337929836008,0.384275310255658,-0.0532207785287966,0.122277860891864,-0.096175542564514,0.210095723055169,0.00783064213041042,-1.79159052662465,-5.79954103894985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,1.49589384989821,-0.0831257583418798,0.132017353801074,0.917693093648553,0.00632066292042577,-0.00169907850406401,0.368762366606136,0.0589139321357074,0.11424156597034,-0.0417896231024174,0.613882963752967,0.0283340301746607,-14.0281485241755,1.11748671748689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,-1.2212941264336,0.18848225105584,0.0907962919844301,-0.297968881522434,0.034852886979527,-0.00206361667321447,0.153939832159449,-0.146922424965707,1.28889910832199,-0.0684065153302299,1.94926569670849,0.148125077514948,140.284629250069,-0.454284862608544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,-1.1681500188397,0.215219057805352,0.0480986244878358,-1.04835150267343,0.0192208379592644,-0.000870480843822164,0.152846312052942,-0.148362445034835,0.935588910186602,-0.0415491358449572,1.70955895705187,0.179306052869004,76.0447552460362,1.43023033215014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,-1.43524195874256,0.222322282025454,0.0558850919350454,-1.24760856265462,0.0570982947551144,-0.0023504689897392,0.101120962232482,-0.160636124764136,1.42878989106028,-0.0766959007009891,2.14813272940285,0.178522483665906,105.895796262141,-0.688348799278111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,3.36067729258728,0.00690707319452136,0.0501506152622093,-0.184282095274045,0.0127928114051334,-0.000742242132942679,-1.32951226608336,0.0555430781851837,0.623049083153976,0.00218609342372156,-0.157779592633695,-0.133801466457667,49.8123528950887,0.953394503499736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,3,3.89934220999811,-0.276665067693737,0.135138013583043,-0.662903222803809,0.0310422517577731,-0.00393610797212906,-0.566399628793306,-0.074035500798692,1.44339397041162,-0.0516367817302657,-0.125018580723751,-0.101704218415079,2.64817367878771,4.04510298240404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,-0.479554513831105,0.0975214278725268,-0.0399024113066294,0.19037075691682,-0.00594425629119666,-0.00331378446016275,-0.262796999981406,-0.135434982825781,1.06722327667208,0.0188066547562746,-0.149576088656439,-0.202411341532284,70.5592991614491,-4.55868736469145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4,-2.26564090049093,0.0887550882400526,-0.0132504839076523,1.95740112586737,0.0143175200907901,0.00432558456306302,0.18660026888234,-0.123123831949584,-0.532901695020557,0.25904547183379,-0.659499488925166,0.00134855235510624,-59.2425210424939,-2.33998948282325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
