rep,id,b01,b11,b02,b12,b03,b13,h1,h2,alpha11,alpha12,alpha13,alpha21,alpha22,alpha23,hcov1,hcov2,eta_b01,eta_b11,eta_b02,eta_b12,eta_b03,eta_b13,eta_h1,eta_h2,eta_alpha11,eta_alpha12,eta_alpha13,eta_alpha21,eta_alpha22,eta_alpha23,eta_hcov1,eta_hcov2
1,1,87.9656245822863,0.11654729161862,4.51358853152542,-0.0699395407218645,3.12320439651609,0.03827805692648,0.000413782223113111,0.0970381419876277,-1.36207978561844e-05,0.491562070814262,0.480230392807996,-0.0153708662595052,-0.28659802479249,-0.530567073775792,3.71743995511622,-1.81224554175069,0.311461372756298,-0.242733831024282,0.269115280918284,0.086626436113402,-2.47637044869334,-0.00712106394457772,0,0,0,0,0,0,0,0,0,0
2,1,102.388134959418,0.391880014787881,4.34191645910686,-0.0497834213146355,6.654376596439,-0.0246971636907776,0.000413782223113111,0.0970381419876277,-1.36207978561844e-05,0.491562070814262,0.480230392807996,-0.0153708662595052,-0.28659802479249,-0.530567073775792,3.71743995511622,-1.81224554175069,14.7339717498878,0.0325988921449788,0.097443208499727,0.106782555520631,1.05480175122958,-0.0700962845618353,0,0,0,0,0,0,0,0,0,0
3,1,99.608105707496,-0.180748896774591,4.71405497658652,-0.0966740131868638,4.87501997705177,-0.0152895324257089,0.000413782223113111,0.0970381419876277,-1.36207978561844e-05,0.491562070814262,0.480230392807996,-0.0153708662595052,-0.28659802479249,-0.530567073775792,3.71743995511622,-1.81224554175069,11.9539424979659,-0.540030019417493,0.469581725979386,0.0598919636484026,-0.724554868157654,-0.0606886532967665,0,0,0,0,0,0,0,0,0,0
1,2,105.86202372987,1.62679405020669,3.63341960322443,-0.103509251620824,4.22155426230384,-0.0768127215000208,0.000413782223113111,0.0970381419876277,-1.36207978561844e-05,0.491562070814262,0.480230392807996,-0.0153708662595052,-0.28659802479249,-0.530567073775792,1.68974543414374,-0.823747973523043,18.2078605203396,1.26751292756379,-0.611053647382705,0.053056725214442,-1.37802058290558,-0.122211842371078,0,0,0,0,0,0,0,0,0,0
2,2,89.0513136267177,-0.452743149873046,3.63497827793783,-0.347171624416956,2.10234669988274,0.262172916746066,0.000413782223113111,0.0970381419876277,-1.36207978561844e-05,0.491562070814262,0.480230392807996,-0.0153708662595052,-0.28659802479249,-0.530567073775792,1.68974543414374,-0.823747973523043,1.3971504171877,-0.812024272515948,-0.609494972669304,-0.19060564758169,-3.49722814532668,0.216773795875009,0,0,0,0,0,0,0,0,0,0
3,2,72.4321207626113,-1.0079705437376,4.11058568987144,-0.399372380423278,4.67510618108708,0.108994525938846,0.000413782223113111,0.0970381419876277,-1.36207978561844e-05,0.491562070814262,0.480230392807996,-0.0153708662595052,-0.28659802479249,-0.530567073775792,1.68974543414374,-0.823747973523043,-15.2220424469188,-1.3672516663805,-0.133887560735698,-0.242806403588012,-0.924468664122345,0.0635954050677884,0,0,0,0,0,0,0,0,0,0
1,3,120.103335508203,1.80111120526802,3.09820798887835,-0.485490196421914,4.05732442969895,0.0891546371933828,0.000413782223113111,0.0970381419876277,-1.36207978561844e-05,0.491562070814262,0.480230392807996,-0.0153708662595052,-0.28659802479249,-0.530567073775792,2.02769452097248,-0.988497568227651,32.4491722986732,1.44183008262512,-1.14626526172879,-0.328924219586647,-1.54225041551048,0.0437555163223251,0,0,0,0,0,0,0,0,0,0
2,3,55.0712120129707,-0.148942159169136,3.66267105433545,-0.584989808150898,4.2821832021182,0.0167548026432843,0.000413782223113111,0.0970381419876277,-1.36207978561844e-05,0.491562070814262,0.480230392807996,-0.0153708662595052,-0.28659802479249,-0.530567073775792,2.02769452097248,-0.988497568227651,-32.5829511965593,-0.508223281812039,-0.581802196271687,-0.428423831315631,-1.31739164309122,-0.0286443182277734,0,0,0,0,0,0,0,0,0,0
3,3,78.8072681049273,0.145403999108277,3.34874404246313,-0.59428743212588,4.5332958914642,0.0501513511304167,0.000413782223113111,0.0970381419876277,-1.36207978561844e-05,0.491562070814262,0.480230392807996,-0.0153708662595052,-0.28659802479249,-0.530567073775792,2.02769452097248,-0.988497568227651,-8.84689510460272,-0.213877123534625,-0.895729208144007,-0.437721455290614,-1.06627895374523,0.004752230259359,0,0,0,0,0,0,0,0,0,0
1,4,108.422337254951,1.14899039027737,2.86041612859017,-0.33358214501877,3.70075756326816,0.185645759651006,0.000413782223113111,0.0970381419876277,-1.36207978561844e-05,0.491562070814262,0.480230392807996,-0.0153708662595052,-0.28659802479249,-0.530567073775792,2.70359269462998,-1.31799675763687,20.7681740454206,0.789709267634465,-1.38405712201696,-0.177016168183503,-1.89881728194127,0.140246638779949,0,0,0,0,0,0,0,0,0,0
2,4,86.1625374131912,1.29492058259045,2.47694170901748,-0.089927596979433,5.25471204242784,-0.00348112851237837,0.000413782223113111,0.0970381419876277,-1.36207978561844e-05,0.491562070814262,0.480230392807996,-0.0153708662595052,-0.28659802479249,-0.530567073775792,2.70359269462998,-1.31799675763687,-1.49162579633887,0.935639459947543,-1.76753154158966,0.0666383798558334,-0.344862802781585,-0.048880249383436,0,0,0,0,0,0,0,0,0,0
