rep,id,b01,b11,b02,b12,b03,b13,b04,b14,b05,b15,b06,b16,h1,h2,alpha11,alpha12,alpha13,alpha14,alpha15,alpha16,alpha21,alpha22,alpha23,alpha24,alpha25,alpha26,hcov1,hcov2,eta_b01,eta_b11,eta_b02,eta_b12,eta_b03,eta_b13,eta_b04,eta_b14,eta_b05,eta_b15,eta_b06,eta_b16,eta_h1,eta_h2,eta_alpha11,eta_alpha12,eta_alpha13,eta_alpha14,eta_alpha15,eta_alpha16,eta_alpha21,eta_alpha22,eta_alpha23,eta_alpha24,eta_alpha25,eta_alpha26,eta_hcov1,eta_hcov2
1,71,93.4580670236215,2.03550491335241,6.00833848008032,-0.120597375743752,4.1875830755047,-0.225219311801228,6.38752453464599,-0.027742262372827,4.30126369830502,0.00233116173039945,94.9172832685914,0.0191290154307198,0.00186231310767845,0.0387351700391655,1.17580324149684e-09,1.38688176441141,0.470562424357262,-1.00312469315383,-6.79617763018046e-06,0.872577325199761,4.62312582034097e-07,-0.840639028247913,1.95365540471138e-06,0.611033593927277,-3.56555800937394e-11,-0.233307990586858,-4.07184989856779e-14,-0.544713424608141,4.26107039262347,1.64245101054716,-0.0650758437158752,-0.0621998471662224,-0.0518800768692849,-0.0785709387007069,1.97005849427334,0.0144892900937765,-0.167582809308576,-0.0101364750012882,0.90912640743754,0.08099264245219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,71,107.777921260404,0.558888492160438,6.42449167860136,-0.0669491437011628,4.81323082658748,-0.207046113194966,4.19436448708252,0.00710198798629935,4.21601139942152,0.00553046962058287,97.1051025973566,-0.0389944851382574,0.00186231310767845,0.0387351700391655,1.17580324149684e-09,1.38688176441141,0.470562424357262,-1.00312469315383,-6.79617763018046e-06,0.872577325199761,4.62312582034097e-07,-0.840639028247913,1.95365540471138e-06,0.611033593927277,-3.56555800937394e-11,-0.233307990586858,-4.07184989856779e-14,-0.544713424608141,18.5809246294063,0.165834589355187,0.35107735480517,-0.00855161512363365,0.573767674213488,-0.0603977400944452,-0.223101553290136,0.0493335404529029,-0.252835108192067,-0.00693716711110481,3.09694573620276,0.0228691418832128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,71,79.3082200967392,0.713011581427922,6.33004496703158,-0.007148076679878,4.61055722256616,-0.226679264115216,6.37029392830226,0.0937323402608658,4.36565740555115,-0.00130643211987987,92.5655940945672,0.141678945988579,0.00186231310767845,0.0387351700391655,1.17580324149684e-09,1.38688176441141,0.470562424357262,-1.00312469315383,-6.79617763018046e-06,0.872577325199761,4.62312582034097e-07,-0.840639028247913,1.95365540471138e-06,0.611033593927277,-3.56555800937394e-11,-0.233307990586858,-4.07184989856779e-14,-0.544713424608141,-9.88877653425881,0.319957678622671,0.256630643235388,0.0512494518976511,0.371094070192173,-0.0800308910146946,1.95282788792961,0.135963892727469,-0.10318910206244,-0.0137740688515675,-1.44256276658668,0.203542573010049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,72,76.1992111512553,0.375295454782831,6.8567702317959,-0.0507057434527336,5.2215577129273,0.0010626152537107,5.45178714950904,0.0353787433141358,4.04089865273533,-0.0131638890616108,96.1826644756502,-0.245330495136637,0.00186231310767845,0.0387351700391655,1.17580324149684e-09,1.38688176441141,0.470562424357262,-1.00312469315383,-6.79617763018046e-06,0.872577325199761,4.62312582034097e-07,-0.840639028247913,1.95365540471138e-06,0.611033593927277,-3.56555800937394e-11,-0.233307990586858,-4.07184989856779e-14,-0.544713424608141,-12.9977854797427,-0.0177584480224195,0.783355907999705,0.00769178512479552,0.982094560553307,0.147710988354232,1.03432110913638,0.0776102957807393,-0.427947854878262,-0.0256315257932985,2.17450761449638,-0.183466868115167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,72,110.690981223467,0.166393892289599,7.55176594552174,-0.237798839031605,5.54845717368985,-0.0513161920965315,3.4305208663094,-0.0712655250442011,4.22399229048656,0.0409167625911508,91.440099486512,-0.0521090449955132,0.00186231310767845,0.0387351700391655,1.17580324149684e-09,1.38688176441141,0.470562424357262,-1.00312469315383,-6.79617763018046e-06,0.872577325199761,4.62312582034097e-07,-0.840639028247913,1.95365540471138e-06,0.611033593927277,-3.56555800937394e-11,-0.233307990586858,-4.07184989856779e-14,-0.544713424608141,21.4939845924692,-0.226660010515652,1.47835162172555,-0.179401310454076,1.30899402131586,0.0953321810039896,-0.986945174063251,-0.0290339725775976,-0.244854217127027,0.0284491258594631,-2.56805737464181,0.00975458202595703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,72,62.1410152899539,1.45006150106975,7.11392563848518,-0.0725136309176316,5.31523217522063,0.0806155029046853,6.31224940232283,0.0647666427850751,4.35221020185975,0.0164266488332315,91.4878025699909,0.0632508888223457,0.00186231310767845,0.0387351700391655,1.17580324149684e-09,1.38688176441141,0.470562424357262,-1.00312469315383,-6.79617763018046e-06,0.872577325199761,4.62312582034097e-07,-0.840639028247913,1.95365540471138e-06,0.611033593927277,-3.56555800937394e-11,-0.233307990586858,-4.07184989856779e-14,-0.544713424608141,-27.0559813410441,1.0570075982645,1.04051131468899,-0.0141161023401025,1.07576902284665,0.227263876005206,1.89478336195018,0.106998195251679,-0.116636305753837,0.00395901210154386,-2.52035429116292,0.125114515843816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,73,81.2610339366842,0.73218901759073,5.79265024296751,0.0955827756338622,3.41273993627154,-0.102506421557541,4.33904125456781,-0.128494040119732,4.7850317766467,-0.0327814058529159,89.9201073053694,-0.132003783499452,0.00186231310767845,0.0387351700391655,1.17580324149684e-09,1.38688176441141,0.470562424357262,-1.00312469315383,-6.79617763018046e-06,0.872577325199761,4.62312582034097e-07,-0.840639028247913,1.95365540471138e-06,0.611033593927277,-3.56555800937394e-11,-0.233307990586858,-4.07184989856779e-14,-0.544713424608141,-7.93596269431376,0.33913511478548,-0.280764080828682,0.153980304211391,-0.826723216102447,0.04414195154298,-0.0784247858048417,-0.0862624876531284,0.316185269033106,-0.0452490425846036,-4.08804955578447,-0.0701401564779814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,73,87.4153225552378,-0.518302247919796,6.072198943689,-0.0241396497852996,3.1355805872582,-0.0393842871646379,5.26163084985649,-0.0229332699378332,4.31406482628644,0.0100469340561367,92.4963249856467,-0.0408727354377701,0.00186231310767845,0.0387351700391655,1.17580324149684e-09,1.38688176441141,0.470562424357262,-1.00312469315383,-6.79617763018046e-06,0.872577325199761,4.62312582034097e-07,-0.840639028247913,1.95365540471138e-06,0.611033593927277,-3.56555800937394e-11,-0.233307990586858,-4.07184989856779e-14,-0.544713424608141,-1.78167407576017,-0.911356150725046,-0.00121538010719213,0.0342578787922295,-1.10388256511579,0.107264085935883,0.844164809483842,0.0192982825287703,-0.154781681327151,-0.00242070267555101,-1.51183187550711,0.0209908915837001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,73,70.0702497876677,-0.428987522218492,5.72940922959091,-0.0146615993317597,3.34514206760476,-0.245110174213143,4.98014298065067,0.0350878696277301,4.41027806498864,0.0286269610574537,95.3392626644021,-0.0380725530471695,0.00186231310767845,0.0387351700391655,1.17580324149684e-09,1.38688176441141,0.470562424357262,-1.00312469315383,-6.79617763018046e-06,0.872577325199761,4.62312582034097e-07,-0.840639028247913,1.95365540471138e-06,0.611033593927277,-3.56555800937394e-11,-0.233307990586858,-4.07184989856779e-14,-0.544713424608141,-19.1267468433303,-0.822041425023743,-0.344005094205284,0.0437359292457694,-0.894321084769225,-0.0984618011126216,0.562676940278015,0.0773194220943336,-0.0585684426249493,0.016159324325766,1.33110580324828,0.0237910739743007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,74,99.6216918193758,-1.06895793500339,5.08769504798122,0.145792257900569,4.12096801934361,-0.0546068534134784,6.45732411960802,-0.113051490661282,4.68441505513674,0.00884795962324852,91.221842386849,-0.077269967141665,0.00186231310767845,0.0387351700391655,1.17580324149684e-09,1.38688176441141,0.470562424357262,-1.00312469315383,-6.79617763018046e-06,0.872577325199761,4.62312582034097e-07,-0.840639028247913,1.95365540471138e-06,0.611033593927277,-3.56555800937394e-11,-0.233307990586858,0,0,10.4246951883778,-1.46201183780865,-0.985719275814969,0.204189786478098,-0.11849513303038,0.0920415196870427,2.03985807923537,-0.070819938194678,0.215568547523148,-0.00361967710843917,-2.78631447430486,-0.0154063401201948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,74,113.265528036267,2.13332639419859,5.81046859758754,-0.0365943343504578,3.88493984401319,-0.00643957184627261,4.90444936729442,-0.18979383008785,4.16447325608603,-0.0023853062640796,91.5624915273286,0.00854560195703626,0.00186231310767845,0.0387351700391655,1.17580324149684e-09,1.38688176441141,0.470562424357262,-1.00312469315383,-6.79617763018046e-06,0.872577325199761,4.62312582034097e-07,-0.840639028247913,1.95365540471138e-06,0.611033593927277,-3.56555800937394e-11,-0.233307990586858,0,0,24.0685314052687,1.74027249139334,-0.262945726208648,0.0218031942270713,-0.354523308360802,0.140208801254249,0.486983326921766,-0.147562277621247,-0.304373251527563,-0.0148529429957673,-2.44566533382523,0.0704092289785064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,74,87.8302371692265,-1.03574018222762,7.45041240699657,-0.0817356004122751,4.88021972621946,-0.255134207308136,4.60556714890981,-0.078263725251173,4.50797336253653,-0.00391488921812511,93.9424734819933,-0.171136922371865,0.00186231310767845,0.0387351700391655,1.17580324149684e-09,1.38688176441141,0.470562424357262,-1.00312469315383,-6.79617763018046e-06,0.872577325199761,4.62312582034097e-07,-0.840639028247913,1.95365540471138e-06,0.611033593927277,-3.56555800937394e-11,-0.233307990586858,0,0,-1.36675946177154,-1.42879408503287,1.37699808320038,-0.0233380718347459,0.64075657384547,-0.108485834207615,0.188101108537153,-0.0360321727845695,0.0391268549229391,-0.0163825259498128,-0.0656833791605038,-0.109273295350395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,75,52.4813446313566,0.627404744209358,6.10359934018785,-0.12110971975212,3.11884576520176,0.106069178867413,5.24128208754102,0.0297804684567127,4.08456430804717,0.0507747507285619,90.7301703026341,-0.104920341782143,0.00186231310767845,0.0387351700391655,1.17580324149684e-09,1.38688176441141,0.470562424357262,-1.00312469315383,-6.79617763018046e-06,0.872577325199761,4.62312582034097e-07,-0.840639028247913,1.95365540471138e-06,0.611033593927277,-3.56555800937394e-11,-0.233307990586858,-1.74507852795763e-14,-0.233448610546346,-36.7156519996414,0.234350841404107,0.0301850163916528,-0.0627121911745907,-1.12061738717223,0.252717551967934,0.823816047168371,0.0720120209233162,-0.384282199566419,0.0383071139968743,-3.27798655851971,-0.0430567147606731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,75,104.586647976086,0.977350120843457,5.4394476391452,0.104484858566939,3.40579882500196,-0.0170183077768065,2.83598073980604,0.0102891459553618,4.06811742391733,0.0085210843326456,92.3571219785874,-0.190453047562091,0.00186231310767845,0.0387351700391655,1.17580324149684e-09,1.38688176441141,0.470562424357262,-1.00312469315383,-6.79617763018046e-06,0.872577325199761,4.62312582034097e-07,-0.840639028247913,1.95365540471138e-06,0.611033593927277,-3.56555800937394e-11,-0.233307990586858,-1.74507852795763e-14,-0.233448610546346,15.389651345088,0.584296218038206,-0.633966684650992,0.162882387144468,-0.83366432737203,0.129630065323715,-1.58148530056661,0.0525206984219653,-0.400729083696263,-0.00394655239904208,-1.65103488256641,-0.128589420540621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,75,86.7805604664156,-0.901983380987171,7.12072320082964,-0.221733297149394,3.38985554919135,-0.0145915580680357,6.43840307607539,-0.00104230660308066,4.73399052301461,0.036872121347185,96.3119575128193,-0.0691793689351663,0.00186231310767845,0.0387351700391655,1.17580324149684e-09,1.38688176441141,0.470562424357262,-1.00312469315383,-6.79617763018046e-06,0.872577325199761,4.62312582034097e-07,-0.840639028247913,1.95365540471138e-06,0.611033593927277,-3.56555800937394e-11,-0.233307990586858,-1.74507852795763e-14,-0.233448610546346,-2.41643616458244,-1.29503728379242,1.04730887703345,-0.163335768571864,-0.849607603182642,0.132056815032485,2.02093703570273,0.0411892458635228,0.265144015401022,0.0244044846154973,2.30380065166548,-0.00731574191369613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,76,36.2068222189008,0.59777119228193,4.52511661598844,-0.156606892694036,2.4879995067016,-0.236925703226461,5.99573862387582,-0.0790306535750484,4.39083132811589,0.0182275046098175,90.696658327976,-0.118189178268297,0.00186231310767845,0.0387351700391655,1.17580324149684e-09,1.38688176441141,0.470562424357262,-1.00312469315383,-6.79617763018046e-06,0.872577325199761,4.62312582034097e-07,-0.840639028247913,1.95365540471138e-06,0.611033593927277,-3.56555800937394e-11,-0.233307990586858,-2.90846421326271e-14,-0.389081017577244,-52.9901744120972,0.204717289476679,-1.54829770780775,-0.0982093641165073,-1.75146364567239,-0.0902773301259402,1.57827258350316,-0.0367991011084449,-0.0780151794977009,0.00575986787812986,-3.31149853317788,-0.0563255512468264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,76,63.3110569339145,0.460027478194347,4.64343402517777,0.0192526834478842,3.41776136341444,-0.0176018951828573,5.17973044526854,0.0210262082398886,4.00256114694028,-0.0201901905455976,99.6163372420853,-0.139869254380806,0.00186231310767845,0.0387351700391655,1.17580324149684e-09,1.38688176441141,0.470562424357262,-1.00312469315383,-6.79617763018046e-06,0.872577325199761,4.62312582034097e-07,-0.840639028247913,1.95365540471138e-06,0.611033593927277,-3.56555800937394e-11,-0.233307990586858,-2.90846421326271e-14,-0.389081017577244,-25.8859396970834,0.0669735753890964,-1.42998029861843,0.0776502120254133,-0.821701788959552,0.129046477917664,0.76226440489589,0.0632577607064921,-0.466285360673315,-0.0326578272772852,5.60818038093146,-0.0780056273593356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,76,79.5577270589566,-0.00109522124769218,6.55609755580674,-0.133481679385144,2.93846216252621,0.124811326573397,4.11953774428017,-0.0069455818215042,4.19102367331734,0.00246841831649358,94.5477797892371,-0.223867942034334,0.00186231310767845,0.0387351700391655,1.17580324149684e-09,1.38688176441141,0.470562424357262,-1.00312469315383,-6.79617763018046e-06,0.872577325199761,4.62312582034097e-07,-0.840639028247913,1.95365540471138e-06,0.611033593927277,-3.56555800937394e-11,-0.233307990586858,-2.90846421326271e-14,-0.389081017577244,-9.63926957204134,-0.394149124052943,0.482683232010545,-0.0750841508076153,-1.30100098984778,0.271459699673918,-0.297928296092482,0.0352859706450993,-0.277822834296254,-0.00999921841519411,0.539622928083261,-0.162004315012864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,77,93.5117560613038,0.0406822498450873,6.41275148999136,-0.0487665321722012,4.27466044843681,-0.256527016827256,5.9071870896422,-0.161588099556855,4.62113113000628,0.0340206467435248,94.4557145667225,-0.10615590492663,0.00186231310767845,0.0387351700391655,1.17580324149684e-09,1.38688176441141,0.470562424357262,-1.00312469315383,-6.79617763018046e-06,0.872577325199761,4.62312582034097e-07,-0.840639028247913,1.95365540471138e-06,0.611033593927277,-3.56555800937394e-11,-0.233307990586858,-5.81692842652542e-14,-0.778162035154487,4.31475943030586,-0.352371652960164,0.33933716619517,0.00963099640532796,0.0351972960628197,-0.109878643726735,1.48972104926955,-0.119356547090251,0.152284622392688,0.0215530100118371,0.447557705568656,-0.0442922779051594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,77,86.9019648670822,1.02955998304844,7.234703611973,-0.0622945277265205,4.19881750782978,-0.224335545955495,4.9438828642829,-0.107620542660926,4.5077250143756,0.00664951437896973,96.5428935320255,-0.251926496072794,0.00186231310767845,0.0387351700391655,1.17580324149684e-09,1.38688176441141,0.470562424357262,-1.00312469315383,-6.79617763018046e-06,0.872577325199761,4.62312582034097e-07,-0.840639028247913,1.95365540471138e-06,0.611033593927277,-3.56555800937394e-11,-0.233307990586858,-5.81692842652542e-14,-0.778162035154487,-2.29503176391582,0.636506080243188,1.16128928817681,-0.00389699914899142,-0.0406456445442078,-0.0776871728549742,0.526416823910252,-0.0653889901943223,0.0388785067620043,-0.00581812235271796,2.53473667087161,-0.190062869051324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,77,95.0505377174246,-0.206094347184297,8.43869073919917,-0.236232587934434,4.30737006696167,-0.281251108714842,4.72162554231159,-0.0495082999191851,4.73873776144165,0.00793596885530704,97.1142536737064,-0.17281293137826,0.00186231310767845,0.0387351700391655,1.17580324149684e-09,1.38688176441141,0.470562424357262,-1.00312469315383,-6.79617763018046e-06,0.872577325199761,4.62312582034097e-07,-0.840639028247913,1.95365540471138e-06,0.611033593927277,-3.56555800937394e-11,-0.233307990586858,-5.81692842652542e-14,-0.778162035154487,5.85354108642659,-0.599148249989548,2.36527641540298,-0.177835059356905,0.0679069145876774,-0.13460273561432,0.304159501938938,-0.00727674745258157,0.269891253828061,-0.00453166787638064,3.10609681255256,-0.11094930435679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,78,66.0897851234969,0.199741380054631,6.82666282030201,-0.0784306249063831,4.65741353243348,-0.284457780147077,6.17234905367069,-0.0549022625191097,4.37048303685273,0.0225639135855408,94.660231683378,-0.0336431700947725,0.00186231310767845,0.0387351700391655,1.17580324149684e-09,1.38688176441141,0.470562424357262,-1.00312469315383,-6.79617763018046e-06,0.872577325199761,4.62312582034097e-07,-0.840639028247913,1.95365540471138e-06,0.611033593927277,-3.56555800937394e-11,-0.233307990586858,-6.9803141118305e-14,-0.933794442185385,-23.107211507501,-0.19331252275062,0.753248496505819,-0.0200330963288539,0.417950380059488,-0.137809407046556,1.75488301329804,-0.0126707100525062,-0.0983634707608614,0.0100962768538531,0.652074822224151,0.0282204569266977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,78,81.2023508554577,2.01321418520555,6.20369645126016,-0.0601418914657975,4.28960658507925,-0.221235199445756,4.75172765582941,0.0442303584873805,4.31492005600693,0.0158450633141466,97.4015355362321,-0.0742590163052266,0.00186231310767845,0.0387351700391655,1.17580324149684e-09,1.38688176441141,0.470562424357262,-1.00312469315383,-6.79617763018046e-06,0.872577325199761,4.62312582034097e-07,-0.840639028247913,1.95365540471138e-06,0.611033593927277,-3.56555800937394e-11,-0.233307990586858,-6.9803141118305e-14,-0.933794442185385,-7.99464577554031,1.6201602824003,0.130282127463971,-0.00174436288826838,0.0501434327052568,-0.0745868263452348,0.334261615456757,0.086461910953984,-0.153926451606663,0.00337742658245895,3.39337867507825,-0.0123953892837564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,78,89.9565437217039,0.664171674153506,6.26595273659006,-0.177745932253264,4.51261200611681,-0.264094846849299,4.17116398845558,-0.13229088894764,4.62077746218998,0.0161051460059512,96.2201419355955,-0.0704538622144346,0.00186231310767845,0.0387351700391655,1.17580324149684e-09,1.38688176441141,0.470562424357262,-1.00312469315383,-6.79617763018046e-06,0.872577325199761,4.62312582034097e-07,-0.840639028247913,1.95365540471138e-06,0.611033593927277,-3.56555800937394e-11,-0.233307990586858,-6.9803141118305e-14,-0.933794442185385,0.759547090705937,0.271117771348255,0.19253841279387,-0.119348403675735,0.273148853742824,-0.117446473748778,-0.246302051917072,-0.0900593364810368,0.151930954576385,0.00363750927426349,2.21198507444169,-0.00859023519296441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,79,84.528444439872,0.871800851433227,3.78885043871125,-0.121435086041409,3.82054078465853,-0.157325187694491,4.40956296467125,-0.00102052619345597,3.95185556528592,0.0373604827804562,91.9907116709588,-0.176034451391037,0.00186231310767845,0.0387351700391655,1.17580324149684e-09,1.38688176441141,0.470562424357262,-1.00312469315383,-6.79617763018046e-06,0.872577325199761,4.62312582034097e-07,-0.840639028247913,1.95365540471138e-06,0.611033593927277,-3.56555800937394e-11,-0.233307990586858,-2.90846421326271e-14,-0.389081017577244,-4.66855219112601,0.478746948627977,-2.28456388508494,-0.0630375574638798,-0.418922367715461,-0.0106768145939704,-0.00790307570140669,0.0412110262731475,-0.51699094232767,0.0248928460487685,-2.01744519019501,-0.114170824369566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,79,79.8908922178244,-1.66612786784439,5.01035406788525,-0.115326870955173,3.9701835650338,-0.0184666026228295,5.53433849409924,0.0277356689213395,4.52218819641077,0.0208673053913409,97.6036047198766,-0.0540937320419786,0.00186231310767845,0.0387351700391655,1.17580324149684e-09,1.38688176441141,0.470562424357262,-1.00312469315383,-6.79617763018046e-06,0.872577325199761,4.62312582034097e-07,-0.840639028247913,1.95365540471138e-06,0.611033593927277,-3.56555800937394e-11,-0.233307990586858,-2.90846421326271e-14,-0.389081017577244,-9.30610441317359,-2.05918177064964,-1.06306025591094,-0.0569293423776441,-0.269279587340193,0.128181770477692,1.11687245372659,0.069967221387943,0.0533416887971789,0.00839966865965326,3.59544785872271,0.00776989497949164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,79,43.7234665366093,0.408866215197298,3.65428045481423,-0.109902434813419,3.65269630615025,-0.232450152429958,4.40411957396287,-0.151707163181601,4.82371709327513,0.0413000173996477,90.3374684726053,0.0664752745459133,0.00186231310767845,0.0387351700391655,1.17580324149684e-09,1.38688176441141,0.470562424357262,-1.00312469315383,-6.79617763018046e-06,0.872577325199761,4.62312582034097e-07,-0.840639028247913,1.95365540471138e-06,0.611033593927277,-3.56555800937394e-11,-0.233307990586858,-2.90846421326271e-14,-0.389081017577244,-45.4735300943887,0.0158123123920474,-2.41913386898196,-0.0515049062358895,-0.586766846223741,-0.0858017793294373,-0.0133464664097849,-0.109475610714997,0.35487058566154,0.02883238066796,-3.67068838854857,0.128338901567383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,80,93.9744664978304,-0.523776951200741,6.86647589519106,0.0448535541459244,3.73069107193111,-0.127643580652576,3.6338569263456,0.0144539089865752,4.3758557259543,0.0260225893815018,90.3242946363704,-0.122567598962167,0.00186231310767845,0.0387351700391655,1.17580324149684e-09,1.38688176441141,0.470562424357262,-1.00312469315383,-6.79617763018046e-06,0.872577325199761,4.62312582034097e-07,-0.840639028247913,1.95365540471138e-06,0.611033593927277,-3.56555800937394e-11,-0.233307990586858,-4.07184989856779e-14,-0.544713424608141,4.77746986683245,-0.916830854005992,0.793061571394864,0.103251082723454,-0.508772080442879,0.0190047924479454,-0.783609114027055,0.0566854614531787,-0.0929907816592914,0.0135549526498141,-3.6838622247835,-0.0607039719406972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,80,132.078379410292,1.21953213748466,5.88100856693306,-0.0672908670215724,3.4700632744216,-0.110521800665566,5.65037423658949,-0.146487379615978,4.23908242222451,0.0369037987735102,91.5662818856807,-0.140824881657258,0.00186231310767845,0.0387351700391655,1.17580324149684e-09,1.38688176441141,0.470562424357262,-1.00312469315383,-6.79617763018046e-06,0.872577325199761,4.62312582034097e-07,-0.840639028247913,1.95365540471138e-06,0.611033593927277,-3.56555800937394e-11,-0.233307990586858,-4.07184989856779e-14,-0.544713424608141,42.8813827792944,0.826478234679411,-0.192405756863128,-0.00889333844404324,-0.769399877952386,0.0361265724349553,1.23290819621684,-0.104255827149375,-0.229764085389079,0.0244361620418225,-2.4418749754732,-0.0789612546357881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,80,100.050874103589,-1.11062790614627,5.36105987826768,-0.107075229783498,3.95392362953198,-0.109381770081898,5.04541629000509,0.0508831544264862,4.52448345025871,0.0466189114998624,90.2161032331501,-0.174324982360029,0.00186231310767845,0.0387351700391655,1.17580324149684e-09,1.38688176441141,0.470562424357262,-1.00312469315383,-6.79617763018046e-06,0.872577325199761,4.62312582034097e-07,-0.840639028247913,1.95365540471138e-06,0.611033593927277,-3.56555800937394e-11,-0.233307990586858,-4.07184989856779e-14,-0.544713424608141,10.8538774725911,-1.50368180895152,-0.712354445528511,-0.0486777012059692,-0.285539522842004,0.0372666030186227,0.627950249632434,0.0931147068930897,0.0556369426451209,0.0341512747681747,-3.79205362800374,-0.112461355338559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,81,102.482958023832,0.00661512592626592,6.26673390052504,-0.03195698571537,3.86618533287674,-0.230869553125279,4.06928093934587,-0.0281861644041984,4.78725110945516,-0.0279443557312571,89.3897830408572,0.0825819001261788,0.00186231310767845,0.0387351700391655,1.17580324149684e-09,1.38688176441141,0.470562424357262,-1.00312469315383,-6.79617763018046e-06,0.872577325199761,4.62312582034097e-07,-0.840639028247913,1.95365540471138e-06,0.611033593927277,-3.56555800937394e-11,-0.233307990586858,-6.9803141118305e-14,-0.933794442185385,13.2859613928337,-0.386438776878985,0.193319576728851,0.0264405428621591,-0.373277819497253,-0.084221180024758,-0.348185101026781,0.0140453880624052,0.318404601841573,-0.0404119924629448,-4.61837382029667,0.144445527147649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,81,92.765655612342,1.80007291993394,6.86533907174946,0.0156351526862945,4.09782408824421,-0.2477969329319,3.4880681239372,0.04614213514131,4.32926702197621,0.0210867091232028,93.1389896180441,-0.151319597764389,0.00186231310767845,0.0387351700391655,1.17580324149684e-09,1.38688176441141,0.470562424357262,-1.00312469315383,-6.79617763018046e-06,0.872577325199761,4.62312582034097e-07,-0.840639028247913,1.95365540471138e-06,0.611033593927277,-3.56555800937394e-11,-0.233307990586858,-6.9803141118305e-14,-0.933794442185385,3.56865898134399,1.40701901712869,0.791924747953266,0.0740326812638236,-0.141639064129778,-0.101148559831379,-0.929397916435451,0.0883736876079135,-0.139579485637379,0.00861907239151515,-0.869167243109757,-0.0894559707429189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,81,86.0552810334449,1.35510210896423,8.21456894550728,-0.216459196598538,3.60847348476024,-0.259537154485358,4.63008918095477,-0.085256543668361,4.81409942035903,0.0316046599025705,95.3441583925466,-0.0546619813960456,0.00186231310767845,0.0387351700391655,1.17580324149684e-09,1.38688176441141,0.470562424357262,-1.00312469315383,-6.79617763018046e-06,0.872577325199761,4.62312582034097e-07,-0.840639028247913,1.95365540471138e-06,0.611033593927277,-3.56555800937394e-11,-0.233307990586858,-6.9803141118305e-14,-0.933794442185385,-3.14171559755309,0.962048206158979,2.14115462171108,-0.158061668021009,-0.630989667613747,-0.112888781384837,0.212623140582121,-0.0430249912017575,0.345252912745441,0.0191370231708828,1.33600153139271,0.00720164562542461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,82,87.6365454563985,1.01031343679977,7.81093031994713,-0.112996277201884,4.33198112425419,-0.127245078534233,4.65643497558483,-0.177987887656382,4.53708688527753,0.00315179465495238,90.811490880296,-0.0954662371738844,0.00186231310767845,0.0387351700391655,1.17580324149684e-09,1.38688176441141,0.470562424357262,-1.00312469315383,-6.79617763018046e-06,0.872577325199761,4.62312582034097e-07,-0.840639028247913,1.95365540471138e-06,0.611033593927277,-3.56555800937394e-11,-0.233307990586858,-3.49015705591525e-14,-0.466897221092692,-1.56045117459951,0.617259533994518,1.73751599615094,-0.0545987486243549,0.0925179718802021,0.0194032945662883,0.23896893521218,-0.135756335189779,0.0682403776639378,-0.0093158420767353,-3.19666598085784,-0.0336026101524142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
