rep,id,b01,b11,b02,b12,b03,b13,b04,b14,b05,b15,b06,b16,h1,h2,alpha11,alpha12,alpha13,alpha14,alpha15,alpha16,alpha21,alpha22,alpha23,alpha24,alpha25,alpha26,hcov1,hcov2,eta_b01,eta_b11,eta_b02,eta_b12,eta_b03,eta_b13,eta_b04,eta_b14,eta_b05,eta_b15,eta_b06,eta_b16,eta_h1,eta_h2,eta_alpha11,eta_alpha12,eta_alpha13,eta_alpha14,eta_alpha15,eta_alpha16,eta_alpha21,eta_alpha22,eta_alpha23,eta_alpha24,eta_alpha25,eta_alpha26,eta_hcov1,eta_hcov2
3,7,67.405543885856,0.283565056917519,5.85387288903023,0.0261321658313144,5.41928155940214,-0.268667844654351,2.64818577640948,-0.112096327208995,4.33843527667184,-0.0155662960199317,95.1961096390823,0.202957459246741,0.00186231310767845,0.0387351700391655,1.17580324149684e-09,1.38688176441141,0.470562424357262,-1.00312469315383,-6.79617763018046e-06,0.872577325199761,4.62312582034097e-07,-0.840639028247913,1.95365540471138e-06,0.611033593927277,-3.56555800937394e-11,-0.233307990586858,-6.9803141118305e-14,-0.933794442185385,-21.7914527451419,-0.109488845887732,-0.219541434765962,0.0845296944088435,1.17981840702815,-0.122019471553829,-1.76928026396318,-0.0698647747423912,-0.130411230941747,-0.0280339327516194,1.18795277792844,0.264821086268211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,34.9288610602261,1.71102155486875,6.86983375249227,0.281230858949853,4.24206103289893,-0.0686764566039582,4.7826222548553,-0.099244899064511,3.62740156889106,0.0073626917516671,94.6091968659362,-0.0869010172113895,0.00186231310767845,0.0387351700391655,1.17580324149684e-09,1.38688176441141,0.470562424357262,-1.00312469315383,-6.79617763018046e-06,0.872577325199761,4.62312582034097e-07,-0.840639028247913,1.95365540471138e-06,0.611033593927277,-3.56555800937394e-11,-0.233307990586858,-4.07184989856779e-14,-0.544713424608141,-54.2681355707719,1.3179676520635,0.796419428696081,0.339628387527382,0.00259788052494514,0.0779719164965629,0.365156214482643,-0.0570133465979075,-0.841444938722535,-0.00510494498002059,0.601040004782377,-0.0250373901899193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,8,37.1567470313457,-0.0602651858233401,7.5600392130477,0.0804333525424844,4.0479707607327,-0.083992454010103,3.05758742746779,-0.0805823467095336,3.94731936520944,0.0187274262207454,94.2788174601987,0.0729640474079338,0.00186231310767845,0.0387351700391655,1.17580324149684e-09,1.38688176441141,0.470562424357262,-1.00312469315383,-6.79617763018046e-06,0.872577325199761,4.62312582034097e-07,-0.840639028247913,1.95365540471138e-06,0.611033593927277,-3.56555800937394e-11,-0.233307990586858,-4.07184989856779e-14,-0.544713424608141,-52.0402495996522,-0.453319088628591,1.4866248892515,0.138830881120014,-0.191492391641287,0.0626559190904181,-1.35987861290486,-0.0383507942429301,-0.521527142404151,0.00625978948905775,0.270660599044888,0.134827674429404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,8,39.8866471353271,1.08710920000512,4.54236641127588,0.106564485494825,4.40119923147826,-0.0659512910896613,4.6037031977449,-0.101271890237056,4.37601204561188,0.0411499820784262,94.8581982067592,0.317313339593022,0.00186231310767845,0.0387351700391655,1.17580324149684e-09,1.38688176441141,0.470562424357262,-1.00312469315383,-6.79617763018046e-06,0.872577325199761,4.62312582034097e-07,-0.840639028247913,1.95365540471138e-06,0.611033593927277,-3.56555800937394e-11,-0.233307990586858,-4.07184989856779e-14,-0.544713424608141,-49.3103494956709,0.694055297199873,-1.53104791252031,0.164962014072354,0.16173607910427,0.0806970820108598,0.186237157372251,-0.0590403377704522,-0.0928344620017105,0.0286823453467385,0.850041345605348,0.379176966614492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,9,102.009283264359,-0.908934678795776,6.76224172250576,0.0598610659065784,6.19321960779552,-0.019547192497753,3.3970718816729,-0.192424290655438,4.7910844245057,0.000289048004116846,94.7910855884448,-0.0340771517416879,0.00186231310767845,0.0387351700391655,1.17580324149684e-09,1.38688176441141,0.470562424357262,-1.00312469315383,-6.79617763018046e-06,0.872577325199761,4.62312582034097e-07,-0.840639028247913,1.95365540471138e-06,0.611033593927277,-3.56555800937394e-11,-0.233307990586858,-3.49015705591525e-14,-0.466897221092692,12.8122866333611,-1.30198858160103,0.688827398709565,0.118258594484107,1.95375645542153,0.127101180602768,-1.02039415869975,-0.150192738188834,0.322237916892107,-0.0121785887275708,0.782928727290908,0.0277864752797823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,9,67.541405621762,0.983722020704794,5.15243414126112,0.117157738400326,5.65248577406646,0.083372218042426,1.53255650475275,-0.00532797119700347,4.16376240292487,0.0238121707300497,92.4240167861974,0.0129074967250754,0.00186231310767845,0.0387351700391655,1.17580324149684e-09,1.38688176441141,0.470562424357262,-1.00312469315383,-6.79617763018046e-06,0.872577325199761,4.62312582034097e-07,-0.840639028247913,1.95365540471138e-06,0.611033593927277,-3.56555800937394e-11,-0.233307990586858,-3.49015705591525e-14,-0.466897221092692,-21.655591009236,0.590668117899543,-0.920980182535076,0.175555266977855,1.41302262169247,0.230020591142947,-2.8849095356199,0.0369035812696,-0.305084104688722,0.0113445339983621,-1.58414007495642,0.0747711237465456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,9,32.2859456874996,0.304819423808058,7.46217475639821,0.0517244948831492,5.91694251788964,0.0338490820548979,2.34463359070854,-0.0597588306459239,4.83201463977778,0.0174979676401236,94.9457353048142,0.0395631918098185,0.00186231310767845,0.0387351700391655,1.17580324149684e-09,1.38688176441141,0.470562424357262,-1.00312469315383,-6.79617763018046e-06,0.872577325199761,4.62312582034097e-07,-0.840639028247913,1.95365540471138e-06,0.611033593927277,-3.56555800937394e-11,-0.233307990586858,-3.49015705591525e-14,-0.466897221092692,-56.9110509434984,-0.0882344789971928,1.38876043260201,0.110122023460678,1.67747936551565,0.180497455155419,-2.07283244966411,-0.0175272781793204,0.363168132164185,0.00503033090843589,0.937578443660342,0.101426818831289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,10,99.4616969450134,1.1976458212873,5.64519153120317,-0.0683973401148713,4.19758362181638,0.108278621650642,3.99910924015385,0.120369984617059,4.07311671400089,-0.00789006088443947,95.0083640000186,0.0706378270315117,0.00186231310767845,0.0387351700391655,1.17580324149684e-09,1.38688176441141,0.470562424357262,-1.00312469315383,-6.79617763018046e-06,0.872577325199761,4.62312582034097e-07,-0.840639028247913,1.95365540471138e-06,0.611033593927277,-3.56555800937394e-11,-0.233307990586858,-2.90846421326271e-14,-0.389081017577244,10.2647003140155,0.804591918482052,-0.428222792593025,-0.00999981153734222,-0.0418795305576092,0.254926994751163,-0.418356800218801,0.162601537083662,-0.395729793612697,-0.0203576976161272,1.00020713886479,0.132501454052982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,10,88.4122787554869,1.81938104387086,6.17213267738524,-0.18384802217238,4.16469403641355,-0.138355977664496,5.36475098790304,-0.247312840700144,4.15234349764337,0.0169032980381143,96.3263360043402,-0.142164681254239,0.00186231310767845,0.0387351700391655,1.17580324149684e-09,1.38688176441141,0.470562424357262,-1.00312469315383,-6.79617763018046e-06,0.872577325199761,4.62312582034097e-07,-0.840639028247913,1.95365540471138e-06,0.611033593927277,-3.56555800937394e-11,-0.233307990586858,-2.90846421326271e-14,-0.389081017577244,-0.784717875511134,1.42632714106561,0.0987183535890503,-0.125450493594851,-0.0747691159604384,0.00829239543602547,0.947284947530392,-0.20508128823354,-0.316503009970221,0.0044356613064266,2.31817914318631,-0.0803010542327683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,10,91.1961713439184,-0.541257095588929,5.7509546100169,-0.287558122160204,3.76148517358883,0.213244910448995,5.14953177702157,0.0291540799278962,4.2493624535651,0.033050678914363,94.1918791884055,-0.130778769999363,0.00186231310767845,0.0387351700391655,1.17580324149684e-09,1.38688176441141,0.470562424357262,-1.00312469315383,-6.79617763018046e-06,0.872577325199761,4.62312582034097e-07,-0.840639028247913,1.95365540471138e-06,0.611033593927277,-3.56555800937394e-11,-0.233307990586858,-2.90846421326271e-14,-0.389081017577244,1.99917471292044,-0.934310998394179,-0.322459713779295,-0.229160593582675,-0.477977978785163,0.359893283549516,0.732065736648918,0.0713856323944997,-0.219484054048494,0.0205830421826753,0.18372232725163,-0.0689151429778925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,11,98.0813696595017,-0.261334590557066,8.23777048880543,-0.0809811941725708,3.34318506000218,-0.24092162712422,2.27273473865185,-0.0350595737296,4.39558571540221,0.0306706850704731,89.2134545476048,0.251299327545701,0.00186231310767845,0.0387351700391655,1.17580324149684e-09,1.38688176441141,0.470562424357262,-1.00312469315383,-6.79617763018046e-06,0.872577325199761,4.62312582034097e-07,-0.840639028247913,1.95365540471138e-06,0.611033593927277,-3.56555800937394e-11,-0.233307990586858,-4.65354274122033e-14,-0.62252962812359,8.88437302850373,-0.654388493362317,2.16435616500924,-0.0225836655950417,-0.896278092371807,-0.0942732540236994,-2.14473130172081,0.0071719787370035,-0.0732607922113813,0.0182030483387854,-4.79470231354908,0.313162954567171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,11,101.980209141219,-0.429355830886389,9.38221618128445,-0.204883972245793,3.10044780859597,-0.222538597231185,2.24291491642053,-0.0739018327751798,4.95446165743506,0.0185277220501257,91.9231049553245,0.11731934824406,0.00186231310767845,0.0387351700391655,1.17580324149684e-09,1.38688176441141,0.470562424357262,-1.00312469315383,-6.79617763018046e-06,0.872577325199761,4.62312582034097e-07,-0.840639028247913,1.95365540471138e-06,0.611033593927277,-3.56555800937394e-11,-0.233307990586858,-4.65354274122033e-14,-0.62252962812359,12.7832125102207,-0.82240973369164,3.30880185748826,-0.146486443668263,-1.13901534377801,-0.0758902241306644,-2.17455112395212,-0.0316702803085763,0.48561514982147,0.006060085318438,-2.08505190582936,0.17918297526553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
