rep,id,b0,b1,b2,a,h1,h2,alpha1,alpha2,hcov1,hcov2,eta_b0,eta_b1,eta_b2,eta_a,eta_h1,eta_h2,eta_alpha1,eta_alpha2,eta_hcov1,eta_hcov2
1,1,0.746831078478589,-0.322780281276735,-1.33901676813361,0.000360558657863394,0.00106218582142814,0.121313132070741,5.7796071561525e-09,-0.448900119970686,2.57050043727538,-1.48256130840843,-0.082806602175109,0.0321612416297736,-0.566486634204763,-4.59988221162556,0,0,0,0,0,0
2,1,0.645327995363397,-0.00611392723188606,-1.29932480788498,0.00472255003206996,0.00106218582142814,0.121313132070741,5.7796071561525e-09,-0.448900119970686,2.57050043727538,-1.48256130840843,-0.184309685290301,0.348827595674622,-0.526794673956137,-2.02743267391121,0,0,0,0,0,0
3,1,0.920122784591804,-0.296161477092328,-1.16926970818659,5.39792455244789e-06,0.00106218582142814,0.121313132070741,5.7796071561525e-09,-0.448900119970686,2.57050043727538,-1.48256130840843,0.0904851039381062,0.0587800458141802,-0.396739574257745,-8.80152233008156,0,0,0,0,0,0
4,1,0.788020576641338,-0.537446534390205,-0.869278487638824,0.000488006123972788,0.00106218582142814,0.121313132070741,5.7796071561525e-09,-0.448900119970686,2.57050043727538,-1.48256130840843,-0.0416171040123606,-0.182505011483697,-0.0967483537099767,-4.29720891273517,0,0,0,0,0,0
5,1,0.860572043490149,-0.969389972569967,-0.504482218035966,0.0050584494492935,0.00106218582142814,0.121313132070741,5.7796071561525e-09,-0.448900119970686,2.57050043727538,-1.48256130840843,0.0309343628364507,-0.614448449663458,0.268047915892881,-1.95872158525874,0,0,0,0,0,0
6,1,0.837424208443663,-0.387001019880072,-0.282262961760639,3.21175331193192,0.00106218582142814,0.121313132070741,5.7796071561525e-09,-0.448900119970686,2.57050043727538,-1.48256130840843,0.00778652778996491,-0.0320594969735639,0.490267172168208,4.4947906814515,0,0,0,0,0,0
7,1,0.858626890312482,-0.179822858391412,-0.498182453360523,0.160263387186049,0.00106218582142814,0.121313132070741,5.7796071561525e-09,-0.448900119970686,2.57050043727538,-1.48256130840843,0.028989209658784,0.175118664515097,0.274347680568324,1.49703704304208,0,0,0,0,0,0
8,1,0.783548982385385,-0.165925056228859,-0.602505934391311,0.0008932390345941,0.00106218582142814,0.121313132070741,5.7796071561525e-09,-0.448900119970686,2.57050043727538,-1.48256130840843,-0.0460886982683127,0.189016466677649,0.170024199537536,-3.6926826466592,0,0,0,0,0,0
9,1,0.987557419986338,-0.17991692282885,-0.184292296833897,0.0337508286598677,0.00106218582142814,0.121313132070741,5.7796071561525e-09,-0.448900119970686,2.57050043727538,-1.48256130840843,0.157919739332639,0.175024600077658,0.58823783709495,-0.0607766187499101,0,0,0,0,0,0
10,1,0.773726102859677,-0.874768781851095,-0.331244805561753,0.278433917688322,0.00106218582142814,0.121313132070741,5.7796071561525e-09,-0.448900119970686,2.57050043727538,-1.48256130840843,-0.0559115777940211,-0.519827258944586,0.441285328367094,2.04939916316452,0,0,0,0,0,0
1,2,0.744126553574604,-0.46229663429476,-0.769151062318831,2.99070589218889e-05,0.00106218582142814,0.121313132070741,5.7796071561525e-09,-0.448900119970686,1.16840928967063,-0.673891503822013,-0.0855111270790939,-0.107355111388252,0.0033790716100156,-7.08944233075691,0,0,0,0,0,0
2,2,0.904645930413132,-0.35782636959275,-0.340457766030152,0.831406842946194,0.00106218582142814,0.121313132070741,5.7796071561525e-09,-0.448900119970686,1.16840928967063,-0.673891503822013,0.0750082497594337,-0.00288484668624167,0.432072367898695,3.14333766876316,0,0,0,0,0,0
3,2,0.857168922172856,-0.660988994036171,-0.545891613922184,0.0707983362468189,0.00106218582142814,0.121313132070741,5.7796071561525e-09,-0.448900119970686,1.16840928967063,-0.673891503822013,0.0275312415191574,-0.306047471129662,0.226638520006663,0.680053912432844,0,0,0,0,0,0
4,2,0.838233010443271,-1.32578230780263,-1.00627233348703,5.74168732108462e-06,0.00106218582142814,0.121313132070741,5.7796071561525e-09,-0.448900119970686,1.16840928967063,-0.673891503822013,0.00859532978957289,-0.970840784896122,-0.233742199558188,-8.73978374212285,0,0,0,0,0,0
5,2,0.861320888085351,0.24792330838589,-0.826343792278857,0.0250094975181834,0.00106218582142814,0.121313132070741,5.7796071561525e-09,-0.448900119970686,1.16840928967063,-0.673891503822013,0.0316832074316524,0.602864831292398,-0.0538136583500095,-0.360525935200474,0,0,0,0,0,0
6,2,0.767440752022255,-0.686492376267852,-0.984565504340247,2.96139288692836,0.00106218582142814,0.121313132070741,5.7796071561525e-09,-0.448900119970686,1.16840928967063,-0.673891503822013,-0.0621969286314431,-0.331550853361344,-0.2120353704114,4.41363341789104,0,0,0,0,0,0
7,2,0.869311849216166,-0.341674425364022,-0.858104110666298,0.0718659131646701,0.00106218582142814,0.121313132070741,5.7796071561525e-09,-0.448900119970686,1.16840928967063,-0.673891503822013,0.0396741685624676,0.0132670975424867,-0.0855739767374512,0.695020476938109,0,0,0,0,0,0
