rep,id,eta_b01,eta_b11,eta_b21,eta_a1,eta_b02,eta_b12,eta_b03,eta_b13,eta_b04,eta_b14,eta_b05,eta_b15,eta_b07,eta_b17,eta_p1,eta_g1,eta_p2,eta_g2,eta_alpha11,eta_alpha12,eta_alpha13,eta_alpha14,eta_alpha15,eta_alpha17,eta_alpha21,eta_alpha22,eta_alpha23,eta_alpha24,eta_alpha25,eta_alpha27
1,1,0.264133969301334,-0.0686025717933139,0.041474448217822,-0.153784492930676,0.02843742765205,0.00101107056428567,-0.3601258552314,0.193101210689994,2.07074117384215,0.0398235221817448,0.545717972848014,0.00390872552002923,-39.9366388826713,-5.86930123189286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,-0.464650522502579,-0.0490478320652829,-0.0995955602869162,-0.145204246581466,0.0297412828242321,0.00141181005557466,0.333488828734378,0.135189794598076,1.60873274454831,0.0635151804568084,0.743757042781571,-0.0352462813783161,-29.7220248354437,-6.35546921135447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,1,-0.43067939755471,0.0545788018671503,0.061210542292217,-0.305944441887452,0.00893858690536842,0.00219237727938396,0.449724854770489,0.130998770068331,1.26489951959265,0.0653776353462846,0.58316561647353,0.00226874902752994,-51.8851420550307,-5.16415632415061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,-0.0250790520330995,-0.00604982157668879,0.00660653104807254,-0.26965822396682,0.0573417425820644,-5.20960091202755e-05,1.12270155583763,0.138553812305916,0.779842008496079,-0.074052237274486,0.295870298269705,0.0421749367058306,-110.069979218224,-1.96727521251449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2,2.88994957367635,-0.11185272372699,0.0690669158085579,0.698426465475002,0.0449480039189458,-0.000835121386467751,0.93477180825231,0.209736035043273,-0.0519385242537229,-0.072167261138532,-0.100377966319614,0.0730928803597508,-133.299690064072,-1.26849945152588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,2,1.22134571095577,0.199461134262948,-0.0337895117342875,0.141459792159259,-0.0318580043733991,0.001437032959711,1.32401550215071,-0.0340280179133505,0.522777739616445,-0.0199848185292738,0.815178337754421,0.0267353232166575,-43.0951899275512,-5.37395120709692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,-3.43437487837203,0.110218295272521,0.0654083239614619,0.147520629172489,-0.0179896563151205,-0.00484988953289804,0.125035607001895,-0.0058569817598807,-0.969332119547881,-0.0717096893943727,0.1059778984458,-0.0731026420138003,-233.764846399438,-0.653251450909229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,3,-2.31341837254552,-0.0696340473592038,-0.0687434357850527,-0.330745941509514,0.0533909683566671,-0.0136105167549939,0.180231451729433,-0.0409105860998994,-1.57487584772335,0.06296410351635,0.440600853088251,-0.0686066554766265,-244.372174315483,0.752954974869777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,3,-3.33323781899007,0.00440556903550429,-0.0461456954500382,0.607474312118027,-0.053823997303871,-0.00251118404683897,-0.252503304923583,-0.000337570246357805,-1.00934461518755,0.0291947415938343,-0.069502167773936,-0.00177527691301713,-236.333390703934,0.0725734618088332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,4,-2.1716878671928,0.172979564347444,0.0491172739530393,0.162490778736488,-0.00570996158134118,0.00875610562508035,-0.267983091546824,0.0188123909588639,-1.69325072169327,0.0303675040358445,0.237241714082301,-0.0294626565700478,164.6208421702,1.88558682204844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,4,-1.84363582465041,0.114223334379063,-0.0977916904197234,-0.781775259694655,-0.0397586161779202,0.00367923975123729,0.0633235210316894,0.00481270557652441,-1.31187542637381,0.146445679491916,0.15127401419084,-0.172377263058895,117.844536055515,0.360214378274582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,4,-2.30072416182459,0.0423378852039502,-0.0556792158106528,0.821353477477548,0.0215235003581533,-0.00640188353490827,-0.320986512849134,0.098340410093519,-1.53680516212225,-0.0770808498357375,-0.234620839591731,-0.10515292479187,222.169173023557,7.01378267663486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,5,0.0772263987858759,0.0559973892718563,-0.00500345788593462,0.00527517752355733,0.00915619847670612,-0.00011574060755648,0.590249955574807,0.0787599288288562,0.738890760970572,-0.123740320493178,0.944980216483962,0.0323249134086826,-127.375941347146,-4.22192282639729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,5,-2.33563948777907,0.0986092155639597,-0.196871021973864,0.31198478298739,0.0154951029100223,-0.00114856420190605,0.586718293784518,-0.0220563004275446,-0.00885193342474189,-0.0182267283392717,1.24066356481456,-0.073654957743184,-98.0341460141227,1.53731302765762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,5,2.19705680619346,-0.151043036354423,-0.051800736364281,-0.350629129136346,0.0300701577358238,0.00322340754876395,0.323914877585713,-0.00966368169108189,-0.646530054980017,0.0522680907826437,1.02567938686616,0.162938863247929,-90.1645228107658,5.02172836383358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,6,-1.90630864923001,0.0700754983192553,-0.0604198738803109,-0.480504845608225,-0.0231061663567322,-0.00269051105840712,-0.0924510402469894,0.348783725330054,-1.12437155405729,-0.18369550346059,-0.728880880639156,-0.0877268334741728,13.2869559966931,2.5397315189105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,6,-2.09083018318396,0.0925806498895745,-0.0208223433578211,-0.000685134762756334,-0.0759224435093397,-0.00192241286831518,-0.50683133706655,0.202728443822254,-0.558176590206672,-0.0723233684581584,0.224881666304566,0.108043235281547,-61.9123410483479,-2.20602217057143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,6,-2.56596568824587,0.127842076064368,0.0215284167165451,-0.0797651844221832,-0.101724417764949,-0.00775416755301559,-0.304015608745093,0.0352669427115517,-0.731938759282384,-0.0142678200119397,0.388681222365821,0.0837513116911788,-133.747288947525,0.518898677846729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,7,3.56134035096549,-0.206375120869877,-0.0280685695366169,0.0802000983810152,0.0732883724812723,0.00529160181851932,0.287326718612816,-0.227413363136955,1.71323028396095,-0.104307112677944,-0.501764432187255,-0.0259806609854384,-102.067470264834,5.41710078057247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,7,2.69155553270782,0.0844580047741081,-0.0571463085265976,-0.0328709510133196,0.0294160071808145,-0.00147091689811829,-0.0511674067068872,-0.132877079352664,-0.0728878726277458,0.000667646876207108,-1.09344139700029,-0.0120861672386839,37.7225586802019,-0.622930574571588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,7,2.575453322984,-0.00684979586570661,-0.0594978563201631,0.0177934847981631,-0.0308316644222675,0.00151216884740267,0.157610285464229,0.069480867703697,0.689651107165782,0.0627437636717983,-0.0501436949994485,-0.141972414623337,-86.6563440926086,0.856413382463128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,8,1.85337156037936,0.0162363937970748,0.0584691259470357,-0.0162025870897149,-0.0212217700259538,0.000511984937070452,0.139786334436441,-0.0110324074905143,0.575875945154644,0.04546657115205,-0.391414122271744,-0.0223166487632031,26.1190406119513,-1.60468272710296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,8,-2.20787575107713,0.223490493622948,0.0175130633183741,-0.377665872923871,0.0224448067605119,-0.0021700905524431,0.483273399038277,-0.0545212604834932,0.49536622084817,-0.0217781875284929,-0.586245312831863,0.0173420281217766,73.7151215980219,-3.45347852877544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,8,1.56749702442795,-0.0367273920844585,0.023519729306139,0.298727878918741,-0.00626538766070794,-0.00225362838999536,-0.130374506698583,0.0216722955990646,0.576803066706383,0.0313166573649467,-0.664833759878702,0.000167308987379787,31.6637508918169,-2.80548043498502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,9,1.11322664676925,0.199528572853725,0.0297173185310913,0.352495585237545,-0.0416840511003604,0.010346185099265,1.07660473344478,-0.0556889320659893,0.188946527528943,0.0281331887720631,1.43627766245285,0.0716291735448528,-75.1924484514903,-6.9478683548237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,9,1.2946257511653,0.0745010005831249,-0.0451628349504221,0.822334789326646,0.0100892473471497,0.00287026686138736,0.940858009922695,-0.0162196365438927,-0.707017698314172,0.0502351066193114,1.24176295472334,0.0421721790904789,-40.41506878554,-4.11749359516016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,9,6.09464554083571,0.013847333402086,0.117096784698422,-0.320451185840043,0.0100363443659504,-0.000509776813535551,0.829422848270279,0.09684129650272,-0.0118991192192022,-0.13717556339902,1.22607689455539,0.137320695084582,-76.7185325830086,5.74897781212509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,10,0.392941891311238,-0.0577098638239368,0.000759324222856378,0.455757662133381,0.0154064831653118,0.00474514810444646,-1.41582328942808,-0.101502986917364,-0.302902273136195,0.0899243132581125,-1.8847462118026,-0.0389232813482474,-223.856916479398,-2.59700806610125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,10,0.991839904428962,-0.034224969355428,-0.139745432669275,0.206623138406701,0.0460308403165692,0.000592321286639459,-1.55633979754859,0.128860396439476,0.494750016640263,-0.0558978547073136,-1.32526140713646,-0.153591863621917,-255.83868646641,-0.95421533605234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,10,0.475650909930877,-0.120349709894703,-0.0633084864094128,0.717949987678628,0.0498441070842199,-0.00570997322597779,-1.67842996151754,0.0801364155971197,1.92315632789968,-0.0240598676598773,-1.68427282883478,-0.0574483716718944,-231.543091569049,0.812547435845017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,11,1.40595838535562,0.0178764773627666,0.14100913366816,0.56004592159386,0.0136942042037669,-0.000370571400075838,-0.519325900147473,0.276393853914042,-0.213791429027332,-0.0292343536242392,0.684707879295951,0.0173186798669354,48.5769209208127,3.07610174056032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,11,-0.435174722596073,0.0574347762245341,0.121416036259401,0.440226530889738,0.00101155051279811,-0.00174047202760977,0.0908536491748047,0.171871462778448,0.683290113662276,-0.0512589590135523,0.318711512795092,0.044606406008711,11.4135129034307,5.98059744900438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
