rep,id,eta_b01,eta_b11,eta_b02,eta_b12,eta_b03,eta_b13,eta_b04,eta_b14,eta_b05,eta_b15,eta_b06,eta_b16,eta_h1,eta_h2,eta_alpha11,eta_alpha12,eta_alpha13,eta_alpha14,eta_alpha15,eta_alpha16,eta_alpha21,eta_alpha22,eta_alpha23,eta_alpha24,eta_alpha25,eta_alpha26,eta_hcov1,eta_hcov2,score4C
2,4,-28.6248950186439,1.03991157910988,0.0808991641868184,-0.00915294998280532,-1.75642204438507,0.184821164811766,-2.4096446069485,0.194336370115841,-0.120755081034448,0.00344941794365655,-0.647301235696389,-0.0493854195843149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
3,4,-19.8844834301678,0.983463974518035,-1.19087493550726,-0.136406196692969,-1.57179573642599,-0.194009346814102,-2.05142375196962,0.0321122260382021,-0.126237063376942,0.0060995636937136,-1.54029852898593,-0.336950907662456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
1,5,25.0617088084154,-0.903868456989949,3.85965083629726,-0.16080161632554,-0.81435106175112,0.1524973978765,1.25915406206376,-0.179068228345753,0.365963668294561,0.0085605893235838,4.090476993933,-0.387066018438498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2,5,21.142793783721,-0.983388568423876,3.87302897581518,-0.145051779369481,-0.954305291043232,0.156762774111101,1.29329186575879,-0.186045323135502,0.169175096139775,0.029975907457226,3.51833633832983,-0.244186378496061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
3,5,28.4522527681436,-1.11041629339169,2.69906133633761,-0.0835188992143569,-0.663409637308709,0.14769900655589,0.260329642992644,-0.0907001809633055,0.451205516573935,0.0174153901849289,3.31240574544422,-0.3352729446859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1,6,8.83234324144037,0.731745116299982,-0.596251033428139,-0.0178283176255075,1.28736053749154,-0.0351199747633603,-2.5938826788978,0.0970225902387001,-0.354774404501145,-0.0265776427769297,-2.55431517811327,0.0356523212155488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2,6,27.7389888760806,0.537900543802367,-0.212602187698064,0.10309788057708,0.735485448202097,0.296435556079595,-1.45591650530422,0.0698601204656213,-0.699379144618415,-0.00606856021549207,-1.98925307229908,0.0863730626359914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
3,6,6.59505830476425,-0.679289236247287,-0.0568290907741105,-0.158314123553962,1.23115211781082,0.0985745167526003,2.7023175878276,-0.0542627938652635,-0.64842240844489,-0.00755802363320063,-0.320816040952153,0.0655523872747346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1,7,-2.38257621504356,0.682172624216198,0.433017385631685,-0.00757117668520303,1.17862646298041,0.115726184978244,-1.37665005052245,-0.0740084394752665,-0.434022041097943,0.00214889947494811,1.90524987995612,0.205536675889914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
2,7,3.52574279773785,0.943475351464953,0.897985098304932,0.170762155937841,0.375340676410532,0.105255639194383,-0.51073826393249,-0.0784577387847768,-0.477443096879221,-0.0102677982996782,1.32353624239812,0.148726874791918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
3,7,-21.7914527451419,-0.109488845887732,-0.219541434765962,0.0845296944088435,1.17981840702815,-0.122019471553829,-1.76928026396318,-0.0698647747423912,-0.130411230941747,-0.0280339327516194,1.18795277792844,0.264821086268211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
1,8,-54.2681355707719,1.3179676520635,0.796419428696081,0.339628387527382,0.00259788052494514,0.0779719164965629,0.365156214482643,-0.0570133465979075,-0.841444938722535,-0.00510494498002059,0.601040004782377,-0.0250373901899193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
2,8,-52.0402495996522,-0.453319088628591,1.4866248892515,0.138830881120014,-0.191492391641287,0.0626559190904181,-1.35987861290486,-0.0383507942429301,-0.521527142404151,0.00625978948905775,0.270660599044888,0.134827674429404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
3,8,-49.3103494956709,0.694055297199873,-1.53104791252031,0.164962014072354,0.16173607910427,0.0806970820108598,0.186237157372251,-0.0590403377704522,-0.0928344620017105,0.0286823453467385,0.850041345605348,0.379176966614492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
1,9,12.8122866333611,-1.30198858160103,0.688827398709565,0.118258594484107,1.95375645542153,0.127101180602768,-1.02039415869975,-0.150192738188834,0.322237916892107,-0.0121785887275708,0.782928727290908,0.0277864752797823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
2,9,-21.655591009236,0.590668117899543,-0.920980182535076,0.175555266977855,1.41302262169247,0.230020591142947,-2.8849095356199,0.0369035812696,-0.305084104688722,0.0113445339983621,-1.58414007495642,0.0747711237465456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
3,9,-56.9110509434984,-0.0882344789971928,1.38876043260201,0.110122023460678,1.67747936551565,0.180497455155419,-2.07283244966411,-0.0175272781793204,0.363168132164185,0.00503033090843589,0.937578443660342,0.101426818831289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
1,10,10.2647003140155,0.804591918482052,-0.428222792593025,-0.00999981153734222,-0.0418795305576092,0.254926994751163,-0.418356800218801,0.162601537083662,-0.395729793612697,-0.0203576976161272,1.00020713886479,0.132501454052982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2,10,-0.784717875511134,1.42632714106561,0.0987183535890503,-0.125450493594851,-0.0747691159604384,0.00829239543602547,0.947284947530392,-0.20508128823354,-0.316503009970221,0.0044356613064266,2.31817914318631,-0.0803010542327683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
3,10,1.99917471292044,-0.934310998394179,-0.322459713779295,-0.229160593582675,-0.477977978785163,0.359893283549516,0.732065736648918,0.0713856323944997,-0.219484054048494,0.0205830421826753,0.18372232725163,-0.0689151429778925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
1,11,8.88437302850373,-0.654388493362317,2.16435616500924,-0.0225836655950417,-0.896278092371807,-0.0942732540236994,-2.14473130172081,0.0071719787370035,-0.0732607922113813,0.0182030483387854,-4.79470231354908,0.313162954567171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
2,11,12.7832125102207,-0.82240973369164,3.30880185748826,-0.146486443668263,-1.13901534377801,-0.0758902241306644,-2.17455112395212,-0.0316702803085763,0.48561514982147,0.006060085318438,-2.08505190582936,0.17918297526553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
3,11,11.4528011562377,-0.575412029390618,3.3262935445383,-0.198806549218375,-0.509633167941821,-0.10544693799857,-2.19487268945775,-0.0135088083942443,0.327523096304916,0.030205003930969,-1.2319948450529,0.0736168808097723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
1,12,2.96136378451705,0.398214670507283,-0.0113369911683669,-0.0118283146222583,1.57801298226746,-0.0493755215234004,1.92884174360934,0.0573251444085948,0.125908699056278,0.00882583138572189,4.10855459036472,-0.0993575322116607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
2,12,-10.8322022468992,0.899549997959236,-0.144176092556627,-0.00975300042234944,0.482288201630493,0.21115369683244,1.53085392228529,0.219931789123852,-0.136693130750118,-0.00218009782642714,-0.679428511834402,-0.283335046289699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
3,12,8.23787436020112,-0.961951324605992,1.3576838558601,-0.0993870878322864,2.14320659929807,-0.23513890514389,0.270508341412601,0.147711546666801,-0.203104471388392,0.0320512100288125,1.75240585007204,-0.208721600934629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
1,13,-0.380955596040863,-0.540274064471244,-0.379235086651234,0.106029470650241,-2.39847184616387,-0.228259536013364,-0.00230831985074431,0.0127485736927185,0.350512620445033,2.68070953465295e-05,-3.20753623399277,-0.257766616547415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
2,13,-11.6469223441483,-0.0337524833208525,-0.182444546191796,0.0532395746961331,-2.88310285597491,-0.233003975049252,-0.515819498586201,-0.0903598642870636,0.0329967177679134,0.0721021910982182,-0.68749667120295,-0.205080467967682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
3,13,1.89640607522128,1.02982759278281,-0.936992773375826,-0.0646542120187666,-2.23703693661801,-0.277157988148836,-1.03373907860504,-0.0348114332411958,0.283651217419293,-0.00650268426219164,-2.77363619013663,-0.100795405447501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
1,14,14.7253702132161,0.452575215493303,1.16660378948851,-0.0993670576168831,-0.503246559542844,-0.070855763364441,-2.3536692866508,0.128056811631667,0.315665184491435,0.0447411406490748,-2.83595385951875,-0.110138573910416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
2,14,24.0458530083782,1.56867703121107,-0.429077858536684,-0.0235946658179945,0.47465262058336,-0.154383818505911,0.972903846561795,-0.0553486651281839,0.244898926305124,0.0253555564985169,2.87896002422546,0.16478099397521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
3,14,11.2540601648923,1.1592566240797,1.34507489959055,-0.0806948302992578,-0.347106930370581,-0.243961617347374,0.776490122651681,-0.0474577896138026,-0.110798960191206,0.0453131901090953,-0.348355182894579,-0.186117881883805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
1,15,-1.24243046209028,-2.2918182978275,0.537467158094644,0.0852198388125609,1.17390350755911,0.19282341071604,-1.11133648414884,-0.164554391993033,0.0286611086242434,0.013389237592767,0.610375007959007,-0.0514585296426945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
2,15,-27.7131031894152,0.0809259175652031,1.94912618073225,0.0309228714632689,1.63383494467939,-0.146303436072288,0.464021603083071,-0.0237421710139292,-0.170240890221523,0.0210698808471257,1.26553475421406,-0.0202943464019706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
3,15,17.4876609442478,-0.335428525753528,0.0220261573720979,-0.0944376553031917,0.62396699391592,0.201305917303902,-2.25583151362267,0.0866612943888692,0.321288054741288,0.0185699649977046,5.01976215270143,0.216658412348103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
1,16,-21.5675187369931,1.63424307864888,0.197228987544777,-0.141157505837501,0.0506997342091493,0.148388356099048,-0.435930442570665,-0.0304594259028537,-0.533103815946954,-0.0527453876449372,0.45659951147357,0.120499172484791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
2,16,-7.21796660567971,-0.554263427902992,1.0768380577401,-0.0300676182840532,0.388319754723586,0.182256118323735,0.886983169024054,0.0111358722445489,0.150145087859504,-0.0330665046405356,-4.63309375491926,-0.231981087851699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
3,16,21.2236474268226,-0.581567815523434,-0.825511416862588,0.00619935435395064,1.24522038863178,0.146732469554892,-0.993402542188768,0.0588158209753085,0.48499458908325,-0.0197241643893401,0.345927347400249,-0.111043089063376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
1,17,-8.19889471110719,-0.0767683245111177,-1.85822764615481,-0.15000974024092,-0.963129184812219,-0.231691849606998,-1.72938750870919,-0.0195440981691488,-0.0887361516518954,0.064095672031996,-1.824741593117,0.327110793699211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2,17,37.3155806334584,0.464705130624852,-1.52158211307665,-0.0755363308459958,-0.48180976313823,-0.225245033707809,1.36947692116266,-0.152919865043217,0.330057949010921,-0.000599271298744057,1.67264399667117,0.152840661581515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
3,17,-16.1501238925922,-1.70368760304209,-2.68655443681947,0.00361949290656775,-1.09645683643914,-0.0689017971614826,0.375134552910864,-0.0468320294591337,0.408720205792782,0.0257438121522948,2.11033695172856,0.0779618191258311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
1,18,35.1432015355388,0.136103577829914,-0.79912110610529,-0.0320017984018232,-0.00287468913840794,-0.130485925611441,-0.85531530961681,0.0251229684344526,0.222977481814176,0.0292676369347087,1.68995086875029,0.20177776710242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2,18,13.0634839828228,-0.750713122002472,-0.645082983705166,0.0940684722582124,-0.356548758310803,-0.122489305853149,-0.582545849594839,0.0423532733715634,0.00311753183669516,0.0250265782083753,0.0991019115780034,-0.0858395299665368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
3,18,-12.8632539220068,1.08835888669473,2.38576872277873,-0.0924167438877254,-0.202678057703404,-0.131458608957851,-2.07494864079258,0.0471893778935973,0.221112921268451,0.0162859715587422,0.316667057123794,-0.0910653776019312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1,19,-21.7403145958071,0.00177426370107836,-0.237619572734043,-0.173203633689331,0.619093384626415,-0.095794055825122,-1.90602125816244,-0.0647106343780993,0.211226524169192,0.0300697786830495,1.88908989722653,0.114751457958245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,19,-44.3603940080248,0.0568441636666744,0.0859176101072219,-0.0782309247156474,-0.0683460422503845,0.0796717108841326,0.171418894018585,0.0117140778041913,0.126289940942012,-0.00140915923962439,-0.789093796814328,-0.007229946408222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,19,16.2733615435365,0.905869084965575,-0.814401663820051,0.0674849113788524,0.351623106027858,-0.0129346007464869,-0.209545301221199,-0.0676780736693065,0.355927257664077,0.0102632595440923,-1.9780564329,-0.130921854820652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,20,37.2507868520049,0.204163240568586,0.840277211358469,-0.137418424370412,-1.3619156811901,0.260576972850817,0.81215453726904,0.190609173572459,0.0323083566317317,-2.4625695570912e-05,2.41429822211491,0.0684487819451732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
2,20,-18.188264876256,1.51347331989566,0.478097596542317,-0.013878908429103,-1.43493491582973,0.128121718300826,-0.487801461828341,-0.0485387595013328,-0.636534151787105,-0.0372955677344832,-1.21046125409806,0.092058884816094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
3,20,-34.2569779482683,-0.376157317489416,2.08872664629726,0.0451690211492289,-1.00410389614327,-0.0214039211264496,0.0424423561025931,-0.0098287632483391,-0.0946379910208943,-0.0209438694709258,2.80143548599864,0.142275395191798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
1,21,35.5073045193756,0.575278146407485,-0.323129238876567,-0.181656818729065,0.264928946920421,0.05610401603482,-0.496655152161548,0.0946450948764965,0.185964064262794,0.0162479648139799,1.12475882874699,0.291324331605372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
2,21,-16.9237643254125,0.885988666815921,-0.895405819961502,-0.119022126417549,-0.128838422126633,0.0146874749558644,-0.98980563894147,0.0221284544347763,0.0834166926854003,-0.029026905563367,0.352243307929953,-0.100582119968943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
3,21,13.2400930740419,-1.46465563866374,-0.0245179052679596,-0.152785178603401,-0.183773764943596,0.257432081465627,2.10928661021667,-0.212074049814814,0.347732392684535,-0.00905270798617429,-2.19761662877568,-0.12606800402902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
1,22,7.81234979549735,-0.250664265382466,-0.210964662874299,-0.139764162695153,-1.68759034877045,0.0977516629439667,0.196498371002399,0.0264613057704424,0.229698876651101,0.00580872593826542,4.32168028346454,-0.0418386910249046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2,22,18.6318854104807,-1.36309072482912,0.371447596664065,-0.148748370967255,-1.66406417893243,0.243304240548863,-0.123977785365326,0.115236710387174,0.140048394499542,-0.0194182207480479,0.560044712713491,-0.0983635725866839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
3,22,7.55716684489944,-0.457179315223175,0.306979911575382,0.0374482506494771,-1.85642888166795,0.186908120361963,-0.968086827712572,0.0287207557278392,0.091924284110986,0.00676660202478916,1.46119915097184,-0.416113507295394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
1,23,-14.5417373850891,-0.825921217451208,-0.140516937135668,0.0664474535022115,-0.145754138664364,-0.242853563878204,-0.778348341611597,-0.0758473539808746,0.274952545809088,-0.00297841409272712,-4.80151957624972,-0.163736686490966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
2,23,-16.3487581535972,-0.0735032013481532,-0.217204826992596,0.0155959560025118,-0.442304480318636,-0.219898740223204,-1.89489741392208,-0.0700009091786416,0.369906685032197,0.0119311687328133,-3.71816596769548,-0.367271626783095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
3,23,-4.55535035474922,-0.209362001464177,1.60975132907519,-0.09280458223626,-0.110157941850883,-0.233451657481911,-0.833842693503137,-0.0170131842755168,-0.0400786403989324,0.00223285767656908,-3.05349325411468,0.123371899968898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
1,24,16.2486556900635,0.918133583908596,0.964024658295273,0.243542968368448,0.0172005634906469,0.0286502076912244,1.83063041233785,0.0724867785039959,0.201490461661521,0.00861773612071131,7.75975554110612,0.0789727091138416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
2,24,-32.7093940039023,-0.693155230974363,1.06564545876758,-0.0263801698232067,0.41792415108344,0.023497218585359,-0.729221977381498,0.0277314017130849,0.417897570614703,0.00165975035532184,3.50623652525309,0.0845917050862707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
3,24,33.7632861350834,0.0171790150795591,1.06589401209928,0.0591292824146203,0.647974217337033,0.0696061334682122,-1.07199360446075,-0.0313728873045652,-0.0711706495798197,-0.00875914063375792,4.86902213739894,0.0830840115507049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
1,25,-2.33222551590119,-0.871000970091302,0.954552988034735,0.0162181459697472,0.152917023943925,-0.0074611424712098,1.02018076734845,0.0124286473515014,-0.124886069051724,0.0154675208793751,-0.213678181821976,0.152959514082279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,25,10.7171915737161,0.0435238471991423,0.263001801836865,-0.20367544368022,0.00699463770433617,0.0184380893814071,1.15246210348325,0.0755816371707987,0.476398841777735,-0.0239402767205829,4.03302048921998,-0.0502736045745556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,25,5.13033452457056,0.342002065048041,-1.22820726683732,0.242743450378537,0.599957282696082,-0.141580154027371,-0.479556076568263,0.0329102507914806,-0.402117390385618,0.0119899092341569,-2.9274608205821,0.145962779792669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,26,-2.45885922931171,-0.252846929548315,-0.0645819227326054,0.130565857667003,-0.268746650362468,0.117708538565304,-0.642973120129007,0.0717127849477837,0.303233699116268,0.0105334330203479,2.57416235446937,0.118501972364647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
2,26,-19.8734004839118,0.30676616727696,0.167621162617541,0.199587119616176,-0.571384385635665,0.14526741714125,1.37294375706249,0.0143341677123134,0.0495840504225367,0.0338686169084511,-0.192948710459234,0.188456045360033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
3,26,-8.97461903278464,-0.352310677762988,-0.439179868829638,0.124443703539176,-0.111815321174504,0.115772459512258,-0.528149705139503,0.0158067961873371,0.246269366952235,0.0293467154504364,2.285358715443,0.160957391795432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
1,27,-4.0739998829159,1.75350434444881,-0.691485088542228,-0.0121368770545729,0.375909699370796,-0.0669794282977644,-0.233188242696917,-0.0310589308856196,0.0267075480272805,0.0138497801866036,1.65892738616044,0.117439280412833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2,27,23.6563428568522,1.10579359607731,-0.951004386473941,0.0220955224758277,-0.248822867273157,-0.0106240021222981,-1.36813035001498,-0.0722946638757041,-0.0486815138109771,-0.0251605291775463,1.38805575913517,-0.296387086536334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
3,27,-4.63061721293514,0.324476679060186,0.638990793147347,-0.0858357357028567,1.09099728999296,-0.0977849394696545,0.438793484208526,0.10744237693838,0.140303789298829,0.0102561718395948,3.78555174363539,0.155509149186306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
1,28,4.22786377668258,-0.54926093092409,0.0876739138289517,-0.0483809620686327,1.35183201769078,-0.0857881219180544,1.68101778701064,0.219454103291772,0.0536991219944198,-0.00208112434605881,2.42783825127836,-0.190359282943916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
2,28,-14.457874227518,0.415654363329532,-0.859914414261234,-0.243784468555111,0.787660309858944,0.0697268396690993,1.00593415475668,0.0354825695997902,-0.20058512056967,0.0113404758025595,-0.199750330439883,-0.163034851764183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
3,28,-13.4400574344692,1.27095070878723,-0.361993220481456,0.0484068687093773,0.00480354825280305,0.210388139269024,-0.957635142980348,0.114919372730881,0.00818422674892716,-0.021546251506419,-2.50049670773934,-0.312471535648442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
1,29,10.5337173876839,-1.21097087965776,-0.420533827624531,0.048756591688457,-1.19170236525933,-0.0109504826189971,-1.43637754043533,0.0742146480324768,-0.0963135496296452,0.0119726762925958,1.69428655744123,-0.0809083471047591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
2,29,-0.666418947948813,0.79332324790099,-0.603437888087833,-0.0197669687711622,-0.494593883263051,-0.134563029939779,0.540656311217051,0.0887423001428234,0.019550008956128,0.00413847766015549,-4.94626085134713,0.0166284552630535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
3,29,1.54134684111317,-0.170437514190907,-0.938083888340093,-0.0488175955282769,-1.07046694078501,0.203390148095775,-1.26563002445425,0.0649074704467296,-0.171830503729999,-0.00934438359684936,-3.88338269665816,-0.196658214181973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
1,30,-11.2069908466902,-0.225498531907874,1.9833122422227,0.14569612450213,1.58768643725521,0.188226560318609,-0.290357945206121,0.000578720263869487,0.163508068072308,0.0266889686873226,1.67596410660251,0.0625547530037457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
2,30,38.0430911955411,0.9361104821999,1.4928250962928,0.0608599975390883,0.673989347074661,-0.0331542344210333,-0.860744581753313,-0.214672128506692,0.154110567150647,0.000563053427231034,3.41866042811886,-0.0486776308034494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
3,30,18.8952611525002,-1.3553144531198,0.459970164226148,0.0317560698911083,0.367206285596251,-0.0271775046571971,-1.49284283614268,-0.130545586461305,0.359615201940867,-0.0270480880596883,2.5797773368249,0.285657068869268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
1,31,13.308781074079,1.51443661437176,-0.040070289835799,0.0776590508375685,-0.185377252239601,0.0472042246729856,0.457733385596891,-0.0181417310081714,-0.0100345899130305,0.00903761524238673,3.44711931246265,0.0365726843096669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2,31,13.1901084151294,-1.06091062200661,-0.163059246445457,-0.0642021676077277,-0.314142600245301,-0.109363911568263,-0.446982452335059,-0.000372753210112792,-0.278368219237238,-0.0418238620432577,1.55284244910059,-0.215282060118224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
3,31,3.92690930488953,0.862898734285216,-0.458533942667814,-0.0785309356106919,-0.435895727256568,0.170412238380761,0.753424615179394,0.172419104550835,0.195264861040081,-0.00728748252079862,-3.24451935839917,-0.00340038429501369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1,32,14.8719551155862,-1.2366421994106,1.34343239425639,0.141751483082449,-1.00050119278373,0.0314788585262372,-0.126947939381798,0.00407410499885882,0.103068469811357,0.00780140788320841,5.77284269653444,-0.222430098165566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
