rep,id,b01,b11,b02,b12,b03,b13,b04,b14,b05,b15,b06,b16,h1,h2,alpha11,alpha12,alpha13,alpha14,alpha15,alpha16,alpha21,alpha22,alpha23,alpha24,alpha25,alpha26,hcov1,hcov2,score4C
2,8,37.1567470313457,-0.0602651858233401,7.5600392130477,0.0804333525424844,4.0479707607327,-0.083992454010103,3.05758742746779,-0.0805823467095336,3.94731936520944,0.0187274262207454,94.2788174601987,0.0729640474079338,0.00186231310767845,0.0387351700391655,1.17580324149684e-09,1.38688176441141,0.470562424357262,-1.00312469315383,-6.79617763018046e-06,0.872577325199761,4.62312582034097e-07,-0.840639028247913,1.95365540471138e-06,0.611033593927277,-3.56555800937394e-11,-0.233307990586858,-4.07184989856779e-14,-0.544713424608141,7
3,8,39.8866471353271,1.08710920000512,4.54236641127588,0.106564485494825,4.40119923147826,-0.0659512910896613,4.6037031977449,-0.101271890237056,4.37601204561188,0.0411499820784262,94.8581982067592,0.317313339593022,0.00186231310767845,0.0387351700391655,1.17580324149684e-09,1.38688176441141,0.470562424357262,-1.00312469315383,-6.79617763018046e-06,0.872577325199761,4.62312582034097e-07,-0.840639028247913,1.95365540471138e-06,0.611033593927277,-3.56555800937394e-11,-0.233307990586858,-4.07184989856779e-14,-0.544713424608141,7
1,9,102.009283264359,-0.908934678795776,6.76224172250576,0.0598610659065784,6.19321960779552,-0.019547192497753,3.3970718816729,-0.192424290655438,4.7910844245057,0.000289048004116846,94.7910855884448,-0.0340771517416879,0.00186231310767845,0.0387351700391655,1.17580324149684e-09,1.38688176441141,0.470562424357262,-1.00312469315383,-6.79617763018046e-06,0.872577325199761,4.62312582034097e-07,-0.840639028247913,1.95365540471138e-06,0.611033593927277,-3.56555800937394e-11,-0.233307990586858,-3.49015705591525e-14,-0.466897221092692,6
2,9,67.541405621762,0.983722020704794,5.15243414126112,0.117157738400326,5.65248577406646,0.083372218042426,1.53255650475275,-0.00532797119700347,4.16376240292487,0.0238121707300497,92.4240167861974,0.0129074967250754,0.00186231310767845,0.0387351700391655,1.17580324149684e-09,1.38688176441141,0.470562424357262,-1.00312469315383,-6.79617763018046e-06,0.872577325199761,4.62312582034097e-07,-0.840639028247913,1.95365540471138e-06,0.611033593927277,-3.56555800937394e-11,-0.233307990586858,-3.49015705591525e-14,-0.466897221092692,6
3,9,32.2859456874996,0.304819423808058,7.46217475639821,0.0517244948831492,5.91694251788964,0.0338490820548979,2.34463359070854,-0.0597588306459239,4.83201463977778,0.0174979676401236,94.9457353048142,0.0395631918098185,0.00186231310767845,0.0387351700391655,1.17580324149684e-09,1.38688176441141,0.470562424357262,-1.00312469315383,-6.79617763018046e-06,0.872577325199761,4.62312582034097e-07,-0.840639028247913,1.95365540471138e-06,0.611033593927277,-3.56555800937394e-11,-0.233307990586858,-3.49015705591525e-14,-0.466897221092692,6
1,10,99.4616969450134,1.1976458212873,5.64519153120317,-0.0683973401148713,4.19758362181638,0.108278621650642,3.99910924015385,0.120369984617059,4.07311671400089,-0.00789006088443947,95.0083640000186,0.0706378270315117,0.00186231310767845,0.0387351700391655,1.17580324149684e-09,1.38688176441141,0.470562424357262,-1.00312469315383,-6.79617763018046e-06,0.872577325199761,4.62312582034097e-07,-0.840639028247913,1.95365540471138e-06,0.611033593927277,-3.56555800937394e-11,-0.233307990586858,-2.90846421326271e-14,-0.389081017577244,5
2,10,88.4122787554869,1.81938104387086,6.17213267738524,-0.18384802217238,4.16469403641355,-0.138355977664496,5.36475098790304,-0.247312840700144,4.15234349764337,0.0169032980381143,96.3263360043402,-0.142164681254239,0.00186231310767845,0.0387351700391655,1.17580324149684e-09,1.38688176441141,0.470562424357262,-1.00312469315383,-6.79617763018046e-06,0.872577325199761,4.62312582034097e-07,-0.840639028247913,1.95365540471138e-06,0.611033593927277,-3.56555800937394e-11,-0.233307990586858,-2.90846421326271e-14,-0.389081017577244,5
3,10,91.1961713439184,-0.541257095588929,5.7509546100169,-0.287558122160204,3.76148517358883,0.213244910448995,5.14953177702157,0.0291540799278962,4.2493624535651,0.033050678914363,94.1918791884055,-0.130778769999363,0.00186231310767845,0.0387351700391655,1.17580324149684e-09,1.38688176441141,0.470562424357262,-1.00312469315383,-6.79617763018046e-06,0.872577325199761,4.62312582034097e-07,-0.840639028247913,1.95365540471138e-06,0.611033593927277,-3.56555800937394e-11,-0.233307990586858,-2.90846421326271e-14,-0.389081017577244,5
1,11,98.0813696595017,-0.261334590557066,8.23777048880543,-0.0809811941725708,3.34318506000218,-0.24092162712422,2.27273473865185,-0.0350595737296,4.39558571540221,0.0306706850704731,89.2134545476048,0.251299327545701,0.00186231310767845,0.0387351700391655,1.17580324149684e-09,1.38688176441141,0.470562424357262,-1.00312469315383,-6.79617763018046e-06,0.872577325199761,4.62312582034097e-07,-0.840639028247913,1.95365540471138e-06,0.611033593927277,-3.56555800937394e-11,-0.233307990586858,-4.65354274122033e-14,-0.62252962812359,8
2,11,101.980209141219,-0.429355830886389,9.38221618128445,-0.204883972245793,3.10044780859597,-0.222538597231185,2.24291491642053,-0.0739018327751798,4.95446165743506,0.0185277220501257,91.9231049553245,0.11731934824406,0.00186231310767845,0.0387351700391655,1.17580324149684e-09,1.38688176441141,0.470562424357262,-1.00312469315383,-6.79617763018046e-06,0.872577325199761,4.62312582034097e-07,-0.840639028247913,1.95365540471138e-06,0.611033593927277,-3.56555800937394e-11,-0.233307990586858,-4.65354274122033e-14,-0.62252962812359,8
3,11,100.649797787236,-0.182358126585368,9.3997078683345,-0.257204077795904,3.72982998443217,-0.252095311099092,2.2225933509149,-0.0557403608608478,4.79636960391851,0.0426726406626567,92.776162016101,0.0117532537883021,0.00186231310767845,0.0387351700391655,1.17580324149684e-09,1.38688176441141,0.470562424357262,-1.00312469315383,-6.79617763018046e-06,0.872577325199761,4.62312582034097e-07,-0.840639028247913,1.95365540471138e-06,0.611033593927277,-3.56555800937394e-11,-0.233307990586858,-4.65354274122033e-14,-0.62252962812359,8
1,12,92.158360415515,0.791268573312534,6.06207733262783,-0.0702258431997874,5.81747613464145,-0.196023894623922,6.34630778398199,0.0150935919419913,4.59475520666987,0.0212934681174096,98.1167114515186,-0.161221159233131,0.00186231310767845,0.0387351700391655,1.17580324149684e-09,1.38688176441141,0.470562424357262,-1.00312469315383,-6.79617763018046e-06,0.872577325199761,4.62312582034097e-07,-0.840639028247913,1.95365540471138e-06,0.611033593927277,-3.56555800937394e-11,-0.233307990586858,-2.32677137061017e-14,-0.311264814061795,4
2,12,78.3647943840988,1.29260390076449,5.92923823123957,-0.0681505289998786,4.72175135400448,0.0645053237319193,5.94831996265794,0.177700236657248,4.33215337686347,0.0102875389052605,93.3287283493194,-0.345198673311169,0.00186231310767845,0.0387351700391655,1.17580324149684e-09,1.38688176441141,0.470562424357262,-1.00312469315383,-6.79617763018046e-06,0.872577325199761,4.62312582034097e-07,-0.840639028247913,1.95365540471138e-06,0.611033593927277,-3.56555800937394e-11,-0.233307990586858,-2.32677137061017e-14,-0.311264814061795,4
3,12,97.4348709911991,-0.568897421800741,7.43109817965629,-0.157784616409816,6.38266975167206,-0.381787278244411,4.68797438178525,0.105479994200198,4.2657420362252,0.0445188467605001,95.7605627112259,-0.2705852279561,0.00186231310767845,0.0387351700391655,1.17580324149684e-09,1.38688176441141,0.470562424357262,-1.00312469315383,-6.79617763018046e-06,0.872577325199761,4.62312582034097e-07,-0.840639028247913,1.95365540471138e-06,0.611033593927277,-3.56555800937394e-11,-0.233307990586858,-2.32677137061017e-14,-0.311264814061795,4
1,13,88.8160410349571,-0.147220161665994,5.69417923714496,0.0476319420727116,1.84099130621012,-0.374907909113885,4.41515772052191,-0.029482978773885,4.81935912805862,0.0124944438270342,90.8006206271611,-0.319630243568885,0.00186231310767845,0.0387351700391655,1.17580324149684e-09,1.38688176441141,0.470562424357262,-1.00312469315383,-6.79617763018046e-06,0.872577325199761,4.62312582034097e-07,-0.840639028247913,1.95365540471138e-06,0.611033593927277,-3.56555800937394e-11,-0.233307990586858,-8.72539263978813e-14,-1.16724305273173,15
2,13,77.5500742868497,0.359301419484398,5.8909697776044,-0.00515795388139598,1.35636029639908,-0.379652348149773,3.90164654178645,-0.132591416753667,4.5018432253815,0.0845698278299059,93.3206601899509,-0.266944094989152,0.00186231310767845,0.0387351700391655,1.17580324149684e-09,1.38688176441141,0.470562424357262,-1.00312469315383,-6.79617763018046e-06,0.872577325199761,4.62312582034097e-07,-0.840639028247913,1.95365540471138e-06,0.611033593927277,-3.56555800937394e-11,-0.233307990586858,-8.72539263978813e-14,-1.16724305273173,15
3,13,91.0934027062193,1.42288149558806,5.13642155042037,-0.123051740596296,2.00242621575598,-0.423806361249357,3.38372696176762,-0.0770429857077994,4.75249772503288,0.00596495246949604,91.2345206710172,-0.162659032468972,0.00186231310767845,0.0387351700391655,1.17580324149684e-09,1.38688176441141,0.470562424357262,-1.00312469315383,-6.79617763018046e-06,0.872577325199761,4.62312582034097e-07,-0.840639028247913,1.95365540471138e-06,0.611033593927277,-3.56555800937394e-11,-0.233307990586858,-8.72539263978813e-14,-1.16724305273173,15
1,14,103.922366844214,0.845629118298554,7.24001811328471,-0.157764586194412,3.73621659283114,-0.217504136464962,2.06379675372185,0.0858252591650632,4.78451169210503,0.0572087773807625,91.1722030016351,-0.172002200931886,0.00186231310767845,0.0387351700391655,1.17580324149684e-09,1.38688176441141,0.470562424357262,-1.00312469315383,-6.79617763018046e-06,0.872577325199761,4.62312582034097e-07,-0.840639028247913,1.95365540471138e-06,0.611033593927277,-3.56555800937394e-11,-0.233307990586858,-2.32677137061017e-14,-0.311264814061795,4
2,14,113.242849639376,1.96173093401632,5.64433646525951,-0.0819921943955236,4.71411577295735,-0.301032191606432,5.39036988693445,-0.0975802175947874,4.71374543391872,0.0378231932302045,96.8871168853793,0.10291736695374,0.00186231310767845,0.0387351700391655,1.17580324149684e-09,1.38688176441141,0.470562424357262,-1.00312469315383,-6.79617763018046e-06,0.872577325199761,4.62312582034097e-07,-0.840639028247913,1.95365540471138e-06,0.611033593927277,-3.56555800937394e-11,-0.233307990586858,-2.32677137061017e-14,-0.311264814061795,4
3,14,100.45105679589,1.55231052688495,7.41848922338674,-0.139092358876787,3.89235622200341,-0.390609990447895,5.19395616302433,-0.0896893420804061,4.35804754742238,0.057780826840783,93.6598016782593,-0.247981508905275,0.00186231310767845,0.0387351700391655,1.17580324149684e-09,1.38688176441141,0.470562424357262,-1.00312469315383,-6.79617763018046e-06,0.872577325199761,4.62312582034097e-07,-0.840639028247913,1.95365540471138e-06,0.611033593927277,-3.56555800937394e-11,-0.233307990586858,-2.32677137061017e-14,-0.311264814061795,4
1,15,87.9545661689077,-1.89876439502225,6.61088148189084,0.0268223102350318,5.4133666599331,0.0461750376155185,3.30612955622381,-0.206785944459636,4.49750761623783,0.0258568743244547,94.6185318691129,-0.113322156664165,0.00186231310767845,0.0387351700391655,1.17580324149684e-09,1.38688176441141,0.470562424357262,-1.00312469315383,-6.79617763018046e-06,0.872577325199761,4.62312582034097e-07,-0.840639028247913,1.95365540471138e-06,0.611033593927277,-3.56555800937394e-11,-0.233307990586858,-5.23523558387288e-14,-0.700345831639039,9
2,15,61.4838934415828,0.473979820370454,8.02254050452845,-0.0274746571142603,5.87329809705338,-0.292951809172809,4.88148764345572,-0.0659737234805327,4.29860561739207,0.0335375175788134,95.2736916153679,-0.0821579734234407,0.00186231310767845,0.0387351700391655,1.17580324149684e-09,1.38688176441141,0.470562424357262,-1.00312469315383,-6.79617763018046e-06,0.872577325199761,4.62312582034097e-07,-0.840639028247913,1.95365540471138e-06,0.611033593927277,-3.56555800937394e-11,-0.233307990586858,-5.23523558387288e-14,-0.700345831639039,9
3,15,106.684657575246,0.0576253770517225,6.09544048116829,-0.152835183880721,4.86343014628991,0.054657544203381,2.16163452674998,0.0444297419222657,4.79013456235488,0.0310376017293923,99.0279190138553,0.154794785326633,0.00186231310767845,0.0387351700391655,1.17580324149684e-09,1.38688176441141,0.470562424357262,-1.00312469315383,-6.79617763018046e-06,0.872577325199761,4.62312582034097e-07,-0.840639028247913,1.95365540471138e-06,0.611033593927277,-3.56555800937394e-11,-0.233307990586858,-5.23523558387288e-14,-0.700345831639039,9
1,16,67.6294778940049,2.02729698145413,6.27064331134097,-0.19955503441503,4.29016288658314,0.00173998299852653,3.98153559780199,-0.0726909783694572,3.93574269166664,-0.0402777509132496,94.4647563726274,0.0586355454633203,0.00186231310767845,0.0387351700391655,1.17580324149684e-09,1.38688176441141,0.470562424357262,-1.00312469315383,-6.79617763018046e-06,0.872577325199761,4.62312582034097e-07,-0.840639028247913,1.95365540471138e-06,0.611033593927277,-3.56555800937394e-11,-0.233307990586858,-5.23523558387288e-14,-0.700345831639039,9
2,16,81.9790300253183,-0.161209525097741,7.15025238153629,-0.0884651468615823,4.62778290709757,0.0356077452232137,5.30444920939671,-0.0310956802220546,4.6189915954731,-0.0205988679088479,89.3750631062346,-0.293844714873169,0.00186231310767845,0.0387351700391655,1.17580324149684e-09,1.38688176441141,0.470562424357262,-1.00312469315383,-6.79617763018046e-06,0.872577325199761,4.62312582034097e-07,-0.840639028247913,1.95365540471138e-06,0.611033593927277,-3.56555800937394e-11,-0.233307990586858,-5.23523558387288e-14,-0.700345831639039,9
3,16,110.420644057821,-0.188513912718183,5.2479029069336,-0.0521981742235785,5.48468354100577,8.40964543713102e-05,3.42406349818388,0.016584268508705,4.95384109669684,-0.00725652765765242,94.3540842085541,-0.172906716084846,0.00186231310767845,0.0387351700391655,1.17580324149684e-09,1.38688176441141,0.470562424357262,-1.00312469315383,-6.79617763018046e-06,0.872577325199761,4.62312582034097e-07,-0.840639028247913,1.95365540471138e-06,0.611033593927277,-3.56555800937394e-11,-0.233307990586858,-5.23523558387288e-14,-0.700345831639039,9
1,17,80.9981019198908,0.316285578294133,4.21518667764138,-0.20840726881845,3.27633396756177,-0.378340222707519,2.68807853166346,-0.0617756506357523,4.3801103559617,0.0765633087636836,92.1834152680369,0.265247166677741,0.00186231310767845,0.0387351700391655,1.17580324149684e-09,1.38688176441141,0.470562424357262,-1.00312469315383,-6.79617763018046e-06,0.872577325199761,4.62312582034097e-07,-0.840639028247913,1.95365540471138e-06,0.611033593927277,-3.56555800937394e-11,-0.233307990586858,-2.90846421326271e-14,-0.389081017577244,5
2,17,126.512577264456,0.857759033430103,4.55183221071954,-0.133933859423525,3.75765338923576,-0.37189340680833,5.78694296153531,-0.19515141750982,4.79890445662451,0.0118683654329436,95.680800857825,0.0909770345600448,0.00186231310767845,0.0387351700391655,1.17580324149684e-09,1.38688176441141,0.470562424357262,-1.00312469315383,-6.79617763018046e-06,0.872577325199761,4.62312582034097e-07,-0.840639028247913,1.95365540471138e-06,0.611033593927277,-3.56555800937394e-11,-0.233307990586858,-2.90846421326271e-14,-0.389081017577244,5
3,17,73.0468727384058,-1.31063370023684,3.38685988697672,-0.0547780356709614,3.14300631593485,-0.215550170262004,4.79260059328352,-0.0890635819257372,4.87756671340637,0.0382114488839825,96.1184938128824,0.0160981921043609,0.00186231310767845,0.0387351700391655,1.17580324149684e-09,1.38688176441141,0.470562424357262,-1.00312469315383,-6.79617763018046e-06,0.872577325199761,4.62312582034097e-07,-0.840639028247913,1.95365540471138e-06,0.611033593927277,-3.56555800937394e-11,-0.233307990586858,-2.90846421326271e-14,-0.389081017577244,5
1,18,124.340198166537,0.529157480635164,5.2742932176909,-0.0903993269793523,4.23658846323558,-0.277134298711962,3.56215073075584,-0.0171085840321509,4.69182398942777,0.0417352736663964,95.6981077299041,0.139914140080949,0.00186231310767845,0.0387351700391655,1.17580324149684e-09,1.38688176441141,0.470562424357262,-1.00312469315383,-6.79617763018046e-06,0.872577325199761,4.62312582034097e-07,-0.840639028247913,1.95365540471138e-06,0.611033593927277,-3.56555800937394e-11,-0.233307990586858,-1.16338568530508e-14,-0.155632407030897,2
