id,eta_b01_SAEM,eta_b11_SAEM,eta_b21_SAEM,eta_a1_SAEM,eta_b02_SAEM,eta_b12_SAEM,eta_b03_SAEM,eta_b13_SAEM,eta_p1_SAEM,eta_g1_SAEM,eta_p2_SAEM,eta_g2_SAEM,eta_alpha11_SAEM,eta_alpha12_SAEM,eta_alpha13_SAEM,eta_alpha21_SAEM,eta_alpha22_SAEM,eta_alpha23_SAEM
1,-3.74352,0.0442281,-0.0239098,-0.0251406,0.0257746,0.00127712,0.119826,0.0719247,0,0,0,0,0,0,0,0,0,0
2,-0.987743,-0.0819703,0.00734475,0.3082,-0.032878,-0.00246979,0.731725,-0.154078,0,0,0,0,0,0,0,0,0,0
3,0.607117,-0.0203526,-0.00791586,-0.18741,0.0277415,-0.00511462,-0.853211,-0.246147,0,0,0,0,0,0,0,0,0,0
4,0.434273,-0.081333,0.00413802,0.219686,-0.0300686,-0.00527745,0.0538664,0.134966,0,0,0,0,0,0,0,0,0,0
5,-1.17196,0.024089,-0.00426477,-0.14717,-0.00590672,0.000184019,0.586331,0.0776962,0,0,0,0,0,0,0,0,0,0
6,-0.226691,-0.0145299,0.00454344,-0.31335,-0.000452031,-0.000486898,0.416847,0.0321523,0,0,0,0,0,0,0,0,0,0
7,2.01337,-0.0282512,0.0106556,-0.248818,-0.0339651,0.00176324,0.267077,-0.1696,0,0,0,0,0,0,0,0,0,0
8,1.5078,-0.0282473,5.39685e-05,-0.247749,0.0160808,-0.00300568,-1.10847,-0.153123,0,0,0,0,0,0,0,0,0,0
9,0.522127,-0.0197274,0.00104774,-0.0152575,0.0350878,0.000637107,0.536029,-0.0235575,0,0,0,0,0,0,0,0,0,0
10,2.1405,-0.0166815,0.00116183,-0.182408,-0.0246528,-0.00111233,0.940096,0.0270045,0,0,0,0,0,0,0,0,0,0
11,0.995886,0.0176096,-0.00957062,-0.258953,0.0663226,0.00197805,-0.430715,-0.295373,0,0,0,0,0,0,0,0,0,0
12,0.572888,-0.0166954,0.00154489,-0.308944,-0.0416042,-0.00355889,-0.394439,0.0660645,0,0,0,0,0,0,0,0,0,0
13,-0.972548,-0.0134961,0.000375976,-0.0281978,-0.00135441,0.00032865,0.000323886,-0.00457083,0,0,0,0,0,0,0,0,0,0
14,-0.227842,-0.0377791,0.00774073,-0.530769,0.0457432,0.00104633,-1.37835,-0.227068,0,0,0,0,0,0,0,0,0,0
15,-1.35737,-0.0180681,0.00347012,0.087399,0.00520681,7.26704e-05,-0.35322,-0.0131887,0,0,0,0,0,0,0,0,0,0
16,-0.555181,-0.0339478,0.0030631,-0.309254,-0.0126946,0.00267293,-0.0444849,-0.0249597,0,0,0,0,0,0,0,0,0,0
