rep,id,eta_b0,eta_b1,eta_h1,eta_h2,eta_alpha1,eta_alpha2,eta_hcov1,eta_hcov2,score4C
1,1,2.39218426666536,-3.0924668677551,0,0,0,0,0,0,11
2,1,-13.2088457082576,-0.331517166423473,0,0,0,0,0,0,11
3,1,-4.15790335663927,1.46239735822596,0,0,0,0,0,0,11
4,1,-23.4285249305113,2.63825131629286,0,0,0,0,0,0,11
5,1,0.806682986111166,-0.562592461248734,0,0,0,0,0,0,11
6,1,4.04270011959138,0.98079211342562,0,0,0,0,0,0,11
7,1,-27.5144164273904,0.54088341703051,0,0,0,0,0,0,11
8,1,16.7794818971817,-1.23427488303766,0,0,0,0,0,0,11
9,1,12.6071644237757,0.346575151749122,0,0,0,0,0,0,11
10,1,-30.2566417372788,1.501532134703,0,0,0,0,0,0,11
1,2,-10.5451101123789,2.65648364773679,0,0,0,0,0,0,5
2,2,-18.6419718535243,0.264351447918029,0,0,0,0,0,0,5
3,2,-2.39042575077602,0.271729103377088,0,0,0,0,0,0,5
4,2,-11.7366560958839,-3.03518543482906,0,0,0,0,0,0,5
5,2,-15.8291537307888,-1.96229283977225,0,0,0,0,0,0,5
6,2,-17.969824160674,-0.645700628624209,0,0,0,0,0,0,5
7,2,-18.4272191482106,0.88908877856328,0,0,0,0,0,0,5
8,2,-12.6841936007286,-0.285313277867197,0,0,0,0,0,0,5
9,2,-15.3589985137754,0.695953136499732,0,0,0,0,0,0,5
10,2,-8.44048444871973,-3.24489161314269,0,0,0,0,0,0,5
1,3,22.9692315618309,-2.88934668771271,0,0,0,0,0,0,6
2,3,-1.74995447112498,-2.12728278923669,0,0,0,0,0,0,6
3,3,-28.6128080547096,-1.28159695237288,0,0,0,0,0,0,6
4,3,-14.1107105256394,-0.45375318947335,0,0,0,0,0,0,6
5,3,10.7198519122777,-0.197857981746642,0,0,0,0,0,0,6
6,3,1.77741129085678,-0.19985806871514,0,0,0,0,0,0,6
7,3,-32.1509284905188,-0.410539109478263,0,0,0,0,0,0,6
8,3,-23.2200111608402,-1.46778205883704,0,0,0,0,0,0,6
9,3,-2.89266500910029,-1.10823234665488,0,0,0,0,0,0,6
10,3,-11.5206048269999,-1.40154329211838,0,0,0,0,0,0,6
1,4,-8.69714096284918,0.499536225089885,0,0,0,0,0,0,8
2,4,-5.29207617675404,1.84520012213062,0,0,0,0,0,0,8
3,4,11.5379284273255,-3.46101071058265,0,0,0,0,0,0,8
4,4,21.9740727390497,1.92930815813906,0,0,0,0,0,0,8
5,4,14.2785620676462,-4.93635537208131,0,0,0,0,0,0,8
6,4,11.5533829197368,-1.65891547453685,0,0,0,0,0,0,8
7,4,-9.72683589043446,-2.94031960624992,0,0,0,0,0,0,8
8,4,-17.0413748419562,-2.04536397741729,0,0,0,0,0,0,8
9,4,-3.79114239969393,0.994582523720561,0,0,0,0,0,0,8
10,4,7.30928110874151,0.8469176262443,0,0,0,0,0,0,8
1,5,-18.3152703928664,1.3207843389888,0,0,0,0,0,0,3
2,5,-17.7566236918319,1.25066674468956,0,0,0,0,0,0,3
3,5,-20.5436681641011,2.56582870211181,0,0,0,0,0,0,3
4,5,-20.2090273487978,1.29490570461556,0,0,0,0,0,0,3
5,5,-15.1260589712467,1.91803721070699,0,0,0,0,0,0,3
6,5,-19.3292165769,2.35735489744358,0,0,0,0,0,0,3
7,5,-18.4161321883226,1.5970010285487,0,0,0,0,0,0,3
8,5,-19.1051401305296,1.64297637693703,0,0,0,0,0,0,3
9,5,-11.8810936271145,1.67567461584734,0,0,0,0,0,0,3
10,5,-20.1280315023935,2.06374173744246,0,0,0,0,0,0,3
1,6,-6.32945897832063,-2.18253506808311,0,0,0,0,0,0,2
2,6,-2.98067309455857,-0.582062818183186,0,0,0,0,0,0,2
3,6,-11.4476368240702,2.06957815650568,0,0,0,0,0,0,2
4,6,-13.4215184538101,1.42914803694618,0,0,0,0,0,0,2
5,6,-13.8679094037692,-2.12134703402148,0,0,0,0,0,0,2
6,6,-4.34313867790955,3.42432512322316,0,0,0,0,0,0,2
7,6,2.85300136577725,0.260250622455307,0,0,0,0,0,0,2
8,6,17.1010732481265,-1.73972761321683,0,0,0,0,0,0,2
9,6,12.3655983231796,-2.56429164673609,0,0,0,0,0,0,2
10,6,27.1863210638572,-0.543542435893288,0,0,0,0,0,0,2
1,7,15.1477375906612,-1.35032907904329,0,0,0,0,0,0,12
2,7,15.5019212570082,-0.193731048895704,0,0,0,0,0,0,12
3,7,-11.7295979528498,2.01930258507763,0,0,0,0,0,0,12
4,7,-25.7524355055449,-4.41334290696154,0,0,0,0,0,0,12
5,7,14.5371453923075,-0.248570864467316,0,0,0,0,0,0,12
6,7,-19.6077201348529,0.424077299140659,0,0,0,0,0,0,12
7,7,-13.2043354180425,3.7520136790967,0,0,0,0,0,0,12
8,7,-2.27272220303196,1.9274641177187,0,0,0,0,0,0,12
9,7,-2.44528022175384,1.13023988303061,0,0,0,0,0,0,12
10,7,-9.58146188301052,-0.570338476554714,0,0,0,0,0,0,12
1,8,15.966088640839,-0.609224563347534,0,0,0,0,0,0,7
2,8,-17.0362296110148,-0.862176632901069,0,0,0,0,0,0,7
3,8,-8.07966513555813,4.00302017202766,0,0,0,0,0,0,7
4,8,0.035597716883867,-4.71496791644275,0,0,0,0,0,0,7
5,8,8.15960738067885,-1.82844582137851,0,0,0,0,0,0,7
6,8,-11.7528219716432,-3.62444426295835,0,0,0,0,0,0,7
7,8,-17.8185431169221,-0.791971286546277,0,0,0,0,0,0,7
8,8,-5.35832013515995,-0.501374192371997,0,0,0,0,0,0,7
9,8,-9.31415948779756,1.42785450954266,0,0,0,0,0,0,7
10,8,-8.55518338872343,0.708958678869117,0,0,0,0,0,0,7
1,9,-12.7281758894644,4.64352670624556,0,0,0,0,0,0,6
2,9,-18.1505525573836,-2.09504441104076,0,0,0,0,0,0,6
3,9,-6.54017626919915,3.72546544563669,0,0,0,0,0,0,6
4,9,4.94005976274579,1.75010371422604,0,0,0,0,0,0,6
5,9,7.46341309448182,-0.487652668001803,0,0,0,0,0,0,6
6,9,-8.72816697543814,-2.48939873324114,0,0,0,0,0,0,6
7,9,-22.9660740513371,-1.12805963133745,0,0,0,0,0,0,6
8,9,8.21961561147354,-1.33694782748853,0,0,0,0,0,0,6
9,9,3.19885514824441,0.085846799403297,0,0,0,0,0,0,6
10,9,-2.4508378126509,-4.14404382330143,0,0,0,0,0,0,6
1,10,6.57736811421113,-0.522702156884511,0,0,0,0,0,0,5
2,10,12.3525955557313,2.60193576913255,0,0,0,0,0,0,5
3,10,9.13432777466124,3.07469078398024,0,0,0,0,0,0,5
4,10,6.07186830543163,-0.159941421078433,0,0,0,0,0,0,5
5,10,17.1583442657443,0.249100073359598,0,0,0,0,0,0,5
6,10,8.72698963769344,0.083219055340471,0,0,0,0,0,0,5
7,10,12.8185920652599,-1.75489815224799,0,0,0,0,0,0,5
8,10,18.4373129426587,2.68489969679547,0,0,0,0,0,0,5
9,10,16.5300293949628,-1.34497887098017,0,0,0,0,0,0,5
10,10,3.22007880230303,3.06487388608667,0,0,0,0,0,0,5
1,11,-34.2350205875978,6.19778914037623,0,0,0,0,0,0,8
2,11,-26.0856628586182,5.61676565311667,0,0,0,0,0,0,8
3,11,-31.2825461448171,6.21132996511994,0,0,0,0,0,0,8
