parameter,value
b01_pop,4.29585964099048
b11_pop,-0.142640251668559
b21_pop,-0.150933669259577
a1_pop,4.45053899543278
b02_pop,7.39843266319674
b12_pop,0.00324423909544066
b03_pop,4.11614405096363
b13_pop,-0.157479385212172
p1_pop,0.0248876852663269
g1_pop,0.136501440166187
p2_pop,0.755065312601111
g2_pop,0.158705916869743
alpha11_pop,0.164332854675452
alpha12_pop,-16.6093739819414
alpha13_pop,0.653851776828794
alpha21_pop,-0.0942014592789073
alpha22_pop,7.12763533310129
alpha23_pop,-0.125790496136882
omega_b01,1.990134255732
omega_b11,0.107654670428962
omega_b21,0.0650377980711528
omega_a1,0.887778718191201
omega_b02,0.0393137699049152
omega_b12,0.00496401563357292
omega_b03,0.863934609406582
omega_b13,0.15493297594193
b_1,0.309122278341083
a_2,0.0496047158676554
a_3,0.714102672619059
