rep,id,eta_b01,eta_b11,eta_b21,eta_a1,eta_b03,eta_b13,eta_p1,eta_g1,eta_p2,eta_g2,eta_alpha11,eta_alpha13,eta_alpha21,eta_alpha23
1,1,-0.422871806223605,-0.159190251599397,-0.0124429043017171,-0.420419447078199,-0.0769861098013784,-0.0543245259695691,0,0,0,0,0,0,0,0
2,1,0.775050723358044,0.0799294032349366,-0.0833415242370225,-0.755032707821871,0.708716933165577,0.0937124390159908,0,0,0,0,0,0,0,0
3,1,0.160873880521974,0.0698361029855565,-0.087932426466795,-0.673623998693599,0.739080380393739,0.225313567543961,0,0,0,0,0,0,0,0
1,2,-0.926573084147402,0.0576702840122558,0.149953555598114,-0.342575401843837,-0.433805031094633,0.0337527047268252,0,0,0,0,0,0,0,0
2,2,-1.66461868779455,0.085479028529854,0.036715690488421,0.230232851242803,-0.00328622117707944,0.240553528952906,0,0,0,0,0,0,0,0
3,2,-0.450623782069174,0.128176754353372,0.106590558281768,0.0872786531173861,0.68515262809801,-0.143240276563662,0,0,0,0,0,0,0,0
1,3,-2.12270743724395,-0.0374041399170431,0.00624666181277492,-0.0475091998608441,1.26234778131892,0.0783045465470042,0,0,0,0,0,0,0,0
2,3,-1.33466787755461,-0.0488611758601872,0.0182685230193739,0.985461303893136,0.0210272777546363,0.0220120654965059,0,0,0,0,0,0,0,0
3,3,-1.77140507451696,0.0410789821401352,0.0145654694811413,0.47802133176044,0.840505261500034,-0.0997402046252413,0,0,0,0,0,0,0,0
1,4,-1.98018877947264,-0.13131471931597,-0.0357576376998786,0.990508425534562,0.684711086105543,0.0284073256252731,0,0,0,0,0,0,0,0
2,4,-0.878579521217854,-0.0192890327520945,0.0356964717910044,1.80979189224989,0.706409260691267,0.044411771317303,0,0,0,0,0,0,0,0
3,4,-1.51333728064651,-0.0974191033267708,0.0574918992335783,0.368179131549543,0.30981157940069,0.0689002106527276,0,0,0,0,0,0,0,0
1,5,1.48360743220916,0.092109846597124,0.0296154991775833,-1.31884177893014,-0.161634365773444,-0.013207428913013,0,0,0,0,0,0,0,0
2,5,1.7822545560751,-0.0719566506198267,-0.144074740204393,-0.597405948339561,0.123132848477102,-0.0440402606659622,0,0,0,0,0,0,0,0
3,5,0.600911073430577,0.0591903626250921,0.0398126443482971,0.817633845816488,-0.6272676636251,0.216706343559456,0,0,0,0,0,0,0,0
1,6,1.68400060531587,-0.132358613756937,0.0119061716250233,-1.37391432186881,0.361863256894025,0.259184258111987,0,0,0,0,0,0,0,0
2,6,2.22865451764363,-0.0293748588961233,0.0608218704042841,-0.970852370605863,0.926338066476335,0.220038793833009,0,0,0,0,0,0,0,0
