rep,id,eta_b0,eta_b1,eta_b2,eta_a,eta_h1,eta_h2,eta_alpha1,eta_alpha2,eta_hcov1,eta_hcov2,score4C
1,1,2.18204945592105,0.00138122337921632,-0.763427560462095,-0.85586596181317,0,0,0,0,0,0,11
2,1,1.36445759745864,-0.00312966574950466,-2.21976895485789,-0.611943856513232,0,0,0,0,0,0,11
3,1,-0.863269791712467,-0.00769849148017909,0.597617390703953,-0.428610947135212,0,0,0,0,0,0,11
4,1,1.15135002991602,0.00144112517743591,0.351719016425626,-0.312851818679375,0,0,0,0,0,0,11
5,1,0.770514882251181,-0.00113354422082255,-0.186100335280201,-0.530426016521785,0,0,0,0,0,0,11
6,1,-0.134655254064833,0.0111370065022358,-0.165203627510111,-0.374450709894731,0,0,0,0,0,0,11
7,1,-0.439061503373335,0.00549929003777647,-0.685997543335771,-0.234329430981452,0,0,0,0,0,0,11
8,1,0.557214919151034,-0.000202120445062577,-0.603656226291229,-0.497865874630777,0,0,0,0,0,0,11
9,1,-0.634334657071677,-0.00924359467087072,0.16758162257939,0.521501686349798,0,0,0,0,0,0,11
10,1,1.96594291272993,0.0101933049510963,0.978351870418124,-0.9689360848526,0,0,0,0,0,0,11
1,2,-0.79467501266885,-0.00559440594342212,-0.624480976738143,-0.820406174045654,0,0,0,0,0,0,5
2,2,0.704761102936732,0.0128213594690996,-0.227587807456583,-0.183609164338225,0,0,0,0,0,0,5
3,2,-2.30645991838804,-0.00543296894344466,0.288542544383169,-0.803028808675131,0,0,0,0,0,0,5
4,2,0.0294736924298249,-0.00138422122416701,0.292236164310493,-0.371146073068955,0,0,0,0,0,0,5
5,2,1.55416058015755,0.000910225506572196,0.168686099393607,-0.508706416483062,0,0,0,0,0,0,5
6,2,0.523151403809791,-0.00286389988083408,-0.358041888462645,-0.0976660334092525,0,0,0,0,0,0,5
7,2,-1.65515690061534,0.0126000298373133,-0.314492998079309,-0.808813792739287,0,0,0,0,0,0,5
8,2,-1.8239967817429,-0.00852643894374713,-0.852898028397875,-0.617222091571825,0,0,0,0,0,0,5
9,2,-1.46541411430866,0.0218390189343176,0.629015291490747,-1.03847636686838,0,0,0,0,0,0,5
10,2,0.453372252884662,0.00534509652030133,0.516389683804284,-0.496794604004458,0,0,0,0,0,0,5
1,3,0.520900147881509,-0.00464489406561754,-1.09675113568482,0.270788704001587,0,0,0,0,0,0,6
