rep,id,eta_b0,eta_b1,eta_b2,eta_a,eta_h1,eta_h2,eta_alpha1,eta_alpha2,eta_hcov1,eta_hcov2,score4C
1,1,-1.33876764323593,0.632096846742027,0.140333214990046,0.598872549226902,0,0,0,0,0,0,11
2,1,-1.60820528061611,-0.049549395554265,-0.132237774226641,1.58416003599369,0,0,0,0,0,0,11
3,1,-0.99337647059925,-0.209407825509328,-0.503708613455477,-0.28896389717032,0,0,0,0,0,0,11
4,1,-1.9156599815561,0.697096144047229,-0.115423897276195,0.941041050389309,0,0,0,0,0,0,11
5,1,-1.76580908175816,-0.420152765920589,-0.30928083865179,-0.397067941201112,0,0,0,0,0,0,11
6,1,-1.59486178332468,-0.00167825268781541,0.291697650886087,-1.76733296337869,0,0,0,0,0,0,11
7,1,-1.74384706396458,-0.678507443129448,-0.264266779073071,-0.791668716568286,0,0,0,0,0,0,11
8,1,-1.19095704130148,0.473701034805574,0.288483991206933,0.381565554173224,0,0,0,0,0,0,11
9,1,-1.4822161056568,-0.110039963538443,-0.426491732244838,-0.14502080313099,0,0,0,0,0,0,11
10,1,-2.06381883461186,-0.48981780087175,0.422354473223562,-0.618362151924657,0,0,0,0,0,0,11
1,2,2.64054114636188,-0.0321920686577888,-0.0127296483852333,1.17823891822767,0,0,0,0,0,0,5
2,2,0.57288737330019,0.305330964694119,0.373266781949634,-2.27395115538583,0,0,0,0,0,0,5
3,2,-1.59648613295016,-0.153885139553487,0.270027266586107,-1.34914283201808,0,0,0,0,0,0,5
4,2,-0.913465022797142,-0.609383882490516,-0.591250942084871,0.0670745104050652,0,0,0,0,0,0,5
5,2,0.520987430128224,0.0766497423967896,0.0722531314863113,0.10349253798865,0,0,0,0,0,0,5
6,2,-0.126222147089294,0.30323759864152,0.388470778824081,-1.98395142785219,0,0,0,0,0,0,5
7,2,-0.969307625386232,0.92947959498243,-0.25517151862795,2.00631071370845,0,0,0,0,0,0,5
8,2,-0.360156279802907,-0.0374925073168004,0.0653942288163857,1.20727349210252,0,0,0,0,0,0,5
9,2,-1.45933062327213,0.338319644019609,-0.759412723419453,1.36058213420834,0,0,0,0,0,0,5
10,2,-0.258428770903961,0.530705892177127,0.0398218323502588,0.56670653965096,0,0,0,0,0,0,5
1,3,0.320845209144202,0.259715171709089,-0.405020860393668,1.8460385207959,0,0,0,0,0,0,6
2,3,0.105425062196507,0.761703995637511,-0.592570506019534,-0.362410103040942,0,0,0,0,0,0,6
3,3,0.713665753382446,0.730983991220847,-0.780529244225976,2.29531015946678,0,0,0,0,0,0,6
4,3,1.63552388761012,-0.559588837081614,0.350919707482027,0.0795340585425137,0,0,0,0,0,0,6
5,3,1.23603766364208,0.12845837386526,-0.135407867622879,-0.268045481826233,0,0,0,0,0,0,6
6,3,1.19817320757568,-0.913460672143622,0.0032371782766385,-0.599275691093454,0,0,0,0,0,0,6
7,3,-0.859226830291409,0.296843953579331,-0.305042382187567,1.46280963299153,0,0,0,0,0,0,6
