rep,id,eta_b02,eta_b12,eta_b03,eta_b13,eta_p1,eta_g1,eta_p2,eta_g2,eta_alpha12,eta_alpha13,eta_alpha22,eta_alpha23
1,1,-0.0204306625654471,-0.00524925302038486,0.0206705107677418,0.0235390517272228,0,0,0,0,0,0,0,0
2,1,-0.0272700921482478,-0.00515642176469049,1.17457904681644,-0.0145104650176291,0,0,0,0,0,0,0,0
3,1,0.0166720054125262,-0.00420841666218231,0.290569125395704,0.0188683356765704,0,0,0,0,0,0,0,0
1,2,-0.00980178538262599,-0.000286871505986407,0.516190827975485,-0.13559761004673,0,0,0,0,0,0,0,0
2,2,-0.00732106935847998,-0.000116061827261537,0.700320171679892,-0.143044179018231,0,0,0,0,0,0,0,0
3,2,0.00158132444743497,-0.000599771691619903,0.57958422468178,-0.157352157766224,0,0,0,0,0,0,0,0
1,3,-0.092100496541712,-0.00104814382965683,-0.465918066915932,0.00909843869072732,0,0,0,0,0,0,0,0
2,3,-0.0648203949903445,-0.00496981286717772,0.0858996258653955,-0.0600261723064199,0,0,0,0,0,0,0,0
3,3,-0.0392932708617879,-0.00477605602491117,-0.976765919012574,0.000674428569073238,0,0,0,0,0,0,0,0
1,4,0.102423158322674,0.0130113202689446,-0.707665480946294,0.367508305979924,0,0,0,0,0,0,0,0
2,4,0.137375380091323,-0.000544738340657338,0.277266432005438,0.0312780748437419,0,0,0,0,0,0,0,0
3,4,0.110193238590334,0.00343381472873395,0.24406380300612,0.170543361737327,0,0,0,0,0,0,0,0
1,5,0.00870228415928231,-0.000672905677396943,1.09142334548927,0.106826277229698,0,0,0,0,0,0,0,0
2,5,0.0388565221773129,-0.00480724889197157,1.60009025733323,-0.00817405402716323,0,0,0,0,0,0,0,0
3,5,0.0217211512768198,-0.00127755487073341,1.72929212187622,0.0836496837165607,0,0,0,0,0,0,0,0
1,6,0.0794541069430492,-0.00400837650851892,-0.319737714711241,0.13244820744849,0,0,0,0,0,0,0,0
2,6,0.0639135443328902,-0.0105779447498075,-0.56943187603758,0.142103099295428,0,0,0,0,0,0,0,0
3,6,0.079429883069106,-0.00757690773201627,-0.484445226773451,0.117590898402601,0,0,0,0,0,0,0,0
1,7,-0.0161378950375584,-0.00190414388190489,-1.70982726481389,-0.0938767861947626,0,0,0,0,0,0,0,0
2,7,-0.0104357075070745,-0.00257172113169612,-0.327000068871457,-0.255794386911704,0,0,0,0,0,0,0,0
3,7,-0.0518857013617566,0.00286768257695639,-0.504374904898695,-0.165912664488795,0,0,0,0,0,0,0,0
1,8,0.0149869613309885,0.00261984682476105,-2.36123940627085,-0.0692318558909259,0,0,0,0,0,0,0,0
2,8,-0.00498000961302214,0.00360414042758795,-1.9075591768256,-0.304004333418553,0,0,0,0,0,0,0,0
3,8,-0.0839289094215303,-0.0109351912882438,-2.11596149284389,-0.263922502388398,0,0,0,0,0,0,0,0
1,9,0.0333556553063454,-0.00432644799897549,-0.791869239578389,0.0081613887093438,0,0,0,0,0,0,0,0
2,9,0.0243980016823349,-0.00550762977037245,-0.423772103906053,-0.00524954973148711,0,0,0,0,0,0,0,0
3,9,0.0332581837815331,-0.00594285108775936,-0.628724361093571,-0.00368812300967158,0,0,0,0,0,0,0,0
1,10,0.0747875752028202,-0.00229271324385002,-0.126492150072992,0.206762560717926,0,0,0,0,0,0,0,0
2,10,0.0561757197039912,0.00408627154361042,0.326870703561845,0.117890173935511,0,0,0,0,0,0,0,0
3,10,0.0104956541759575,0.00368305891909275,-1.30894133795941,0.228158098079763,0,0,0,0,0,0,0,0
1,11,-0.0149075064836515,0.00115259306073989,-0.875772442914943,0.0327284532731546,0,0,0,0,0,0,0,0
2,11,0.022681315729816,-0.00531719080793601,-1.01820409742418,0.00356063083347144,0,0,0,0,0,0,0,0
3,11,-4.29261091223765e-05,0.0055876401034717,-0.938442904672433,0.0580992475064757,0,0,0,0,0,0,0,0
1,12,-0.0120376268934077,0.00257901998027459,0.43943723949518,0.147074234174957,0,0,0,0,0,0,0,0
2,12,-0.0519930459459959,-0.00431599519337363,-0.885653626574793,-0.126142117915992,0,0,0,0,0,0,0,0
3,12,-0.038707292700531,0.0121407165292248,-0.580932963306918,0.0133028068472325,0,0,0,0,0,0,0,0
1,13,-0.0219042356514869,-0.00381640635416627,-0.159889571635063,0.154191611541321,0,0,0,0,0,0,0,0
2,13,-0.0743990426713435,0.0022475818330618,-0.538797878198316,0.242692855832532,0,0,0,0,0,0,0,0
3,13,-0.0608048380490116,-0.00173142546690659,-0.597984938487367,-0.125534515010479,0,0,0,0,0,0,0,0
1,14,0.0660631049121561,0.00311938309347755,0.139505676567746,-0.048111368735141,0,0,0,0,0,0,0,0
2,14,0.0174249568270266,-0.000850164864236487,-0.494178937319488,0.0111675468499288,0,0,0,0,0,0,0,0
3,14,0.017629218351801,0.00109989054929012,0.704900433996848,-0.017633846812474,0,0,0,0,0,0,0,0
1,15,-0.0270648091447034,-0.00288110339795998,0.306800586633113,-0.0616708130498937,0,0,0,0,0,0,0,0
2,15,-0.034701929026479,-0.00383470541259246,0.168394771138837,-0.0614999818143891,0,0,0,0,0,0,0,0
3,15,-0.0804635746539688,-0.000204339419036547,-0.161768313630729,-0.0588098339261753,0,0,0,0,0,0,0,0
1,16,0.00609477275778492,-0.00669204124381152,0.198664201692807,-0.167124026900378,0,0,0,0,0,0,0,0
2,16,0.0114815938785258,-0.00686852435526716,-0.0412339065199543,-0.171774208625684,0,0,0,0,0,0,0,0
3,16,-0.0244172379777163,-0.00502336002604021,-0.0956105590598595,-0.155439803776202,0,0,0,0,0,0,0,0
1,17,0.00738362499590384,-0.00252783735307657,1.21863497865994,0.00549990951395932,0,0,0,0,0,0,0,0
2,17,0.0207669631613747,-0.00515236989429445,1.82451989905242,-0.037531528848421,0,0,0,0,0,0,0,0
3,17,0.000828248665358799,-0.00309057695308087,1.90294573196443,-0.0449325391802643,0,0,0,0,0,0,0,0
1,18,0.0208318927279532,-0.010978825690402,0.85871843660213,0.010466512531816,0,0,0,0,0,0,0,0
2,18,-0.0283883822441737,-0.0075074381686368,0.903332141011544,0.0466701620081277,0,0,0,0,0,0,0,0
3,18,-0.022921989906358,-0.00712997134414715,1.0681612743012,-0.00616496757856369,0,0,0,0,0,0,0,0
1,19,-0.00888690040209816,-0.0021634413922333,-0.24077998339738,-0.0615458593888905,0,0,0,0,0,0,0,0
2,19,-0.010610993658366,-0.00202524775054438,0.487222011101671,-0.0879251784291699,0,0,0,0,0,0,0,0
3,19,0.011256863582191,-0.00379244895857416,0.182437340473933,-0.0612991651373204,0,0,0,0,0,0,0,0
1,20,-0.028496358189849,-0.00648142082127109,-0.992781764951472,-0.113973215092827,0,0,0,0,0,0,0,0
2,20,-0.042625483428175,-0.00404127404420721,-0.643122130802221,-0.0360338422058278,0,0,0,0,0,0,0,0
3,20,-0.00511582845165481,0.00189135798124837,-0.414956530541834,-0.141785855028928,0,0,0,0,0,0,0,0
