parameter,value
b01_pop,4.37696458637439
b11_pop,-0.15243938561427
b21_pop,-0.149649284831756
a1_pop,5.76741777827703
b02_pop,7.39900559075589
b12_pop,0.00265587383831143
b03_pop,4.261687285671
b13_pop,-0.137817512936779
p1_pop,0.019953233669838
g1_pop,0.106498820365868
p2_pop,0.836494417875707
g2_pop,0.139264497251749
alpha11_pop,0.174351402842331
alpha12_pop,-11.4048824439922
alpha13_pop,0.724743927791592
alpha21_pop,-0.118168499518388
alpha22_pop,2.63775193454172
alpha23_pop,-0.250285438355958
omega_b01,1.84015673792135
omega_b11,0.102152799355744
omega_b21,0.06127039812506
omega_a1,0.901338796555348
omega_b02,0.0375205120106468
omega_b12,0.00496920956639643
omega_b03,0.986368478573078
omega_b13,0.152082077899828
b_1,0.314795668970341
a_2,0.0502215329495389
a_3,0.694259073524791
