id,b01_SAEM,b11_SAEM,b21_SAEM,a1_SAEM,b02_SAEM,b12_SAEM,b03_SAEM,b13_SAEM,p1_SAEM,g1_SAEM,p2_SAEM,g2_SAEM,alpha11_SAEM,alpha12_SAEM,alpha13_SAEM,alpha21_SAEM,alpha22_SAEM,alpha23_SAEM,b01_mean,b11_mean,b21_mean,a1_mean,b02_mean,b12_mean,b03_mean,b13_mean,p1_mean,g1_mean,p2_mean,g2_mean,alpha11_mean,alpha12_mean,alpha13_mean,alpha21_mean,alpha22_mean,alpha23_mean,b01_mode,b11_mode,b21_mode,a1_mode,b02_mode,b12_mode,b03_mode,b13_mode,p1_mode,g1_mode,p2_mode,g2_mode,alpha11_mode,alpha12_mode,alpha13_mode,alpha21_mode,alpha22_mode,alpha23_mode,b01_sd,b11_sd,b21_sd,a1_sd,b02_sd,b12_sd,b03_sd,b13_sd,p1_sd,g1_sd,p2_sd,g2_sd,alpha11_sd,alpha12_sd,alpha13_sd,alpha21_sd,alpha22_sd,alpha23_sd
1,5.70445,-0.262007,-0.127588,13.073,7.33298,0.0044752,3.8853,-0.110921,0.0278898,0.128562,0.719822,0.127514,0.190773,-12.0268,0.814887,-0.0878747,-0.000561287,-0.201931,5.72501,-0.258808,-0.13381,14.0181,7.32857,0.00479829,3.84521,-0.111907,0.027477,0.127716,0.71969,0.127692,0.190802,-12.0867,0.821663,-0.0870615,-0.000577099,-0.202144,5.83569,-0.256046,-0.127799,14.5027,7.33305,0.00443388,3.83145,-0.108217,0.027477,0.127716,0.71969,0.127692,0.190802,-12.0867,0.821663,-0.0870615,-0.000577099,-0.202144,0.738211,0.0658255,0.0385015,8.48781,0.0173968,0.00108881,0.370291,0.0237684,0,0,0,0,0,0,0,0,0,0
2,3.86355,-0.187866,-0.115476,5.18496,7.45607,-0.00106876,2.96794,-0.0855844,0.0278898,0.128562,0.719822,0.127514,0.190773,-12.0268,0.814887,-0.0878747,-0.000561287,-0.201931,4.16058,-0.162527,-0.0921273,4.30489,7.45168,-0.000759927,2.9055,-0.0818343,0.027477,0.127716,0.71969,0.127692,0.190802,-12.0867,0.821663,-0.0870615,-0.000577099,-0.202144,3.86651,-0.154027,-0.102382,6.32257,7.45729,-0.00116706,3.07867,-0.091872,0.027477,0.127716,0.71969,0.127692,0.190802,-12.0867,0.821663,-0.0870615,-0.000577099,-0.202144,0.756424,0.0808611,0.0684615,2.6611,0.0181292,0.00104272,0.360227,0.0213012,0,0,0,0,0,0,0,0,0,0
3,2.78308,-0.188502,-0.140212,5.98492,7.36549,0.00186984,4.35255,-0.247735,0.0278898,0.128562,0.719822,0.127514,0.190773,-12.0268,0.814887,-0.0878747,-0.000561287,-0.201931,2.81637,-0.177937,-0.137949,6.15174,7.3633,0.00241878,4.3595,-0.22752,0.027477,0.127716,0.71969,0.127692,0.190802,-12.0867,0.821663,-0.0870615,-0.000577099,-0.202144,2.54525,-0.180186,-0.133142,5.85297,7.36332,0.00179229,4.34475,-0.234839,0.027477,0.127716,0.71969,0.127692,0.190802,-12.0867,0.821663,-0.0870615,-0.000577099,-0.202144,0.794434,0.0835522,0.0603731,4.56181,0.0241333,0.00476393,0.438656,0.122666,0,0,0,0,0,0,0,0,0,0
4,4.90321,-0.160341,-0.151338,6.75428,7.37894,0.00350958,4.1428,-0.16851,0.0278898,0.128562,0.719822,0.127514,0.190773,-12.0268,0.814887,-0.0878747,-0.000561287,-0.201931,4.9682,-0.136661,-0.150357,8.79793,7.37966,0.00311094,4.16616,-0.164196,0.027477,0.127716,0.71969,0.127692,0.190802,-12.0867,0.821663,-0.0870615,-0.000577099,-0.202144,4.54072,-0.142737,-0.150634,4.98776,7.37868,0.00310875,4.17661,-0.158244,0.027477,0.127716,0.71969,0.127692,0.190802,-12.0867,0.821663,-0.0870615,-0.000577099,-0.202144,0.996831,0.0913718,0.0580509,11.2483,0.032826,0.00485421,0.453533,0.144056,0,0,0,0,0,0,0,0,0,0
5,6.30399,-0.141162,-0.152834,4.87443,7.39005,0.00333521,4.53016,-0.0698607,0.0278898,0.128562,0.719822,0.127514,0.190773,-12.0268,0.814887,-0.0878747,-0.000561287,-0.201931,6.52374,-0.152536,-0.151941,5.1164,7.39281,0.00279549,4.56627,-0.0943874,0.027477,0.127716,0.71969,0.127692,0.190802,-12.0867,0.821663,-0.0870615,-0.000577099,-0.202144,6.04689,-0.138928,-0.151949,4.99307,7.39104,0.00322448,4.51516,-0.0569835,0.027477,0.127716,0.71969,0.127692,0.190802,-12.0867,0.821663,-0.0870615,-0.000577099,-0.202144,1.0629,0.0992067,0.0643165,5.09521,0.0212789,0.00473083,0.395522,0.11481,0,0,0,0,0,0,0,0,0,0
6,6.40725,-0.0982063,-0.160174,6.59427,7.42561,0.00357712,6.2542,-0.0507809,0.0278898,0.128562,0.719822,0.127514,0.190773,-12.0268,0.814887,-0.0878747,-0.000561287,-0.201931,6.22176,-0.107375,-0.163605,7.49236,7.42775,0.00377144,6.25078,-0.047017,0.027477,0.127716,0.71969,0.127692,0.190802,-12.0867,0.821663,-0.0870615,-0.000577099,-0.202144,5.87243,-0.0975904,-0.163091,5.79162,7.42569,0.00341982,6.24185,-0.0395883,0.027477,0.127716,0.71969,0.127692,0.190802,-12.0867,0.821663,-0.0870615,-0.000577099,-0.202144,1.00676,0.0998694,0.0618579,7.43871,0.0267514,0.00508025,0.433388,0.137953,0,0,0,0,0,0,0,0,0,0
7,1.00542,-0.112461,-0.184191,14.8978,7.38417,0.00302854,3.3879,-0.133683,0.0278898,0.128562,0.719822,0.127514,0.190773,-12.0268,0.814887,-0.0878747,-0.000561287,-0.201931,0.908083,-0.0933615,-0.185676,11.2037,7.3783,0.00241786,3.38061,-0.162795,0.027477,0.127716,0.71969,0.127692,0.190802,-12.0867,0.821663,-0.0870615,-0.000577099,-0.202144,4.64948,-0.239193,-0.106787,13.9964,7.38485,0.00257513,3.36653,-0.121933,0.027477,0.127716,0.71969,0.127692,0.190802,-12.0867,0.821663,-0.0870615,-0.000577099,-0.202144,2.84693,0.121022,0.0702253,7.44423,0.0240795,0.00505617,0.427479,0.14591,0,0,0,0,0,0,0,0,0,0
8,7.20109,-0.165492,-0.145478,5.28299,7.42463,0.00477706,4.17484,-0.180854,0.0278898,0.128562,0.719822,0.127514,0.190773,-12.0268,0.814887,-0.0878747,-0.000561287,-0.201931,7.21795,-0.17619,-0.150568,4.92219,7.42381,0.00453524,4.16325,-0.1606,0.027477,0.127716,0.71969,0.127692,0.190802,-12.0867,0.821663,-0.0870615,-0.000577099,-0.202144,6.89129,-0.173374,-0.139433,5.45072,7.42416,0.00471214,4.1195,-0.16799,0.027477,0.127716,0.71969,0.127692,0.190802,-12.0867,0.821663,-0.0870615,-0.000577099,-0.202144,0.955329,0.08518,0.0565837,4.38888,0.0230697,0.0053741,0.410724,0.124507,0,0,0,0,0,0,0,0,0,0
9,3.88722,-0.157776,-0.147635,5.19702,7.41891,0.0013132,4.30531,-0.199586,0.0278898,0.128562,0.719822,0.127514,0.190773,-12.0268,0.814887,-0.0878747,-0.000561287,-0.201931,3.67742,-0.146967,-0.152935,4.63078,7.41745,0.00140522,4.42742,-0.216687,0.027477,0.127716,0.71969,0.127692,0.190802,-12.0867,0.821663,-0.0870615,-0.000577099,-0.202144,3.49914,-0.147803,-0.14904,5.00016,7.41776,0.00172399,4.32067,-0.198822,0.027477,0.127716,0.71969,0.127692,0.190802,-12.0867,0.821663,-0.0870615,-0.000577099,-0.202144,0.667618,0.0738886,0.061979,3.06823,0.0230422,0.00439675,0.432071,0.102721,0,0,0,0,0,0,0,0,0,0
10,6.03311,-0.226357,-0.114159,11.1116,7.40535,0.000256148,4.93599,-0.19586,0.0278898,0.128562,0.719822,0.127514,0.190773,-12.0268,0.814887,-0.0878747,-0.000561287,-0.201931,5.82839,-0.219826,-0.108449,9.22014,7.40668,0.000167707,4.96544,-0.198201,0.027477,0.127716,0.71969,0.127692,0.190802,-12.0867,0.821663,-0.0870615,-0.000577099,-0.202144,6.18553,-0.204197,-0.0992632,10.5656,7.40727,0.000123195,4.98646,-0.202297,0.027477,0.127716,0.71969,0.127692,0.190802,-12.0867,0.821663,-0.0870615,-0.000577099,-0.202144,0.872218,0.0741451,0.0399809,5.47702,0.0197911,0.00209161,0.367777,0.038562,0,0,0,0,0,0,0,0,0,0
11,1.95604,-0.107048,-0.161593,8.1746,7.41451,0.00353372,5.25074,-0.0879206,0.0278898,0.128562,0.719822,0.127514,0.190773,-12.0268,0.814887,-0.0878747,-0.000561287,-0.201931,2.11065,-0.11936,-0.15416,7.33301,7.41092,0.00305338,5.25019,-0.101812,0.027477,0.127716,0.71969,0.127692,0.190802,-12.0867,0.821663,-0.0870615,-0.000577099,-0.202144,0.829408,-0.123184,-0.156162,5.12742,7.41426,0.00294411,5.2506,-0.0884772,0.027477,0.127716,0.71969,0.127692,0.190802,-12.0867,0.821663,-0.0870615,-0.000577099,-0.202144,1.64783,0.108378,0.0630037,6.75248,0.0302662,0.00492311,0.549314,0.141829,0,0,0,0,0,0,0,0,0,0
12,2.89183,-0.166394,-0.0469205,7.26174,7.39253,0.00102985,4.60808,-0.264581,0.0278898,0.128562,0.719822,0.127514,0.190773,-12.0268,0.814887,-0.0878747,-0.000561287,-0.201931,2.28915,-0.152718,-0.047158,5.39172,7.39093,0.00126199,4.67674,-0.277807,0.027477,0.127716,0.71969,0.127692,0.190802,-12.0867,0.821663,-0.0870615,-0.000577099,-0.202144,2.51248,-0.125192,-0.0539456,7.52933,7.39124,0.00119593,4.54677,-0.258108,0.027477,0.127716,0.71969,0.127692,0.190802,-12.0867,0.821663,-0.0870615,-0.000577099,-0.202144,0.177549,0.0231938,0.0177108,1.69716,0.0237177,0.00276406,0.315612,0.0377444,0,0,0,0,0,0,0,0,0,0
13,5.00224,0.0460351,-0.151736,9.48179,7.38755,0.00380969,3.52383,-0.156598,0.0278898,0.128562,0.719822,0.127514,0.190773,-12.0268,0.814887,-0.0878747,-0.000561287,-0.201931,4.78951,0.044954,-0.165946,9.40914,7.3872,0.00386006,3.36948,-0.147138,0.027477,0.127716,0.71969,0.127692,0.190802,-12.0867,0.821663,-0.0870615,-0.000577099,-0.202144,4.50624,0.045432,-0.1511,9.26672,7.38355,0.0039731,3.43421,-0.150339,0.027477,0.127716,0.71969,0.127692,0.190802,-12.0867,0.821663,-0.0870615,-0.000577099,-0.202144,1.01759,0.00993864,0.0501656,1.99209,0.015619,0.000974777,0.300818,0.0157256,0,0,0,0,0,0,0,0,0,0
14,5.36969,0.0338196,-0.166417,12.6945,7.43369,2.78511e-05,4.28404,-0.0187282,0.0278898,0.128562,0.719822,0.127514,0.190773,-12.0268,0.814887,-0.0878747,-0.000561287,-0.201931,5.54728,0.00679166,-0.181044,14.6547,7.43029,0.000979179,4.3511,-0.0359035,0.027477,0.127716,0.71969,0.127692,0.190802,-12.0867,0.821663,-0.0870615,-0.000577099,-0.202144,4.44348,0.021466,-0.162361,13.5371,7.43299,-0.000172609,4.33076,-0.0205584,0.027477,0.127716,0.71969,0.127692,0.190802,-12.0867,0.821663,-0.0870615,-0.000577099,-0.202144,1.54109,0.0842001,0.0592267,10.4076,0.0242474,0.0049173,0.408657,0.130267,0,0,0,0,0,0,0,0,0,0
