id,eta_b01_SAEM,eta_b11_SAEM,eta_b21_SAEM,eta_a1_SAEM,eta_b02_SAEM,eta_b12_SAEM,eta_b03_SAEM,eta_b13_SAEM,eta_p1_SAEM,eta_g1_SAEM,eta_p2_SAEM,eta_g2_SAEM,eta_alpha11_SAEM,eta_alpha12_SAEM,eta_alpha13_SAEM,eta_alpha21_SAEM,eta_alpha22_SAEM,eta_alpha23_SAEM,eta_b01_mean,eta_b11_mean,eta_b21_mean,eta_a1_mean,eta_b02_mean,eta_b12_mean,eta_b03_mean,eta_b13_mean,eta_p1_mean,eta_g1_mean,eta_p2_mean,eta_g2_mean,eta_alpha11_mean,eta_alpha12_mean,eta_alpha13_mean,eta_alpha21_mean,eta_alpha22_mean,eta_alpha23_mean,eta_b01_mode,eta_b11_mode,eta_b21_mode,eta_a1_mode,eta_b02_mode,eta_b12_mode,eta_b03_mode,eta_b13_mode,eta_p1_mode,eta_g1_mode,eta_p2_mode,eta_g2_mode,eta_alpha11_mode,eta_alpha12_mode,eta_alpha13_mode,eta_alpha21_mode,eta_alpha22_mode,eta_alpha23_mode,eta_b01_sd,eta_b11_sd,eta_b21_sd,eta_a1_sd,eta_b02_sd,eta_b12_sd,eta_b03_sd,eta_b13_sd,eta_p1_sd,eta_g1_sd,eta_p2_sd,eta_g2_sd,eta_alpha11_sd,eta_alpha12_sd,eta_alpha13_sd,eta_alpha21_sd,eta_alpha22_sd,eta_alpha23_sd
1,1.01468,-0.125026,0.0255772,0.864684,-0.0683947,0.0015026,-0.305258,0.0334556,0,0,0,0,0,0,0,0,0,0,1.03244,-0.122715,0.0190466,0.875979,-0.0728114,0.00182093,-0.349949,0.0333181,0,0,0,0,0,0,0,0,0,0,1.14312,-0.119953,0.0250576,1.06394,-0.0683324,0.00145652,-0.363704,0.0370081,0,0,0,0,0,0,0,0,0,0,0.738211,0.0658255,0.0385015,0.55675,0.0173968,0.00108881,0.370291,0.0237684,0,0,0,0,0,0,0,0,0,0
2,-0.826211,-0.0508859,0.0376887,-0.175531,0.0546869,-0.00404136,-1.22262,0.0587921,0,0,0,0,0,0,0,0,0,0,-0.531993,-0.0264346,0.0607295,-0.325647,0.0502976,-0.00373729,-1.28966,0.0633912,0,0,0,0,0,0,0,0,0,0,-0.826062,-0.017934,0.0504749,0.233728,0.0559102,-0.00414442,-1.11648,0.0533534,0,0,0,0,0,0,0,0,0,0,0.756424,0.0808611,0.0684615,0.621741,0.0181292,0.00104272,0.360227,0.0213012,0,0,0,0,0,0,0,0,0,0
3,-1.90669,-0.0515214,0.0129532,-0.135807,-0.035889,-0.00110277,0.161985,-0.103359,0,0,0,0,0,0,0,0,0,0,-1.8762,-0.0418444,0.0149076,-0.0637036,-0.038079,-0.000558579,0.164339,-0.0822947,0,0,0,0,0,0,0,0,0,0,-2.14732,-0.0440933,0.0197146,0.156552,-0.0380582,-0.00118507,0.149597,-0.0896132,0,0,0,0,0,0,0,0,0,0,0.794434,0.0835522,0.0603731,0.76275,0.0241333,0.00476393,0.438656,0.122666,0,0,0,0,0,0,0,0,0,0
4,0.213446,-0.0233605,0.00182696,-0.0327353,-0.022444,0.000536976,-0.0477601,-0.0241338,0,0,0,0,0,0,0,0,0,0,0.275628,-0.000567856,0.00250025,0.104152,-0.0217169,0.000133577,-0.0289985,-0.0189708,0,0,0,0,0,0,0,0,0,0,-0.151846,-0.00664397,0.00222271,-0.00341094,-0.0227052,0.000131395,-0.0185475,-0.013019,0,0,0,0,0,0,0,0,0,0,0.996831,0.0913718,0.0580509,0.937608,0.032826,0.00485421,0.453533,0.144056,0,0,0,0,0,0,0,0,0,0
5,1.61423,-0.00418165,0.000331386,-0.289585,-0.0113269,0.000362604,0.339596,0.0745159,0,0,0,0,0,0,0,0,0,0,1.83117,-0.0164431,0.000915734,-0.310134,-0.00857061,-0.000181871,0.371113,0.050838,0,0,0,0,0,0,0,0,0,0,1.35432,-0.00283482,0.00090763,-0.00234704,-0.0103436,0.000247121,0.319999,0.0882419,0,0,0,0,0,0,0,0,0,0,1.0629,0.0992067,0.0643165,0.803688,0.0212789,0.00473083,0.395522,0.11481,0,0,0,0,0,0,0,0,0,0
6,1.71749,0.0387743,-0.00700866,-0.0119014,0.0242302,0.000604517,2.06364,0.0935957,0,0,0,0,0,0,0,0,0,0,1.52919,0.0287181,-0.0107485,-0.030684,0.0263652,0.000794078,2.05562,0.0982085,0,0,0,0,0,0,0,0,0,0,1.17986,0.0385024,-0.0102337,0.146013,0.0243077,0.000442462,2.0467,0.105637,0,0,0,0,0,0,0,0,0,0,1.00676,0.0998694,0.0618579,0.991178,0.0267514,0.00508025,0.433388,0.137953,0,0,0,0,0,0,0,0,0,0
7,-3.68434,0.0245194,-0.0310258,0.828741,-0.0172097,5.59386e-05,-0.802657,0.0106935,0,0,0,0,0,0,0,0,0,0,-3.78449,0.0427313,-0.0328187,0.6171,-0.0230823,-0.000559498,-0.814548,-0.0175695,0,0,0,0,0,0,0,0,0,0,-0.043088,-0.103101,0.0460697,1.0284,-0.0165298,-0.00040223,-0.82863,0.0232926,0,0,0,0,0,0,0,0,0,0,2.84693,0.121022,0.0702253,0.636841,0.0240795,0.00505617,0.427479,0.14591,0,0,0,0,0,0,0,0,0,0
8,2.51133,-0.0285118,0.00768703,-0.236987,0.0232529,0.00180446,-0.0157206,-0.0364771,0,0,0,0,0,0,0,0,0,0,2.52538,-0.0400975,0.00228886,-0.312276,0.0224306,0.00155788,-0.0319108,-0.0153745,0,0,0,0,0,0,0,0,0,0,2.19872,-0.0372817,0.0134242,0.0853494,0.022779,0.00173478,-0.0756554,-0.0227643,0,0,0,0,0,0,0,0,0,0,0.955329,0.08518,0.0565837,0.791011,0.0230697,0.0053741,0.410724,0.124507,0,0,0,0,0,0,0,0,0,0
9,-0.802545,-0.020795,0.00552966,-0.2859,0.0175258,-0.0016594,0.11475,-0.0552092,0,0,0,0,0,0,0,0,0,0,-1.01515,-0.0108745,-7.81792e-05,-0.297648,0.0160732,-0.00157214,0.232263,-0.0714612,0,0,0,0,0,0,0,0,0,0,-1.19343,-0.0117105,0.00381699,-0.000928765,0.0163759,-0.00125337,0.125509,-0.0535961,0,0,0,0,0,0,0,0,0,0,0.667618,0.0738886,0.061979,0.692477,0.0230422,0.00439675,0.432071,0.102721,0,0,0,0,0,0,0,0,0,0
10,1.34334,-0.0893766,0.0390064,0.544853,0.00396703,-0.00271645,0.745429,-0.0514831,0,0,0,0,0,0,0,0,0,0,1.13582,-0.0837336,0.0444082,0.381969,0.00529405,-0.00280965,0.770278,-0.052976,0,0,0,0,0,0,0,0,0,0,1.49296,-0.0681044,0.0535936,0.747201,0.00588866,-0.00285416,0.7913,-0.0570712,0,0,0,0,0,0,0,0,0,0,0.872218,0.0741451,0.0399809,0.757333,0.0197911,0.00209161,0.367777,0.038562,0,0,0,0,0,0,0,0,0,0
