rep,id,b01,b11,b21,a1,b02,b12,b03,b13,b06,b16,p1,g1,p2,g2,alpha11,alpha12,alpha13,alpha16,alpha21,alpha22,alpha23,alpha26,eta_b01,eta_b11,eta_b21,eta_a1,eta_b02,eta_b12,eta_b03,eta_b13,eta_b06,eta_b16,eta_p1,eta_g1,eta_p2,eta_g2,eta_alpha11,eta_alpha12,eta_alpha13,eta_alpha16,eta_alpha21,eta_alpha22,eta_alpha23,eta_alpha26
1,1,3.03645057294254,-0.203826556514195,-0.223539475472139,8.39223023675496,7.4552812787363,0.00521130220216283,4.61168172335627,-0.133967869835262,4.97423044013448,-0.0419775140907085,0.0370089423334351,0.100913298345397,0.785385729154533,0.141356272872122,0.142862828616587,-13.6204541044487,0.633799777566838,-4.9097977061026e-08,-0.0600932486967455,4.54989096986363,-0.203915743024857,-0.0435275445568687,-1.86892911564577,-0.0626297814580146,-0.0837508461445266,0.52758620512176,0.0591514517748966,0.0022547202408643,0.411684128981046,0.0218367167092046,-0.247796789022228,0.0285624598104803,0,0,0,0,0,0,0,0,0,0,0,0
2,1,3.71904871926027,-0.248105873602233,-0.127505938090048,1.06883503162317,7.43478218083386,-0.000928788958549482,4.53076597841864,-0.100951362498335,4.67677120546238,-0.0119373339972065,0.0370089423334351,0.100913298345397,0.785385729154533,0.141356272872122,0.142862828616587,-13.6204541044487,0.633799777566838,-4.9097977061026e-08,-0.0600932486967455,4.54989096986363,-0.203915743024857,-0.0435275445568687,-1.18633096932805,-0.106909098546053,0.0122826912375643,-1.53315080100558,0.0386523538724548,-0.00388537091984801,0.33076838404342,0.0548532240461324,-0.545256023694324,0.0586026399039823,0,0,0,0,0,0,0,0,0,0,0,0
3,1,3.24037136898538,-0.178296805413847,-0.21417854788788,1.46743019324465,7.47920383250522,-0.00140014646245507,4.52405561397023,-0.0824638456078567,4.81686467019115,-0.0249585206663128,0.0370089423334351,0.100913298345397,0.785385729154533,0.141356272872122,0.142862828616587,-13.6204541044487,0.633799777566838,-4.9097977061026e-08,-0.0600932486967455,4.54989096986363,-0.203915743024857,-0.0435275445568687,-1.66500831960294,-0.0371000303576665,-0.0743899185602674,-1.21620739776098,0.0830740055438213,-0.0043567284237536,0.324058019595009,0.0733407409366102,-0.405162558965552,0.045581453234876,0,0,0,0,0,0,0,0,0,0,0,0
1,2,3.36389088773622,-0.143342127729453,-0.149128917951904,8.50881200084762,7.43040009509261,-0.00180369659228738,3.04832260590705,-0.243917885994103,3.80630510648822,-0.0961936421354114,0.0370089423334351,0.100913298345397,0.785385729154533,0.141356272872122,0.142862828616587,-13.6204541044487,0.633799777566838,-4.9097977061026e-08,-0.0600932486967455,4.54989096986363,-0.203915743024857,-0.0435275445568687,-1.54148880085209,-0.00214535267327298,-0.00934028862429215,0.541382231607595,0.0342702681312046,-0.00476027855358591,-1.15167498846817,-0.0881132994496365,-1.41572212266848,-0.0256536682342226,0,0,0,0,0,0,0,0,0,0,0,0
2,2,2.61554841191479,-0.189709130152831,-0.182504976152621,1.80601239098208,7.40770514341386,0.00986931279676396,2.79012106343007,-0.166458091808935,3.26830221531754,0.029328689708543,0.0370089423334351,0.100913298345397,0.785385729154533,0.141356272872122,0.142862828616587,-13.6204541044487,0.633799777566838,-4.9097977061026e-08,-0.0600932486967455,4.54989096986363,-0.203915743024857,-0.0435275445568687,-2.28983127667352,-0.0485123550966503,-0.0427163468250091,-1.00859878488206,0.0115753164524612,0.00691273083546542,-1.40987653094515,-0.0106535052644676,-1.95372501383917,0.0998686636097319,0,0,0,0,0,0,0,0,0,0,0,0
3,2,3.03925897773285,-0.214354207910987,-0.148188308597463,2.93303535226079,7.35612660552129,0.00698137248821211,3.12369397008936,-0.21668373484242,4.61092355460758,-0.157305394414682,0.0370089423334351,0.100913298345397,0.785385729154533,0.141356272872122,0.142862828616587,-13.6204541044487,0.633799777566838,-4.9097977061026e-08,-0.0600932486967455,4.54989096986363,-0.203915743024857,-0.0435275445568687,-1.86612071085546,-0.0731574328548068,-0.00839967926985036,-0.523682257662764,-0.0400032214401138,0.00402479052691358,-1.07630362428586,-0.0608791482979526,-0.611103674549126,-0.0867654205134936,0,0,0,0,0,0,0,0,0,0,0,0
1,3,6.64133091820144,-0.0843675981599571,-0.0581986670406642,7.19790009186568,7.37051807429219,-0.00984214815124305,4.13880071202867,-0.0825189430383099,4.66598562420312,-0.107743404782742,0.0370089423334351,0.100913298345397,0.785385729154533,0.141356272872122,0.142862828616587,-13.6204541044487,0.633799777566838,-4.9097977061026e-08,-0.0600932486967455,4.54989096986363,-0.203915743024857,-0.0435275445568687,1.73595122961312,0.0568291768962232,0.0815899622869481,0.374069228712977,-0.0256117526692137,-0.0127987301125416,-0.0611968823465521,0.0732856435061571,-0.556041604953582,-0.0372034308815535,0,0,0,0,0,0,0,0,0,0,0,0
2,3,6.10892964010711,-0.130083802171705,-0.148994787958918,7.89927294745128,7.3684983321023,-0.00849933568766993,4.07812541723061,0.0614824793820759,4.95565377507751,-0.135814872728333,0.0370089423334351,0.100913298345397,0.785385729154533,0.141356272872122,0.142862828616587,-13.6204541044487,0.633799777566838,-4.9097977061026e-08,-0.0600932486967455,4.54989096986363,-0.203915743024857,-0.0435275445568687,1.2035499515188,0.0111129728844753,-0.00920615863130553,0.467050622407366,-0.0276314948591008,-0.0114559176489685,-0.121872177144608,0.217287065926543,-0.266373454079193,-0.0652748988271442,0,0,0,0,0,0,0,0,0,0,0,0
3,3,7.24683572440061,-0.11322187323864,-0.107808291565238,9.38650104705621,7.40101935818133,-0.0101492267123729,4.21226086339722,0.00136150226475506,4.18457225762981,-0.0876283003908565,0.0370089423334351,0.100913298345397,0.785385729154533,0.141356272872122,0.142862828616587,-13.6204541044487,0.633799777566838,-4.9097977061026e-08,-0.0600932486967455,4.54989096986363,-0.203915743024857,-0.0435275445568687,2.34145603581229,0.0279749018175405,0.0319803377623739,0.63955249746922,0.00488953121992974,-0.0131058086736714,0.0122632690219966,0.157166088809222,-1.03745497152689,-0.0170883264896677,0,0,0,0,0,0,0,0,0,0,0,0
1,4,4.70133844350386,-0.19995227592257,-0.0638081812861887,4.21894869773721,7.37035605617812,0.00603068034750997,4.32161286120725,-0.215437484389924,5.07321630165198,-0.0201475528267087,0.0370089423334351,0.100913298345397,0.785385729154533,0.141356272872122,0.142862828616587,-13.6204541044487,0.633799777566838,-4.9097977061026e-08,-0.0600932486967455,4.54989096986363,-0.203915743024857,-0.0435275445568687,-0.204041245084455,-0.0587555008663899,0.0759804480414237,-0.160134127609729,-0.0257737707832799,0.00307409838621143,0.121615266832025,-0.0596328978454574,-0.148810927504726,0.0503924210744801,0,0,0,0,0,0,0,0,0,0,0,0
