"rep"	"id"	"b01"	"b11"	"b21"	"a1"	"b03"	"b13"	"p1"	"g1"	"p2"	"g2"	"alpha11"	"alpha13"	"alpha21"	"alpha23"
1	"1"	8.87135299675977	0.0702346754666416	-0.287836605508581	6.19657150005879	4.7311010928304	-0.214537708265846	0.07536927	0.1385967	0.7395636	0.09259089	0.1285523	0.6238025	-0.07080179	0.0001443161
1	"3"	5.30850138493006	-0.441055617006377	-0.165818376366921	14.673985791876	4.01201695961586	-0.0730046585210583	0.07536927	0.1385967	0.7395636	0.09259089	0.1285523	0.6238025	-0.07080179	0.0001443161
1	"5"	4.74735808590188	-0.0792002636548473	-0.205682407063671	4.12689727415264	3.94318408193398	-0.218267402374752	0.07536927	0.1385967	0.7395636	0.09259089	0.1285523	0.6238025	-0.07080179	0.0001443161
1	"8"	5.32985530755784	-0.25770875759207	-0.215544214798183	10.4415294683054	4.5236763887808	-0.236023926286509	0.07536927	0.1385967	0.7395636	0.09259089	0.1285523	0.6238025	-0.07080179	0.0001443161
1	"10"	3.97788239100093	-0.129653471736047	-0.289998330655762	0.919415353756452	3.81804555100537	-0.0568439836596974	0.07536927	0.1385967	0.7395636	0.09259089	0.1285523	0.6238025	-0.07080179	0.0001443161
1	"17"	5.53243543255709	-0.163324300359967	-0.24673866376808	5.60607973487726	3.40999280792826	-0.428301742210297	0.07536927	0.1385967	0.7395636	0.09259089	0.1285523	0.6238025	-0.07080179	0.0001443161
1	"18"	4.44772292034106	-0.293372882141216	-0.165299094221062	9.48144037911577	3.51058993258117	0.0560153164416619	0.07536927	0.1385967	0.7395636	0.09259089	0.1285523	0.6238025	-0.07080179	0.0001443161
1	"20"	5.43311796754932	-0.0976785728582576	-0.195132501170142	3.49734603412061	3.5824528297357	-0.15084041189759	0.07536927	0.1385967	0.7395636	0.09259089	0.1285523	0.6238025	-0.07080179	0.0001443161
1	"29"	1.6408461320984	-0.148704541471639	-0.171014579254809	5.94780313947481	3.95769936502426	-0.0605444879084636	0.07536927	0.1385967	0.7395636	0.09259089	0.1285523	0.6238025	-0.07080179	0.0001443161
1	"33"	7.23905078344006	0.0331574909134808	-0.182104750792336	22.3360329139542	2.44134047441142	-0.0887669027316622	0.07536927	0.1385967	0.7395636	0.09259089	0.1285523	0.6238025	-0.07080179	0.0001443161
1	"34"	4.97674222283157	-0.144590278270011	-0.126666172192813	3.81115482239257	3.80987791191803	-0.167969646172291	0.07536927	0.1385967	0.7395636	0.09259089	0.1285523	0.6238025	-0.07080179	0.0001443161
1	"37"	6.98199998049888	-0.0602778211582457	-0.356884848007865	9.84698180558368	2.56733452601746	0.184559307416852	0.07536927	0.1385967	0.7395636	0.09259089	0.1285523	0.6238025	-0.07080179	0.0001443161
1	"39"	7.87558425661164	0.047993174947164	-0.1601041873551	7.86212560193937	4.393471246805	-0.132225201251987	0.07536927	0.1385967	0.7395636	0.09259089	0.1285523	0.6238025	-0.07080179	0.0001443161
1	"40"	2.18956434995446	-0.0266221705909745	-0.268529720548796	18.6873685788883	5.19391955547907	-0.0607446558846194	0.07536927	0.1385967	0.7395636	0.09259089	0.1285523	0.6238025	-0.07080179	0.0001443161
1	"43"	9.11992463896227	-0.157733972708745	-0.215991918996253	12.4943078932602	2.41236108248545	0.0390121091376735	0.07536927	0.1385967	0.7395636	0.09259089	0.1285523	0.6238025	-0.07080179	0.0001443161
