"rep"	"id"	"b01"	"b11"	"b21"	"a1"	"b02"	"b12"	"b03"	"b13"	"p1"	"g1"	"p2"	"g2"	"alpha11"	"alpha12"	"alpha13"	"alpha21"	"alpha22"	"alpha23"
1	"5"	3.65352062399846	-0.0606270749461028	-0.104026452447967	1.41500806250918	7.42358188778085	0.00538253044896437	4.52564143223512	-0.0449992645849107	0.04290382	0.1032492	0.7091738	0.1071375	0.1752818	-11.8849	0.6923366	-0.09751461	4.85829	5.73259e-11
1	"6"	5.86939395573608	-0.117244121936438	-0.123104401604887	11.4116018213897	7.46881432150967	-0.00593748398207052	3.0386058441386	0.171714088157877	0.04290382	0.1032492	0.7091738	0.1071375	0.1752818	-11.8849	0.6923366	-0.09751461	4.85829	5.73259e-11
1	"7"	7.96392884062196	-0.236896699941067	-0.239743149834379	4.48440157089416	7.43041946396405	-0.00568860762169853	3.82018856873034	-0.055076970544764	0.04290382	0.1032492	0.7091738	0.1071375	0.1752818	-11.8849	0.6923366	-0.09751461	4.85829	5.73259e-11
1	"8"	4.37244252164639	-0.184421041303411	-0.236177747524283	21.8978300745728	7.39918887721023	0.0131996089924365	3.77504011327641	0.120039687202763	0.04290382	0.1032492	0.7091738	0.1071375	0.1752818	-11.8849	0.6923366	-0.09751461	4.85829	5.73259e-11
1	"11"	6.5983418833819	-0.132163007005196	-0.14813521783682	17.336111583751	7.35744757840002	0.0135933701560381	3.38292428465849	-0.0108169547038996	0.04290382	0.1032492	0.7091738	0.1071375	0.1752818	-11.8849	0.6923366	-0.09751461	4.85829	5.73259e-11
1	"12"	3.51968566156063	-0.0635089909445875	-0.153920748635591	4.17430339859518	7.35181520391824	0.00913479311310543	4.44941622053341	-0.0153757581381223	0.04290382	0.1032492	0.7091738	0.1071375	0.1752818	-11.8849	0.6923366	-0.09751461	4.85829	5.73259e-11
1	"15"	5.01197535153028	-0.223862540160539	-0.267946045548435	3.50608312678823	7.37779726000527	0.00711948460132051	5.18581237580552	-0.419794859177434	0.04290382	0.1032492	0.7091738	0.1071375	0.1752818	-11.8849	0.6923366	-0.09751461	4.85829	5.73259e-11
1	"19"	4.07922597594289	-0.0945475508446282	-0.191150408182478	3.89259572125335	7.40734710573518	0.00773146457364479	5.01433772605495	-0.254526177681836	0.04290382	0.1032492	0.7091738	0.1071375	0.1752818	-11.8849	0.6923366	-0.09751461	4.85829	5.73259e-11
1	"20"	2.70933082720501	-0.327086908519043	-0.119706840365853	7.11838341305232	7.3081522293904	0.00426969595734707	4.25468106977074	-0.451657366661473	0.04290382	0.1032492	0.7091738	0.1071375	0.1752818	-11.8849	0.6923366	-0.09751461	4.85829	5.73259e-11
1	"22"	0.955890557143722	0.0608265720643241	0.00220410354391706	10.5306566508161	7.44110339868022	0.00454663136842486	4.88247083151279	-0.214492682895281	0.04290382	0.1032492	0.7091738	0.1071375	0.1752818	-11.8849	0.6923366	-0.09751461	4.85829	5.73259e-11
1	"23"	9.43652201772387	-0.271710571746087	-0.180480512108057	5.50310364921149	7.40141874209121	0.0087038596520276	3.44655213134903	0.0852306256950426	0.04290382	0.1032492	0.7091738	0.1071375	0.1752818	-11.8849	0.6923366	-0.09751461	4.85829	5.73259e-11
1	"26"	3.79108740731946	-0.165461885955535	-0.167720784395248	0.906633709244952	7.39485578914335	0.00526584261808149	5.01634671986911	-0.172910010859272	0.04290382	0.1032492	0.7091738	0.1071375	0.1752818	-11.8849	0.6923366	-0.09751461	4.85829	5.73259e-11
1	"29"	3.75221479930564	-0.222301583772788	-0.253840292587696	5.07729140348416	7.4208194237333	-0.00144819162948619	4.82851490491203	-0.101305025490389	0.04290382	0.1032492	0.7091738	0.1071375	0.1752818	-11.8849	0.6923366	-0.09751461	4.85829	5.73259e-11
1	"30"	2.84240829168902	-0.125771473486991	-0.0764883156363251	3.31684529242503	7.39755081105939	-0.000677940974189505	3.54350904156952	-0.314349549600829	0.04290382	0.1032492	0.7091738	0.1071375	0.1752818	-11.8849	0.6923366	-0.09751461	4.85829	5.73259e-11
1	"33"	7.09966956044365	-0.0213825588951666	-0.158674245240884	2.34041615972997	7.36949485035605	-0.0105579573025382	5.04645087005783	-0.193342997497092	0.04290382	0.1032492	0.7091738	0.1071375	0.1752818	-11.8849	0.6923366	-0.09751461	4.85829	5.73259e-11
1	"34"	4.97456539201161	-0.106936817877897	-0.289803307081866	13.1691412085502	7.3226601130177	0.00650255533330181	4.31346089487295	-0.26644086934753	0.04290382	0.1032492	0.7091738	0.1071375	0.1752818	-11.8849	0.6923366	-0.09751461	4.85829	5.73259e-11
1	"37"	7.49447922809297	-0.152155705713216	-0.0174789580174492	11.3932643098917	7.35523249991642	0.00139138113544291	5.61153982399106	-0.0347022700986713	0.04290382	0.1032492	0.7091738	0.1071375	0.1752818	-11.8849	0.6923366	-0.09751461	4.85829	5.73259e-11
1	"38"	4.57694574866527	-0.101592775969786	-0.0958826685352496	2.61269546593465	7.44582140451197	-0.000199381126779721	4.81526269394273	-0.0305895518198432	0.04290382	0.1032492	0.7091738	0.1071375	0.1752818	-11.8849	0.6923366	-0.09751461	4.85829	5.73259e-11
1	"39"	1.43615175340479	-0.166437252959675	-0.110087644619977	1.03184167075381	7.43305377186815	-0.00151206322521426	5.29099227897765	-0.0873188948496524	0.04290382	0.1032492	0.7091738	0.1071375	0.1752818	-11.8849	0.6923366	-0.09751461	4.85829	5.73259e-11
1	"40"	1.84769599456118	-0.16434073666926	-0.208948947779797	14.8264700189636	7.36126377295677	0.00563435709275117	3.26135303762309	-0.0674165452320585	0.04290382	0.1032492	0.7091738	0.1071375	0.1752818	-11.8849	0.6923366	-0.09751461	4.85829	5.73259e-11
1	"44"	5.58731368336172	-0.151390250906502	-0.126766510213024	20.3942233927765	7.33001475085548	0.00804415484252217	3.32973739903769	-0.250129860412053	0.04290382	0.1032492	0.7091738	0.1071375	0.1752818	-11.8849	0.6923366	-0.09751461	4.85829	5.73259e-11
1	"46"	2.63473378350696	-0.110300371182546	-0.155686762552317	6.4157406426271	7.38219785852073	0.00338419578253138	2.73972729391935	-0.0332951532222692	0.04290382	0.1032492	0.7091738	0.1071375	0.1752818	-11.8849	0.6923366	-0.09751461	4.85829	5.73259e-11
1	"52"	5.92734211071242	-0.151482444412383	-0.170529799565591	3.81445803488168	7.37769117344259	0.00854469311646127	4.35161032623917	0.0203435187247525	0.04290382	0.1032492	0.7091738	0.1071375	0.1752818	-11.8849	0.6923366	-0.09751461	4.85829	5.73259e-11
1	"53"	2.42881172270901	-0.249550806869461	-0.0698174294827872	2.1650035582871	7.31274117858436	0.00718553329304083	4.29441858265483	-0.143442003305678	0.04290382	0.1032492	0.7091738	0.1071375	0.1752818	-11.8849	0.6923366	-0.09751461	4.85829	5.73259e-11
1	"54"	7.16664572205966	-0.0119853728389782	-0.0104296753125067	7.30078017321193	7.37605512978032	0.0092561228842945	2.80813907221468	-0.0726340852553358	0.04290382	0.1032492	0.7091738	0.1071375	0.1752818	-11.8849	0.6923366	-0.09751461	4.85829	5.73259e-11
1	"55"	6.55888706090147	-0.0159894017473131	-0.161500911683865	7.10445763945413	7.44962429629408	0.00410361892778442	3.80978466204747	-0.0488059935183685	0.04290382	0.1032492	0.7091738	0.1071375	0.1752818	-11.8849	0.6923366	-0.09751461	4.85829	5.73259e-11
1	"59"	8.36178167878905	-0.333740060743573	-0.196967589851781	72.7509026278566	7.40258215276299	0.00357853717139229	3.68951090773325	0.00304042322086702	0.04290382	0.1032492	0.7091738	0.1071375	0.1752818	-11.8849	0.6923366	-0.09751461	4.85829	5.73259e-11
1	"65"	7.16497910955081	-0.245774083836721	-0.135297607205138	13.6274017218102	7.35198467329548	-0.00201249515630568	4.38587536578722	0.109250043338921	0.04290382	0.1032492	0.7091738	0.1071375	0.1752818	-11.8849	0.6923366	-0.09751461	4.85829	5.73259e-11
1	"68"	7.88115694764452	-0.202298023855453	-0.151153681006595	1.24165654800695	7.35933287321123	0.00364509233726012	3.68777068063321	-0.225453436294531	0.04290382	0.1032492	0.7091738	0.1071375	0.1752818	-11.8849	0.6923366	-0.09751461	4.85829	5.73259e-11
1	"70"	4.58246589403897	-0.504363691166065	-0.162447317333742	22.9245109337285	7.33800897186827	0.00529573323132663	2.67897867021194	-0.159262179380629	0.04290382	0.1032492	0.7091738	0.1071375	0.1752818	-11.8849	0.6923366	-0.09751461	4.85829	5.73259e-11
1	"72"	6.18261806280422	-0.11938832099387	-0.2334661382455	4.44753287898881	7.38099977879237	-0.00400770302791782	4.26543940341907	-0.00471442355194568	0.04290382	0.1032492	0.7091738	0.1071375	0.1752818	-11.8849	0.6923366	-0.09751461	4.85829	5.73259e-11
1	"76"	5.48578839620806	0.0741764185721258	-0.184639609730993	18.8256887668309	7.4201719191608	0.00652000774987421	4.7287589834606	-0.126480193401661	0.04290382	0.1032492	0.7091738	0.1071375	0.1752818	-11.8849	0.6923366	-0.09751461	4.85829	5.73259e-11
1	"80"	3.32225558045987	-0.209985237984658	-0.116334396857954	25.9423313934482	7.43345517498298	-0.000110071620261588	5.48271560209428	-0.0508990217968897	0.04290382	0.1032492	0.7091738	0.1071375	0.1752818	-11.8849	0.6923366	-0.09751461	4.85829	5.73259e-11
1	"83"	5.65092571131821	-0.188251067745193	-0.086587061417311	6.74054247057478	7.42368921412762	0.00105588257539642	5.28214645616886	-0.194140319420242	0.04290382	0.1032492	0.7091738	0.1071375	0.1752818	-11.8849	0.6923366	-0.09751461	4.85829	5.73259e-11
1	"84"	5.38660075872776	-0.0381313558871936	-0.121195685949673	3.37074099674525	7.39271433133085	-0.00292474674579654	6.03234133666257	-0.337415043251894	0.04290382	0.1032492	0.7091738	0.1071375	0.1752818	-11.8849	0.6923366	-0.09751461	4.85829	5.73259e-11
1	"85"	5.42774884656629	-0.0520726655097256	-0.169190216915069	15.3097201677288	7.42077597419794	0.00215218177611577	5.54818986992112	0.186573060688911	0.04290382	0.1032492	0.7091738	0.1071375	0.1752818	-11.8849	0.6923366	-0.09751461	4.85829	5.73259e-11
