"rep"	"id"	"b03"	"b13"	"p1"	"g1"	"p2"	"g2"	"alpha13"	"alpha23"
1	"3"	6.4038726630449	0.116739917941703	0.09914769	0.07148493	0.7233345	0.1340601	0.4637172	-0.1318145
1	"4"	2.29795517290501	0.0553363729618307	0.09914769	0.07148493	0.7233345	0.1340601	0.4637172	-0.1318145
1	"6"	3.36324723818593	-0.118605843372827	0.09914769	0.07148493	0.7233345	0.1340601	0.4637172	-0.1318145
1	"8"	4.22079711174023	-0.0970634988207171	0.09914769	0.07148493	0.7233345	0.1340601	0.4637172	-0.1318145
1	"11"	2.86394638130805	-0.123278490607013	0.09914769	0.07148493	0.7233345	0.1340601	0.4637172	-0.1318145
1	"12"	2.55179733108196	-0.015116554372008	0.09914769	0.07148493	0.7233345	0.1340601	0.4637172	-0.1318145
1	"13"	5.78407289044136	-0.288696685050176	0.09914769	0.07148493	0.7233345	0.1340601	0.4637172	-0.1318145
1	"14"	4.33704267267793	0.052492617468164	0.09914769	0.07148493	0.7233345	0.1340601	0.4637172	-0.1318145
1	"15"	4.77033828311939	-0.0426466967086674	0.09914769	0.07148493	0.7233345	0.1340601	0.4637172	-0.1318145
1	"18"	3.25071763812033	-0.0164676677380569	0.09914769	0.07148493	0.7233345	0.1340601	0.4637172	-0.1318145
1	"19"	3.25589295211274	-0.432011743781561	0.09914769	0.07148493	0.7233345	0.1340601	0.4637172	-0.1318145
1	"24"	4.33643434240296	-0.392895239133687	0.09914769	0.07148493	0.7233345	0.1340601	0.4637172	-0.1318145
1	"25"	4.65394827423164	-0.095137764245961	0.09914769	0.07148493	0.7233345	0.1340601	0.4637172	-0.1318145
1	"26"	3.58487267794093	-0.258622040069485	0.09914769	0.07148493	0.7233345	0.1340601	0.4637172	-0.1318145
1	"28"	5.59183660845741	-0.30856594921865	0.09914769	0.07148493	0.7233345	0.1340601	0.4637172	-0.1318145
1	"29"	3.36891510445696	-0.307170167687337	0.09914769	0.07148493	0.7233345	0.1340601	0.4637172	-0.1318145
1	"30"	4.07626294395603	0.142212796218545	0.09914769	0.07148493	0.7233345	0.1340601	0.4637172	-0.1318145
1	"31"	4.48427183975211	-0.215886353841714	0.09914769	0.07148493	0.7233345	0.1340601	0.4637172	-0.1318145
1	"32"	3.15815112373098	-0.211505838187884	0.09914769	0.07148493	0.7233345	0.1340601	0.4637172	-0.1318145
1	"34"	4.98896875052546	-0.0896267664930663	0.09914769	0.07148493	0.7233345	0.1340601	0.4637172	-0.1318145
1	"35"	4.60477112179329	-0.373573471686232	0.09914769	0.07148493	0.7233345	0.1340601	0.4637172	-0.1318145
1	"38"	3.87448710938627	0.0133228437084542	0.09914769	0.07148493	0.7233345	0.1340601	0.4637172	-0.1318145
1	"42"	5.24535573919831	-0.309229773986031	0.09914769	0.07148493	0.7233345	0.1340601	0.4637172	-0.1318145
1	"43"	5.33947746303289	-0.0879190899491888	0.09914769	0.07148493	0.7233345	0.1340601	0.4637172	-0.1318145
1	"46"	3.23283662078767	-0.249773199491074	0.09914769	0.07148493	0.7233345	0.1340601	0.4637172	-0.1318145
1	"48"	5.09612657598589	-0.044984584815703	0.09914769	0.07148493	0.7233345	0.1340601	0.4637172	-0.1318145
1	"51"	2.87210874191054	-0.231820490461874	0.09914769	0.07148493	0.7233345	0.1340601	0.4637172	-0.1318145
1	"52"	5.13092989804088	-0.395430163283044	0.09914769	0.07148493	0.7233345	0.1340601	0.4637172	-0.1318145
1	"57"	4.60068594444395	-0.260948125581383	0.09914769	0.07148493	0.7233345	0.1340601	0.4637172	-0.1318145
1	"58"	3.69349654681851	0.0258401960693373	0.09914769	0.07148493	0.7233345	0.1340601	0.4637172	-0.1318145
1	"60"	4.28487992039832	0.0268779869282095	0.09914769	0.07148493	0.7233345	0.1340601	0.4637172	-0.1318145
1	"61"	3.90722854446491	-0.261534848620328	0.09914769	0.07148493	0.7233345	0.1340601	0.4637172	-0.1318145
1	"62"	4.17375807216471	-0.145246391337043	0.09914769	0.07148493	0.7233345	0.1340601	0.4637172	-0.1318145
1	"65"	4.31001827061816	0.187879910716511	0.09914769	0.07148493	0.7233345	0.1340601	0.4637172	-0.1318145
1	"67"	4.08747083446168	-0.233623359207217	0.09914769	0.07148493	0.7233345	0.1340601	0.4637172	-0.1318145
1	"68"	3.39056313696266	0.0275790444176483	0.09914769	0.07148493	0.7233345	0.1340601	0.4637172	-0.1318145
1	"69"	5.19723415462343	-0.0868103519868395	0.09914769	0.07148493	0.7233345	0.1340601	0.4637172	-0.1318145
1	"70"	3.32342223839483	0.0513134234104472	0.09914769	0.07148493	0.7233345	0.1340601	0.4637172	-0.1318145
1	"77"	5.75489718001934	-0.00406321364726163	0.09914769	0.07148493	0.7233345	0.1340601	0.4637172	-0.1318145
1	"81"	5.18558276251405	-0.00690239368659572	0.09914769	0.07148493	0.7233345	0.1340601	0.4637172	-0.1318145
1	"87"	3.94802553762885	-0.34623192290415	0.09914769	0.07148493	0.7233345	0.1340601	0.4637172	-0.1318145
