"rep"	"id"	"b03"	"b13"	"p1"	"g1"	"p2"	"g2"	"alpha13"	"alpha23"
1	"5"	4.72190106560605	-0.612630175675928	0.04968268	0.07276568	0.7619641	0.1270539	0.8532044	-0.2129498
1	"7"	4.66865154367707	-0.0238448274389127	0.04968268	0.07276568	0.7619641	0.1270539	0.8532044	-0.2129498
1	"11"	3.68959109281522	-0.241448324005737	0.04968268	0.07276568	0.7619641	0.1270539	0.8532044	-0.2129498
1	"13"	3.41663644604137	-0.309528772074421	0.04968268	0.07276568	0.7619641	0.1270539	0.8532044	-0.2129498
1	"14"	2.52692296795498	-0.0593368705186883	0.04968268	0.07276568	0.7619641	0.1270539	0.8532044	-0.2129498
1	"17"	5.20296033540412	-0.078927540762803	0.04968268	0.07276568	0.7619641	0.1270539	0.8532044	-0.2129498
1	"22"	3.51539081539676	-0.150406000036743	0.04968268	0.07276568	0.7619641	0.1270539	0.8532044	-0.2129498
1	"23"	4.09996029483716	-0.171723305500909	0.04968268	0.07276568	0.7619641	0.1270539	0.8532044	-0.2129498
1	"24"	5.21591261643119	-0.0837482779740624	0.04968268	0.07276568	0.7619641	0.1270539	0.8532044	-0.2129498
1	"26"	4.81144988860087	-0.165341685863633	0.04968268	0.07276568	0.7619641	0.1270539	0.8532044	-0.2129498
1	"28"	5.16060471791445	-0.0988113196200089	0.04968268	0.07276568	0.7619641	0.1270539	0.8532044	-0.2129498
1	"29"	3.68363349102745	-0.212322508799871	0.04968268	0.07276568	0.7619641	0.1270539	0.8532044	-0.2129498
1	"34"	4.67983116127643	-0.0331095484615041	0.04968268	0.07276568	0.7619641	0.1270539	0.8532044	-0.2129498
1	"35"	4.18960990895391	-0.305145237827844	0.04968268	0.07276568	0.7619641	0.1270539	0.8532044	-0.2129498
1	"37"	3.67311531804208	-0.216709038866396	0.04968268	0.07276568	0.7619641	0.1270539	0.8532044	-0.2129498
1	"39"	3.44323385097943	-0.0676369874520732	0.04968268	0.07276568	0.7619641	0.1270539	0.8532044	-0.2129498
1	"42"	4.01571420576004	-0.0527402154436806	0.04968268	0.07276568	0.7619641	0.1270539	0.8532044	-0.2129498
1	"46"	4.85761527182525	-0.161382005237847	0.04968268	0.07276568	0.7619641	0.1270539	0.8532044	-0.2129498
1	"47"	3.21310548343406	0.245900369240094	0.04968268	0.07276568	0.7619641	0.1270539	0.8532044	-0.2129498
1	"48"	5.62337427935511	-0.197526319853841	0.04968268	0.07276568	0.7619641	0.1270539	0.8532044	-0.2129498
1	"51"	5.47482869093202	-0.0806068071505176	0.04968268	0.07276568	0.7619641	0.1270539	0.8532044	-0.2129498
1	"53"	4.05208175628204	-0.219130542043069	0.04968268	0.07276568	0.7619641	0.1270539	0.8532044	-0.2129498
1	"54"	5.2200642699607	-0.392724841324971	0.04968268	0.07276568	0.7619641	0.1270539	0.8532044	-0.2129498
1	"55"	4.58619302275607	-0.0833959737144928	0.04968268	0.07276568	0.7619641	0.1270539	0.8532044	-0.2129498
1	"57"	4.51154478926632	-0.10637458079669	0.04968268	0.07276568	0.7619641	0.1270539	0.8532044	-0.2129498
1	"60"	4.15087396509242	-0.545403717150586	0.04968268	0.07276568	0.7619641	0.1270539	0.8532044	-0.2129498
1	"61"	4.73108752533471	-0.224187636605073	0.04968268	0.07276568	0.7619641	0.1270539	0.8532044	-0.2129498
1	"62"	5.04025193355792	-0.374748658737935	0.04968268	0.07276568	0.7619641	0.1270539	0.8532044	-0.2129498
1	"64"	4.35266573693517	-0.0927630034054214	0.04968268	0.07276568	0.7619641	0.1270539	0.8532044	-0.2129498
1	"65"	3.73923192096269	-0.0598076404950663	0.04968268	0.07276568	0.7619641	0.1270539	0.8532044	-0.2129498
1	"71"	3.78671644521173	-0.193674695390777	0.04968268	0.07276568	0.7619641	0.1270539	0.8532044	-0.2129498
1	"72"	4.88109004241348	-0.044048757236919	0.04968268	0.07276568	0.7619641	0.1270539	0.8532044	-0.2129498
1	"75"	3.92846967176885	-0.24182571207798	0.04968268	0.07276568	0.7619641	0.1270539	0.8532044	-0.2129498
1	"76"	5.63544763223443	0.0786344444674828	0.04968268	0.07276568	0.7619641	0.1270539	0.8532044	-0.2129498
1	"77"	3.98366790724909	-0.218103934714564	0.04968268	0.07276568	0.7619641	0.1270539	0.8532044	-0.2129498
1	"78"	3.94679495562605	-0.208628755841552	0.04968268	0.07276568	0.7619641	0.1270539	0.8532044	-0.2129498
1	"80"	3.2110166475161	-0.23316511616014	0.04968268	0.07276568	0.7619641	0.1270539	0.8532044	-0.2129498
1	"81"	4.6478673618319	-0.23478667965624	0.04968268	0.07276568	0.7619641	0.1270539	0.8532044	-0.2129498
1	"82"	4.25914098434982	0.00395931777581358	0.04968268	0.07276568	0.7619641	0.1270539	0.8532044	-0.2129498
1	"83"	5.77160296712878	-0.0186606194070179	0.04968268	0.07276568	0.7619641	0.1270539	0.8532044	-0.2129498
1	"84"	4.67169463299578	-0.120726398612951	0.04968268	0.07276568	0.7619641	0.1270539	0.8532044	-0.2129498
1	"86"	4.47668150537027	-0.156578120825677	0.04968268	0.07276568	0.7619641	0.1270539	0.8532044	-0.2129498
1	"88"	4.99602412692825	-0.333139303518773	0.04968268	0.07276568	0.7619641	0.1270539	0.8532044	-0.2129498
1	"92"	5.75732635771929	0.00441407274613594	0.04968268	0.07276568	0.7619641	0.1270539	0.8532044	-0.2129498
1	"93"	4.7936159651178	-0.0851318512396873	0.04968268	0.07276568	0.7619641	0.1270539	0.8532044	-0.2129498
1	"94"	4.16226819196033	-0.189025834118867	0.04968268	0.07276568	0.7619641	0.1270539	0.8532044	-0.2129498
1	"96"	3.97254441138733	-0.36545229862984	0.04968268	0.07276568	0.7619641	0.1270539	0.8532044	-0.2129498
1	"99"	4.76971767727693	-0.233835177570317	0.04968268	0.07276568	0.7619641	0.1270539	0.8532044	-0.2129498
1	"101"	5.21403092917984	-0.152345726663765	0.04968268	0.07276568	0.7619641	0.1270539	0.8532044	-0.2129498
1	"103"	4.4127228591497	-0.441706038571431	0.04968268	0.07276568	0.7619641	0.1270539	0.8532044	-0.2129498
1	"104"	4.66290813425496	-0.228234212483389	0.04968268	0.07276568	0.7619641	0.1270539	0.8532044	-0.2129498
1	"107"	2.66791508263657	-0.433593099012964	0.04968268	0.07276568	0.7619641	0.1270539	0.8532044	-0.2129498
1	"108"	5.26195652320422	-0.170209419003815	0.04968268	0.07276568	0.7619641	0.1270539	0.8532044	-0.2129498
1	"111"	4.98238012621531	0.0401335169930321	0.04968268	0.07276568	0.7619641	0.1270539	0.8532044	-0.2129498
1	"112"	4.13930837797678	-0.227360146519244	0.04968268	0.07276568	0.7619641	0.1270539	0.8532044	-0.2129498
1	"114"	4.21873502998215	-0.0718759079726402	0.04968268	0.07276568	0.7619641	0.1270539	0.8532044	-0.2129498
1	"115"	3.76664856497098	-0.412244319903356	0.04968268	0.07276568	0.7619641	0.1270539	0.8532044	-0.2129498
1	"117"	4.48589661066803	-0.065037634118067	0.04968268	0.07276568	0.7619641	0.1270539	0.8532044	-0.2129498
1	"120"	4.68663114470139	-0.339863082259596	0.04968268	0.07276568	0.7619641	0.1270539	0.8532044	-0.2129498
1	"122"	4.04933961901182	0.0152860513352435	0.04968268	0.07276568	0.7619641	0.1270539	0.8532044	-0.2129498
1	"123"	3.5014011093515	-0.216430082427397	0.04968268	0.07276568	0.7619641	0.1270539	0.8532044	-0.2129498
1	"127"	4.23542518439814	-0.106522636770868	0.04968268	0.07276568	0.7619641	0.1270539	0.8532044	-0.2129498
1	"128"	3.98398567516564	-0.237473576591752	0.04968268	0.07276568	0.7619641	0.1270539	0.8532044	-0.2129498
