"rep"	"id"	"b02"	"b12"	"b03"	"b13"	"p1"	"g1"	"p2"	"g2"	"alpha12"	"alpha13"	"alpha22"	"alpha23"
1	"1"	7.4360579745788	0.000764956070156299	4.18390389835065	-0.0193331945681374	0.08621263	0.1107175	0.6852519	0.127261	-13.1886	0.4672774	7.06455	2.706054e-05
1	"2"	7.41254918353904	-0.00387303065603516	5.05420992201079	-0.359670484160201	0.08621263	0.1107175	0.6852519	0.127261	-13.1886	0.4672774	7.06455	2.706054e-05
1	"3"	7.41330016912717	0.00940857143412314	3.63478124888478	-0.0124950514896384	0.08621263	0.1107175	0.6852519	0.127261	-13.1886	0.4672774	7.06455	2.706054e-05
1	"8"	7.48337275191555	0.00952730983914808	4.062682218017	-0.136940355718884	0.08621263	0.1107175	0.6852519	0.127261	-13.1886	0.4672774	7.06455	2.706054e-05
1	"10"	7.41176760131179	-0.00596868974586553	3.59840906610036	-0.29758372059189	0.08621263	0.1107175	0.6852519	0.127261	-13.1886	0.4672774	7.06455	2.706054e-05
1	"11"	7.41810764397544	-0.00164873470668141	4.28015055158487	0.137533153472813	0.08621263	0.1107175	0.6852519	0.127261	-13.1886	0.4672774	7.06455	2.706054e-05
1	"12"	7.43395906643275	0.00575657573595055	4.66724369726898	-0.454375115640026	0.08621263	0.1107175	0.6852519	0.127261	-13.1886	0.4672774	7.06455	2.706054e-05
1	"13"	7.39865187820108	0.00326849418281178	3.61828123130642	0.106313449638675	0.08621263	0.1107175	0.6852519	0.127261	-13.1886	0.4672774	7.06455	2.706054e-05
1	"18"	7.35902705544942	0.00316805805844163	4.30235851404905	-0.149537766772324	0.08621263	0.1107175	0.6852519	0.127261	-13.1886	0.4672774	7.06455	2.706054e-05
1	"19"	7.35370945286237	0.00420343897096691	4.56169666214354	-0.174701266999678	0.08621263	0.1107175	0.6852519	0.127261	-13.1886	0.4672774	7.06455	2.706054e-05
1	"23"	7.40918921830772	0.00452067135493372	4.18396004378268	-0.0318776083003319	0.08621263	0.1107175	0.6852519	0.127261	-13.1886	0.4672774	7.06455	2.706054e-05
1	"25"	7.47376030124809	-0.000778300811362505	3.76697695193511	-0.0181822354727119	0.08621263	0.1107175	0.6852519	0.127261	-13.1886	0.4672774	7.06455	2.706054e-05
1	"29"	7.3911972514735	-0.00161056455963959	4.60497808283811	-0.409320070714349	0.08621263	0.1107175	0.6852519	0.127261	-13.1886	0.4672774	7.06455	2.706054e-05
1	"32"	7.32921503122919	0.0090347891890456	5.90226050083774	-0.307692028631721	0.08621263	0.1107175	0.6852519	0.127261	-13.1886	0.4672774	7.06455	2.706054e-05
1	"34"	7.40507844854169	0.00466174777328654	5.1466748456497	-0.185605918210994	0.08621263	0.1107175	0.6852519	0.127261	-13.1886	0.4672774	7.06455	2.706054e-05
1	"40"	7.41062880713936	-0.00230474077918704	4.06712476430975	-0.153337703057018	0.08621263	0.1107175	0.6852519	0.127261	-13.1886	0.4672774	7.06455	2.706054e-05
1	"43"	7.44860329674543	0.000515250403807139	5.30773877572407	-0.0981622347666433	0.08621263	0.1107175	0.6852519	0.127261	-13.1886	0.4672774	7.06455	2.706054e-05
1	"44"	7.43631992070631	0.00695978962677179	3.19760419650487	-0.0397860884016315	0.08621263	0.1107175	0.6852519	0.127261	-13.1886	0.4672774	7.06455	2.706054e-05
1	"45"	7.40399158991061	0.0015543586472973	4.13051612624448	-0.521201804504424	0.08621263	0.1107175	0.6852519	0.127261	-13.1886	0.4672774	7.06455	2.706054e-05
1	"47"	7.40155287345341	-0.00469051166272513	4.96049549818147	-0.122424927896602	0.08621263	0.1107175	0.6852519	0.127261	-13.1886	0.4672774	7.06455	2.706054e-05
1	"51"	7.42581962177389	0.0125892368829738	3.51848836210163	-0.243508193118607	0.08621263	0.1107175	0.6852519	0.127261	-13.1886	0.4672774	7.06455	2.706054e-05
1	"53"	7.38848456415096	0.0148303247514253	4.50908031778146	-0.296997926285234	0.08621263	0.1107175	0.6852519	0.127261	-13.1886	0.4672774	7.06455	2.706054e-05
1	"62"	7.37926880200061	0.00858772653520579	5.148376992294	-0.139036092834276	0.08621263	0.1107175	0.6852519	0.127261	-13.1886	0.4672774	7.06455	2.706054e-05
1	"63"	7.34582330459773	0.000492451235481533	4.68079798860359	-0.119120838266736	0.08621263	0.1107175	0.6852519	0.127261	-13.1886	0.4672774	7.06455	2.706054e-05
1	"64"	7.47193664841529	0.00835509343967373	4.56661343524671	-0.34023400260136	0.08621263	0.1107175	0.6852519	0.127261	-13.1886	0.4672774	7.06455	2.706054e-05
1	"65"	7.42090940146035	0.00509079435937784	3.46500428115867	-0.00636566903701836	0.08621263	0.1107175	0.6852519	0.127261	-13.1886	0.4672774	7.06455	2.706054e-05
1	"66"	7.39356845683821	0.0076380996270461	5.103109466949	-0.119682112293399	0.08621263	0.1107175	0.6852519	0.127261	-13.1886	0.4672774	7.06455	2.706054e-05
1	"67"	7.40593341835566	0.00508004191653121	3.05614261684799	-0.284975486908561	0.08621263	0.1107175	0.6852519	0.127261	-13.1886	0.4672774	7.06455	2.706054e-05
1	"70"	7.41219172153594	-0.012675796062845	4.49272421010999	-0.105857948294559	0.08621263	0.1107175	0.6852519	0.127261	-13.1886	0.4672774	7.06455	2.706054e-05
1	"73"	7.45499859781799	0.008377901036989	5.57714346070689	-0.206194647051881	0.08621263	0.1107175	0.6852519	0.127261	-13.1886	0.4672774	7.06455	2.706054e-05
1	"74"	7.4178036929248	-0.00444077918224639	4.87792097835144	-0.364230044684131	0.08621263	0.1107175	0.6852519	0.127261	-13.1886	0.4672774	7.06455	2.706054e-05
1	"78"	7.49145846932793	0.00872033294952952	3.27738908154341	-0.245502666242877	0.08621263	0.1107175	0.6852519	0.127261	-13.1886	0.4672774	7.06455	2.706054e-05
1	"80"	7.40324427315433	0.00920754561304333	4.91111599187955	-0.247502119207689	0.08621263	0.1107175	0.6852519	0.127261	-13.1886	0.4672774	7.06455	2.706054e-05
1	"81"	7.39508982431112	0.00111738611859921	5.04630375324539	-0.0704914536084842	0.08621263	0.1107175	0.6852519	0.127261	-13.1886	0.4672774	7.06455	2.706054e-05
1	"85"	7.49583134317318	0.0025001778876392	6.48015917227167	-0.124038589861199	0.08621263	0.1107175	0.6852519	0.127261	-13.1886	0.4672774	7.06455	2.706054e-05
1	"88"	7.42500577480758	0.00154920729135882	4.43788762427144	-0.160022162898281	0.08621263	0.1107175	0.6852519	0.127261	-13.1886	0.4672774	7.06455	2.706054e-05
1	"93"	7.45021069110106	-0.00613242343158179	4.74406653360257	-0.109674587495928	0.08621263	0.1107175	0.6852519	0.127261	-13.1886	0.4672774	7.06455	2.706054e-05
1	"94"	7.35079399293834	-0.000611709691749781	3.54698241412752	-0.0518210780759525	0.08621263	0.1107175	0.6852519	0.127261	-13.1886	0.4672774	7.06455	2.706054e-05
1	"95"	7.50483839964087	0.00721562408512961	3.41330182413232	-0.286007290226016	0.08621263	0.1107175	0.6852519	0.127261	-13.1886	0.4672774	7.06455	2.706054e-05
1	"96"	7.44690082110895	0.00284897605289836	4.72932488722239	-0.196793450137869	0.08621263	0.1107175	0.6852519	0.127261	-13.1886	0.4672774	7.06455	2.706054e-05
1	"99"	7.4097238203385	0.0120351660153879	3.96661363292208	-0.189873149890974	0.08621263	0.1107175	0.6852519	0.127261	-13.1886	0.4672774	7.06455	2.706054e-05
1	"103"	7.40490099215413	0.0114054414950585	3.7123501367833	-0.166336984384166	0.08621263	0.1107175	0.6852519	0.127261	-13.1886	0.4672774	7.06455	2.706054e-05
1	"104"	7.406513632133	0.000827098601965752	3.90071570451242	-0.0557436553657021	0.08621263	0.1107175	0.6852519	0.127261	-13.1886	0.4672774	7.06455	2.706054e-05
1	"106"	7.43078447385579	0.00774760154613747	3.48780570622655	-0.47500136446173	0.08621263	0.1107175	0.6852519	0.127261	-13.1886	0.4672774	7.06455	2.706054e-05
1	"108"	7.43552924052585	0.00762196632911201	4.56968045810405	-0.285770827633094	0.08621263	0.1107175	0.6852519	0.127261	-13.1886	0.4672774	7.06455	2.706054e-05
1	"109"	7.34700262852017	0.0039426005748822	5.24322343480811	-0.0193051508011111	0.08621263	0.1107175	0.6852519	0.127261	-13.1886	0.4672774	7.06455	2.706054e-05
1	"114"	7.39626610522029	-0.000483835321910379	3.48233055725666	-0.281042578081536	0.08621263	0.1107175	0.6852519	0.127261	-13.1886	0.4672774	7.06455	2.706054e-05
1	"118"	7.37247416137233	-0.00400829375742321	3.62931805795784	-0.368067517662935	0.08621263	0.1107175	0.6852519	0.127261	-13.1886	0.4672774	7.06455	2.706054e-05
1	"120"	7.43734495320729	0.000541506585216049	3.78198677646819	-0.0133622882717735	0.08621263	0.1107175	0.6852519	0.127261	-13.1886	0.4672774	7.06455	2.706054e-05
1	"122"	7.37836130800805	0.0107557058294859	2.88526130031706	-0.0426886351035764	0.08621263	0.1107175	0.6852519	0.127261	-13.1886	0.4672774	7.06455	2.706054e-05
1	"127"	7.40698201833935	0.00706820609462888	5.25264748369284	0.0610108497055558	0.08621263	0.1107175	0.6852519	0.127261	-13.1886	0.4672774	7.06455	2.706054e-05
1	"128"	7.40368043525354	-0.00151268663036908	4.74555044373544	-0.10437316752612	0.08621263	0.1107175	0.6852519	0.127261	-13.1886	0.4672774	7.06455	2.706054e-05
1	"131"	7.48202451507095	0.00393112688513808	2.53206115616752	-0.385322148879839	0.08621263	0.1107175	0.6852519	0.127261	-13.1886	0.4672774	7.06455	2.706054e-05
1	"135"	7.35425600587211	0.00446199217122608	3.92466728091206	-0.243019631007625	0.08621263	0.1107175	0.6852519	0.127261	-13.1886	0.4672774	7.06455	2.706054e-05
1	"138"	7.41898225546639	2.90763756556202e-05	4.67570271561782	-0.190829499842204	0.08621263	0.1107175	0.6852519	0.127261	-13.1886	0.4672774	7.06455	2.706054e-05
1	"141"	7.45654982781532	-0.00361612572591936	2.10891444147864	-0.134694914246287	0.08621263	0.1107175	0.6852519	0.127261	-13.1886	0.4672774	7.06455	2.706054e-05
1	"145"	7.42121497235453	0.0123690010258646	4.83491975489884	-0.0829354090620293	0.08621263	0.1107175	0.6852519	0.127261	-13.1886	0.4672774	7.06455	2.706054e-05
1	"146"	7.39518620068275	0.0054214220698309	5.45751736171751	-0.363940742045702	0.08621263	0.1107175	0.6852519	0.127261	-13.1886	0.4672774	7.06455	2.706054e-05
1	"149"	7.39333201197999	0.00293906787463219	4.28378600942305	-0.00623386543475261	0.08621263	0.1107175	0.6852519	0.127261	-13.1886	0.4672774	7.06455	2.706054e-05
1	"152"	7.36530373194482	-0.0067300913276901	3.43300725311681	-0.555991743081904	0.08621263	0.1107175	0.6852519	0.127261	-13.1886	0.4672774	7.06455	2.706054e-05
1	"153"	7.36365297104879	0.00537031962411747	4.08240278408842	-0.326882006067119	0.08621263	0.1107175	0.6852519	0.127261	-13.1886	0.4672774	7.06455	2.706054e-05
1	"154"	7.42626297308735	-0.00354597646321021	2.88113490738347	-0.208084212425463	0.08621263	0.1107175	0.6852519	0.127261	-13.1886	0.4672774	7.06455	2.706054e-05
1	"156"	7.39787092947661	0.00890207632472801	3.98118696537669	-0.117882233794807	0.08621263	0.1107175	0.6852519	0.127261	-13.1886	0.4672774	7.06455	2.706054e-05
1	"157"	7.38611583089877	0.00738644734019354	3.94473111289663	-0.140385285250858	0.08621263	0.1107175	0.6852519	0.127261	-13.1886	0.4672774	7.06455	2.706054e-05
1	"160"	7.43178047628831	0.000489603939014508	3.78329219133316	0.0446863037934879	0.08621263	0.1107175	0.6852519	0.127261	-13.1886	0.4672774	7.06455	2.706054e-05
1	"166"	7.42422140609555	0.00560447565699257	4.11386080707486	-0.314544860127727	0.08621263	0.1107175	0.6852519	0.127261	-13.1886	0.4672774	7.06455	2.706054e-05
1	"167"	7.38841684938168	0.00403068008286638	2.79512316270991	0.030911811360264	0.08621263	0.1107175	0.6852519	0.127261	-13.1886	0.4672774	7.06455	2.706054e-05
1	"169"	7.36130698474384	-0.0012987815937811	4.89406086899159	-0.397367964763711	0.08621263	0.1107175	0.6852519	0.127261	-13.1886	0.4672774	7.06455	2.706054e-05
1	"173"	7.3894376511058	0.00513929681399767	3.59155791097355	-0.113483443476009	0.08621263	0.1107175	0.6852519	0.127261	-13.1886	0.4672774	7.06455	2.706054e-05
1	"175"	7.35571550036866	0.00565473958362795	5.79288376185485	-0.239279090441147	0.08621263	0.1107175	0.6852519	0.127261	-13.1886	0.4672774	7.06455	2.706054e-05
1	"176"	7.35778236064942	0.0115357991788416	3.69901596001594	0.000902518127556026	0.08621263	0.1107175	0.6852519	0.127261	-13.1886	0.4672774	7.06455	2.706054e-05
1	"182"	7.41409075047234	-0.00246090781004619	4.29982355344042	-0.193649751773557	0.08621263	0.1107175	0.6852519	0.127261	-13.1886	0.4672774	7.06455	2.706054e-05
1	"183"	7.42411407256793	0.0127865221789047	4.03630795261199	-0.441927696391825	0.08621263	0.1107175	0.6852519	0.127261	-13.1886	0.4672774	7.06455	2.706054e-05
1	"184"	7.38556815688586	-0.00437425752765849	4.06728199249975	-0.0736899659620626	0.08621263	0.1107175	0.6852519	0.127261	-13.1886	0.4672774	7.06455	2.706054e-05
1	"187"	7.38827208864578	0.000353008901435468	4.66483730471264	-0.507484293393986	0.08621263	0.1107175	0.6852519	0.127261	-13.1886	0.4672774	7.06455	2.706054e-05
1	"190"	7.47387993174751	-0.00180510888668459	4.23017560767345	-0.137343702983495	0.08621263	0.1107175	0.6852519	0.127261	-13.1886	0.4672774	7.06455	2.706054e-05
