"rep"	"id"	"b01"	"b11"	"b21"	"a1"	"b02"	"b12"	"b03"	"b13"	"p1"	"g1"	"p2"	"g2"	"alpha11"	"alpha12"	"alpha13"	"alpha21"	"alpha22"	"alpha23"
1	"1"	4.39927803433566	0.0461907162661988	-0.233561489660429	1.51207855627409	7.41788045779148	0.00676647789898815	4.14275404480347	-0.000864474589545545	0.01995323	0.1064988	0.8364944	0.1392645	0.1743514	-11.4049	0.7247439	-0.1181685	2.63775	-0.2502854
1	"5"	6.55911614767504	-0.0694951192449951	-0.0164454894766385	8.24225466390256	7.42565111963092	-0.00491557691231635	5.14972021372513	-0.199760569611626	0.01995323	0.1064988	0.8364944	0.1392645	0.1743514	-11.4049	0.7247439	-0.1181685	2.63775	-0.2502854
1	"6"	3.16171965536172	-0.0684123147919427	-0.056374407221773	13.0737441372842	7.45166811528879	0.00877832902710565	4.99147875008137	-0.264150333071472	0.01995323	0.1064988	0.8364944	0.1392645	0.1743514	-11.4049	0.7247439	-0.1181685	2.63775	-0.2502854
1	"7"	7.41108739080205	-0.33755627547305	-0.0606700953261398	6.19610766627964	7.40504416446692	-0.00517540208314929	4.06493238963148	-0.0460712852803982	0.01995323	0.1064988	0.8364944	0.1392645	0.1743514	-11.4049	0.7247439	-0.1181685	2.63775	-0.2502854
1	"9"	4.98654845325159	-0.0239753127423735	-0.104096653864438	1.62680261122901	7.38278283589448	0.00237241058863718	4.10417339089935	-0.0257960640666271	0.01995323	0.1064988	0.8364944	0.1392645	0.1743514	-11.4049	0.7247439	-0.1181685	2.63775	-0.2502854
1	"11"	6.93259835787783	-0.194232434540641	-0.108861213943868	15.14404610552	7.35470083850296	-0.00732287731302148	6.26150201210805	-0.0286649091207265	0.01995323	0.1064988	0.8364944	0.1392645	0.1743514	-11.4049	0.7247439	-0.1181685	2.63775	-0.2502854
1	"12"	7.16896325578038	-0.155977262540973	-0.0953089481596767	11.7894905444137	7.42654107708911	0.00646356023441504	3.99376625257248	0.120426608200216	0.01995323	0.1064988	0.8364944	0.1392645	0.1743514	-11.4049	0.7247439	-0.1181685	2.63775	-0.2502854
1	"13"	4.3923367759969	-0.0698987865035563	-0.0981887393206018	8.10569346700789	7.38638170173668	0.00405265005979516	4.43548881643785	-0.336243314632976	0.01995323	0.1064988	0.8364944	0.1392645	0.1743514	-11.4049	0.7247439	-0.1181685	2.63775	-0.2502854
1	"15"	4.74514104923108	-0.0936315968913253	-0.187711468224446	3.56196483022255	7.42740280597397	0.00486052315646884	3.76174612200358	-0.171690779455576	0.01995323	0.1064988	0.8364944	0.1392645	0.1743514	-11.4049	0.7247439	-0.1181685	2.63775	-0.2502854
1	"18"	4.98198427820552	-0.205428959437277	-0.177446513860597	1.50992433229759	7.4359186267996	0.00184533429426191	3.21937216674397	-0.00729600178801891	0.01995323	0.1064988	0.8364944	0.1392645	0.1743514	-11.4049	0.7247439	-0.1181685	2.63775	-0.2502854
