rep,id,b01,b11,b21,a1,b02,b12,b03,b13,b07,b17,p1,g1,p2,g2,alpha11,alpha12,alpha13,alpha17,alpha21,alpha22,alpha23,alpha27,eta_b01,eta_b11,eta_b21,eta_a1,eta_b02,eta_b12,eta_b03,eta_b13,eta_b07,eta_b17,eta_p1,eta_g1,eta_p2,eta_g2,eta_alpha11,eta_alpha12,eta_alpha13,eta_alpha17,eta_alpha21,eta_alpha22,eta_alpha23,eta_alpha27
1,1,3.28654899084549,-0.195256877967673,-0.236470297940792,5.31443362760766,7.40638361767834,0.000219990725399212,5.0133752780806,-0.154634945235673,329.171930921474,12.9258811932823,0.0365005375026132,0.08897088176786,0.764122946121018,0.141785707073483,0.135352498779871,-12.5892081399497,0.74653433486608,-0.00108886019578465,-0.0506459895802731,-1.59958241005177e-13,-0.213168881360649,-0.000619409115898959,-1.59883114968013,-0.028881540864271,-0.0738903057262291,0.110844677009533,0.0102532260197084,-0.00273493183957126,0.769352228656917,0.000806664990619793,-10.8148181419388,18.386882284415,0,0,0,0,0,0,0,0,0,0,0,0
2,1,3.90239777215344,-0.270149964389219,-0.211905066675056,2.52469324962688,7.41946469068873,-0.000970263243922142,4.71233461574844,-0.145353483072561,369.943508731741,-0.0450015351212731,0.0365005375026132,0.08897088176786,0.764122946121018,0.141785707073483,0.135352498779871,-12.5892081399497,0.74653433486608,-0.00108886019578465,-0.0506459895802731,-1.59958241005177e-13,-0.213168881360649,-0.000619409115898959,-0.982982368372185,-0.103774627285816,-0.049325074460493,-0.633462197927795,0.0233342990301058,-0.00392518580889262,0.468311566324755,0.0100881271537324,29.9567596683287,5.41599955601141,0,0,0,0,0,0,0,0,0,0,0,0
3,1,1.98454536135271,0.00795777554412395,-0.0397241241161121,5.71025778738164,7.4619283198223,-0.0029294198636596,4.77742163608264,-0.157892818001343,404.885365810954,0.629269713630888,0.0365005375026132,0.08897088176786,0.764122946121018,0.141785707073483,0.135352498779871,-12.5892081399497,0.74653433486608,-0.00108886019578465,-0.0506459895802731,-1.59958241005177e-13,-0.213168881360649,-0.000619409115898959,-2.90083477917291,0.174333112647526,0.12285586809845,0.182682401321717,0.0657979281636782,-0.00588434242863008,0.533398586658949,-0.0024512077750497,64.8986167475418,6.09027080476357,0,0,0,0,0,0,0,0,0,0,0,0
1,2,3.81112769457829,-0.107691566182812,-0.0792199390652123,4.69070499769871,7.37253653799011,0.00406158879389142,3.12765613380246,-0.258499248902269,305.671688441968,-8.78552473834232,0.0365005375026132,0.08897088176786,0.764122946121018,0.141785707073483,0.135352498779871,-12.5892081399497,0.74653433486608,-0.00108886019578465,-0.0506459895802731,-1.59958241005177e-13,-0.213168881360649,-0.000619409115898959,-1.07425244594734,0.05868377092059,0.0833600531493503,-0.0139988774787854,-0.0235938536685172,0.00110666622892094,-1.11636691562122,-0.103057638675977,-34.3150606214447,-3.32452364720964,0,0,0,0,0,0,0,0,0,0,0,0
2,2,2.63129311050444,-0.000690490240834923,-0.071473059382977,2.26845843159998,7.39111725490211,0.00425149955716297,3.04548868928652,-0.223527980924329,299.87336634128,-9.09366969678142,0.0365005375026132,0.08897088176786,0.764122946121018,0.141785707073483,0.135352498779871,-12.5892081399497,0.74653433486608,-0.00108886019578465,-0.0506459895802731,-1.59958241005177e-13,-0.213168881360649,-0.000619409115898959,-2.25408703002118,0.165684846862567,0.0911069328315855,-0.740481272203887,-0.00501313675651183,0.00129657699219249,-1.19853436013716,-0.0680863706980362,-40.1133827221324,-3.63266860564874,0,0,0,0,0,0,0,0,0,0,0,0
3,2,3.29794899973994,-0.175629106891456,-0.0922670880595224,3.04397776792452,7.36091203161247,0.00145158192752158,3.03952469694272,-0.317129048725704,335.415672059593,0.750602416473905,0.0365005375026132,0.08897088176786,0.764122946121018,0.141785707073483,0.135352498779871,-12.5892081399497,0.74653433486608,-0.00108886019578465,-0.0506459895802731,-1.59958241005177e-13,-0.213168881360649,-0.000619409115898959,-1.58743114078568,-0.00925376978805378,0.0703129041550401,-0.44641663157889,-0.0352183600461604,-0.00150334063744889,-1.20449835248096,-0.161687438499411,-4.57107700381897,6.21160350760659,0,0,0,0,0,0,0,0,0,0,0,0
1,3,7.93605888702098,-0.149661628789924,-0.0892854751375291,8.73890293611348,7.37437229392735,0.00326190580781476,5.46399827855614,-0.0622147894681448,306.145431228667,-9.23918172355094,0.0365005375026132,0.08897088176786,0.764122946121018,0.141785707073483,0.135352498779871,-12.5892081399497,0.74653433486608,-0.00108886019578465,-0.0506459895802731,-1.59958241005177e-13,-0.213168881360649,-0.000619409115898959,3.05067874649536,0.0167137083134783,0.0732945170770334,0.608202891626166,-0.021758097731273,0.00030698324284428,1.21997522913245,0.0932268207581482,-33.8413178347452,-3.77818063241826,0,0,0,0,0,0,0,0,0,0,0,0
2,3,6.69997797374976,-0.0891414493127021,-0.0700699998708188,2.89707306233586,7.38646511821383,0.000273569081918762,5.24442704502537,-0.0743026117121241,215.000646883118,-2.26679627478173,0.0365005375026132,0.08897088176786,0.764122946121018,0.141785707073483,0.135352498779871,-12.5892081399497,0.74653433486608,-0.00108886019578465,-0.0506459895802731,-1.59958241005177e-13,-0.213168881360649,-0.000619409115898959,1.81459783322414,0.0772338877907002,0.0925099923437437,-0.495880829511132,-0.00966527344479839,-0.00268135348305171,1.00040399560168,0.0811389985141689,-124.986102180295,3.19420481635096,0,0,0,0,0,0,0,0,0,0,0,0
3,3,5.66485110201246,-0.0954221155663059,-0.225251933349463,2.78574628490311,7.36608533738784,0.00123707901446314,5.41661963684002,-0.0911272676860345,272.88961805796,-8.59102960964468,0.0365005375026132,0.08897088176786,0.764122946121018,0.141785707073483,0.135352498779871,-12.5892081399497,0.74653433486608,-0.00108886019578465,-0.0506459895802731,-1.59958241005177e-13,-0.213168881360649,-0.000619409115898959,0.779470961486834,0.0709532215370965,-0.0626719411349003,-0.535065964642188,-0.0300450542707829,-0.00171784355050734,1.17259658741634,0.0643143425402584,-67.0971310054525,-3.130028518512,0,0,0,0,0,0,0,0,0,0,0,0
1,4,3.89929329415366,-0.128534507507376,-0.186061336513457,13.3860506678822,7.39417595821652,-0.00156402520837409,3.54168467986571,-0.0396922101125524,455.291260808606,-5.72346242032409,0.0365005375026132,0.08897088176786,0.764122946121018,0.141785707073483,0.135352498779871,-12.5892081399497,0.74653433486608,-0.00108886019578465,-0.0506459895802731,-1.59958241005177e-13,-0.213168881360649,-0.000619409115898959,-0.986086846371966,0.0378408295960263,-0.0234813442988942,1.03463140183225,-0.00195443344210666,-0.00451894777334456,-0.702338369557981,0.115749400113741,115.304511745193,-0.262461329191407,0,0,0,0,0,0,0,0,0,0,0,0
2,4,4.29601986446606,-0.324285486135002,-0.168069724854877,1.37007062982924,7.35681032853617,-0.00100989699104956,3.7237165590866,-0.18957393843181,471.82540460321,-3.04648257404481,0.0365005375026132,0.08897088176786,0.764122946121018,0.141785707073483,0.135352498779871,-12.5892081399497,0.74653433486608,-0.00108886019578465,-0.0506459895802731,-1.59958241005177e-13,-0.213168881360649,-0.000619409115898959,-0.589360276059559,-0.157910149031599,-0.00548973264031402,-1.24471947484788,-0.0393200631224602,-0.00396481955602004,-0.520306490337086,-0.0341323282055172,131.838655539797,2.41451851708788,0,0,0,0,0,0,0,0,0,0,0,0
