rep,id,eta_b0,eta_b1,eta_b2,eta_a,eta_h1,eta_h2,eta_alpha1,eta_alpha2,eta_hcov1,eta_hcov2,score4C
1,1,-0.00441915969634366,0.0405473575821698,-0.00921477657224123,-0.20501092254425,0,0,0,0,0,0,11
2,1,-0.039050495892761,0.0929711172624392,0.180317391150025,0.329329628680401,0,0,0,0,0,0,11
3,1,-0.0378663425769924,-0.233240336381763,-0.194882073022831,-0.11622786149103,0,0,0,0,0,0,11
4,1,0.0230227029594895,-0.0055510989822356,0.0278815482233084,0.237029047985376,0,0,0,0,0,0,11
5,1,0.000422929208857115,0.383905826365595,-0.00684548379770566,0.0278165513241384,0,0,0,0,0,0,11
6,1,-0.0228392473381616,-0.206022573192527,0.150454585816831,-0.0549172675640635,0,0,0,0,0,0,11
7,1,-0.0201963213392782,-0.242560964149988,0.198872043796028,0.321975722410296,0,0,0,0,0,0,11
8,1,-0.0496663440310465,-0.0701047957328615,-0.151435992218709,0.525599797596634,0,0,0,0,0,0,11
9,1,-0.000840080576152591,0.299319291011287,0.236742444039369,-0.27438331532488,0,0,0,0,0,0,11
10,1,0.0171238941276839,-0.245239985305593,-0.273874654911474,0.533179733466095,0,0,0,0,0,0,11
1,2,-0.0359744089242958,0.27536341113419,0.0526910846006832,-0.179133829635284,0,0,0,0,0,0,5
2,2,-0.0446109561475738,0.147729277071775,-0.0287633686717759,0.13300975995666,0,0,0,0,0,0,5
3,2,-0.0253549980597571,0.100270450471123,-0.167440280335786,-0.160669856084941,0,0,0,0,0,0,5
4,2,4.52729335255198e-05,0.245115859568792,-0.195069240825291,-0.132337043645563,0,0,0,0,0,0,5
5,2,-0.062532185871301,0.409712490481484,0.275361810965493,0.0139058738379239,0,0,0,0,0,0,5
6,2,0.0154736107648477,0.0615722787916806,-0.0912054828290696,-0.320152994526452,0,0,0,0,0,0,5
7,2,-0.0396192898782081,-0.0682132895866623,-0.0613898938285085,-0.0386545241063214,0,0,0,0,0,0,5
8,2,-0.0483974044427238,0.044359187577018,-0.131166842239247,0.430125772247145,0,0,0,0,0,0,5
9,2,-0.00663829563604867,-0.231215366658329,0.220406197758623,-0.971630453012248,0,0,0,0,0,0,5
10,2,-0.0281101162410576,-0.120656190582236,-0.205142641949031,-0.212210364681587,0,0,0,0,0,0,5
1,3,-0.0327686373043714,0.538389613921826,-0.10518130754556,-0.303397371867087,0,0,0,0,0,0,6
2,3,-0.0122994842415932,0.137176803386994,0.424910300395722,-0.299471368912907,0,0,0,0,0,0,6
3,3,-0.0732148868323692,-0.0854276766156881,0.0815588029031773,0.425804631416564,0,0,0,0,0,0,6
4,3,-0.0191092938404449,0.199424050539382,0.0548764281307639,-0.31978878511483,0,0,0,0,0,0,6
5,3,-0.0131083115170008,0.0594312294667856,-0.0916633661423525,0.413619175072504,0,0,0,0,0,0,6
6,3,-0.0107579572695177,-0.0888139193853776,0.0995686959926601,0.111437404564177,0,0,0,0,0,0,6
7,3,-0.0233664485108014,-0.117771108683374,0.17409170020191,-0.223143180437677,0,0,0,0,0,0,6
8,3,-0.0267820071167841,0.173189707720444,-0.221869613200575,-0.337344096471426,0,0,0,0,0,0,6
9,3,0.00414499385337141,-0.128844368930915,0.591997055184604,0.380109262319419,0,0,0,0,0,0,6
10,3,-0.0245639385209624,0.360425116560219,0.0975448666682046,0.592158284165837,0,0,0,0,0,0,6
1,4,-0.0191095096831984,0.458994003696094,-0.00929575319674902,-0.18150933212208,0,0,0,0,0,0,8
2,4,-0.00895038341196686,-0.158879714701203,-0.520227207146377,0.115452386790995,0,0,0,0,0,0,8
3,4,-0.00647515089407502,0.254306278708434,-0.0799400905765091,-0.082277159269025,0,0,0,0,0,0,8
4,4,0.00454789684144885,-0.00462498498972397,0.267889826715604,-0.206395888149433,0,0,0,0,0,0,8
5,4,-0.038955243188715,0.204872642076106,-0.26034282473491,0.976794116030814,0,0,0,0,0,0,8
6,4,-0.0150504780335238,0.102705366570925,0.18842307045503,-0.350533116048722,0,0,0,0,0,0,8
7,4,-0.0602092678923829,-0.0145096588861666,0.033662214684532,0.545095193587886,0,0,0,0,0,0,8
8,4,-0.0139521987307497,-0.0243549960405651,0.274482964594061,0.372444407537669,0,0,0,0,0,0,8
9,4,-0.0240456574666492,-0.0884156019963891,0.124601085662652,0.037218778190957,0,0,0,0,0,0,8
10,4,-0.017267964232368,0.0161334942964255,-0.27467365226533,-0.614598424519597,0,0,0,0,0,0,8
1,5,0.0256588677369972,0.0887905601856529,0.659792578410047,-0.519425846823206,0,0,0,0,0,0,3
2,5,0.0359111155799036,-0.0368151729335031,-0.380491523599808,-0.0621938086179323,0,0,0,0,0,0,3
3,5,0.021884554713414,0.0202419392053166,0.114266835472841,0.471146949790086,0,0,0,0,0,0,3
4,5,0.0675284135176485,-0.00462313680613979,0.137077461353812,-0.547608632847575,0,0,0,0,0,0,3
5,5,-0.0116303976683795,0.0377531322450526,-0.229425600843044,-0.700598492756875,0,0,0,0,0,0,3
6,5,0.00935966379461828,-0.247692142593441,-0.0222500007197719,0.340777800081608,0,0,0,0,0,0,3
7,5,0.0759449228677984,-0.591068987690708,0.105446745874704,-0.439825764999761,0,0,0,0,0,0,3
8,5,0.00276622439545826,-0.193277520710881,0.267164736335807,-0.280418749444329,0,0,0,0,0,0,3
9,5,0.0497345942583717,0.176327493145701,0.0750684637550438,-0.224368186948435,0,0,0,0,0,0,3
